	num_samples	pval_counts	pval	pval_std	fc	fc_std	gene_id
LY6G5B	51	51	1.14212668005e-15	0.0	-3.87	0.9037	ENSG00000240053.8
GABBR1	51	51	5.49086140849e-18	0.0	-3.3063	0.5936	ENSG00000204681.10
SEC31B	51	51	8.28113019092e-29	0.0	-3.8661	0.8675	ENSG00000075826.16
L3MBTL1	51	50	2.67037298992e-10	0.002	-2.5748	0.5402	ENSG00000185513.14
AGAP6	51	50	2.94998574212e-13	0.0011	-3.1701	0.6461	ENSG00000204149.9
GOLGA8A	51	50	1.93964642269e-18	0.0011	-4.1241	1.2051	ENSG00000175265.17
ARGLU1	51	50	9.12517859595e-16	0.002	-2.557	0.6135	ENSG00000134884.13
AHSA2	51	50	3.97681771305e-14	0.0123	-3.5035	0.8874	ENSG00000173209.22
CLASRP	51	50	3.28467007019e-11	0.0019	-2.1106	0.4192	ENSG00000104859.14
TAF1C	51	50	3.52502467652e-10	0.0123	-2.529	0.4446	ENSG00000103168.16
PARP6	51	50	4.29067716989e-11	0.0002	-1.9239	0.4273	ENSG00000137817.16
SNRNP70	51	50	3.87443141912e-11	0.006	-2.6976	0.4754	ENSG00000104852.14
GNRH1	51	50	3.01785416265e-09	0.0002	-3.9848	0.7666	ENSG00000147437.9
NPIPB5	51	50	1.05074539771e-10	0.0009	-3.655	0.7205	ENSG00000243716.10
CENPT	51	50	6.08379804221e-11	0.0007	-2.5522	0.4139	ENSG00000102901.12
SEC61A2	51	50	4.40003883068e-11	0.016	-1.8571	0.3379	ENSG00000065665.20
FAM229A	51	50	5.30975496754e-10	0.0068	-3.3758	0.6907	ENSG00000225828.1
RTEL1-TNFRSF6B	51	50	1.7276143517e-14	0.0005	-3.2854	0.6124	ENSG00000026036.20
CCNL2	51	50	9.21009625982e-21	0.0002	-3.3983	0.7731	ENSG00000221978.11
RBM6	51	50	1.60108338855e-08	0.0057	-2.6729	0.4601	ENSG00000004534.14
RP11-347C12.1	51	50	1.39665608302e-08	0.002	-4.1079	0.833	ENSG00000198064.13
LENG8	51	50	3.37453896789e-23	0.0007	-3.6604	0.6792	ENSG00000167615.16
DNHD1	51	50	2.38631146951e-14	0.0011	-3.1615	0.6241	ENSG00000179532.12
CLCN6	51	49	8.18504683472e-09	0.0015	-1.6553	0.346	ENSG00000011021.21
FAM193B	51	49	1.2073536942e-08	0.0141	-2.717	0.5046	ENSG00000146067.15
MAN2C1	51	49	1.60351156505e-09	0.0195	-2.226	0.389	ENSG00000140400.14
