	num_samples	pval_counts	pval	pval_std	fc	fc_std	gene_id
RTEL1-TNFRSF6B	113	110	4.68076539118e-08	0.0007	-2.9411	0.7016	ENSG00000026036.20
CCNL2	113	110	2.79685947917e-09	0.0004	-2.2875	0.46	ENSG00000221978.11
CENPT	113	110	6.01807043134e-10	0.0009	-2.1842	0.3909	ENSG00000102901.12
TMEM259	113	109	5.38579242648e-08	0.0079	-2.1901	0.4315	ENSG00000182087.12
RHOT2	113	109	1.14080645135e-08	0.0218	-1.945	0.5831	ENSG00000140983.13
MAPK8IP3	113	108	1.88506593495e-07	0.0008	-2.4426	0.5999	ENSG00000138834.12
MYO15B	113	107	1.62509541191e-07	0.0026	-2.7724	0.6792	ENSG00000266714.6
CHKB	113	107	2.1969793276e-07	0.0019	-1.8655	0.3312	ENSG00000100288.19
LCAT	113	106	3.00315570733e-06	0.0074	-2.3249	0.4285	ENSG00000213398.7
TAZ	113	106	2.12155694664e-06	0.0593	-1.7947	0.387	ENSG00000102125.15
UCKL1	113	105	1.62093966384e-06	0.0228	-1.4423	0.4003	ENSG00000198276.13
KIAA0895L	113	105	3.43970210169e-07	0.001	-2.4357	0.5368	ENSG00000196123.12
CCDC130	113	104	2.55787257096e-07	0.0159	-1.7887	0.4701	ENSG00000104957.13
FAM193B	113	103	1.73022823152e-07	0.0074	-2.1828	0.4619	ENSG00000146067.15
ENTHD2	113	103	1.22399995642e-07	0.0052	-1.9981	0.4124	ENSG00000167302.9
U2AF1L4	113	102	2.14552160053e-06	0.0318	-2.0158	0.3686	ENSG00000161265.14
TAF1C	113	101	1.35403943963e-06	0.0021	-2.201	0.4085	ENSG00000103168.16
ENGASE	113	100	1.79121056283e-06	0.0026	-2.2006	0.6018	ENSG00000167280.16
TCIRG1	113	99	2.28798511498e-06	0.0934	-2.2482	0.5318	ENSG00000110719.9
ARHGEF1	113	98	3.4565259773e-07	0.0757	-1.5698	0.5026	ENSG00000076928.17
PRSS53	113	98	6.49445052306e-07	0.0048	-2.8742	0.8534	ENSG00000151006.7
