	num_samples	pval_counts	pval	pval_std	fc	fc_std	gene_id
MLLT10	23	20	3.13432909552e-07	0.0784	-1.4076	0.4165	ENSG00000078403.16
TRIM3	23	20	1.79324901575e-06	0.0029	-1.4636	0.3927	ENSG00000110171.18
GABBR1	23	20	1.60713486358e-07	0.0054	-2.6928	0.6452	ENSG00000204681.10
SEC31B	23	20	6.02858253057e-08	0.0133	-2.882	0.9086	ENSG00000075826.16
DNHD1	23	20	3.29573895364e-05	0.0095	-2.1532	0.5303	ENSG00000179532.12
LY6G5B	23	20	1.44178260272e-07	0.0044	-3.1168	0.8065	ENSG00000240053.8
LENG8	23	20	4.53450215558e-06	0.0015	-2.5787	0.596	ENSG00000167615.16
CCNL2	23	20	1.36672995554e-06	0.0637	-2.0852	0.9807	ENSG00000221978.11
PRSS53	23	20	7.3969540786e-06	0.0522	-3.1781	0.9818	ENSG00000151006.7
ZFC3H1	23	20	8.71945441155e-07	0.0334	-1.6477	0.4015	ENSG00000133858.15
RNPC3	23	20	2.78899455851e-06	0.026	-2.5577	0.5562	ENSG00000185946.15
RP11-574K11.31	23	20	7.84939175977e-06	0.0083	-2.551	0.906	ENSG00000272916.5
RTEL1-TNFRSF6B	23	20	5.05213407269e-06	0.0012	-2.4724	0.7568	ENSG00000026036.20
HOXD4	23	19	1.36672995554e-06	0.0072	-2.7421	0.6385	ENSG00000170166.5
SLC26A10	23	19	2.30259321895e-08	0.1189	-3.4967	1.0649	ENSG00000135502.16
LHX4	23	19	7.68889232941e-05	0.0137	-2.7431	0.7226	ENSG00000121454.5
VAMP1	23	19	9.92182488543e-05	0.0128	-2.6284	0.5815	ENSG00000139190.16
IFFO1	23	19	2.33776838347e-06	0.0531	-1.8477	0.685	ENSG00000010295.19
ADAM33	23	19	4.25269046974e-06	0.1309	-3.1161	1.0574	ENSG00000149451.17
NRBP2	23	19	4.75713799783e-06	0.1505	-2.4629	0.589	ENSG00000185189.15
CAPRIN2	23	18	5.74132437014e-05	0.0209	-1.992	0.5062	ENSG00000110888.17
SPEG	23	18	2.62542114801e-07	0.0295	-2.7272	0.9795	ENSG00000072195.14
STARD9	23	18	0.000208019857754	0.0294	-2.0842	0.6454	ENSG00000159433.11
CREBZF	23	18	9.70834506126e-05	0.0227	-1.8363	0.487	ENSG00000137504.13
ENTHD2	23	18	2.62788590252e-05	0.0942	-1.628	0.6138	ENSG00000167302.9
PLXNB3	23	18	8.21688365586e-06	0.0319	-3.2247	1.2256	ENSG00000198753.11
GBA2	23	18	1.56866344516e-05	0.0175	-1.2232	0.3406	ENSG00000070610.14
SRRM2	23	17	9.54160944875e-05	0.003	-1.9994	0.3905	ENSG00000167978.16
FAM156A	23	17	6.95804268349e-05	0.0239	-2.1363	0.5661	ENSG00000268350.7
OPN3	23	17	0.000118174817753	0.1153	2.0533	0.9259	ENSG00000054277.12
MAL2	23	17	0.000124430813234	0.2613	4.2797	2.0718	ENSG00000147676.13
TEP1	23	17	1.49367345308e-05	0.0294	-1.2757	0.333	ENSG00000129566.12
LTB4R2	23	16	0.00027158364328	0.0482	-2.1606	0.6454	ENSG00000213906.9
EME2	23	16	6.17159757425e-05	0.2082	-2.0468	0.9359	ENSG00000197774.12
GOLGA8A	23	16	4.62902414008e-05	0.191	-2.5379	1.3011	ENSG00000175265.17
DHX35	23	16	0.000140529427172	0.0059	-1.5536	0.3184	ENSG00000101452.14
