	num_samples	pval_counts	pval	pval_std	fc	fc_std	gene_id
DTL	303	303	8.53727218105e-10	0.0	6.4635	0.5822	ENSG00000143476.17
RAD54L	303	303	1.80803684798e-11	0.0	5.4856	0.6134	ENSG00000085999.11
RAD51	303	303	6.64023645693e-12	0.0	5.2743	0.6566	ENSG00000051180.16
KIF23	303	303	1.33018474817e-09	0.0	4.1637	0.6296	ENSG00000137807.13
C16orf59	303	303	4.60152986565e-14	0.0	4.7744	0.6775	ENSG00000162062.14
CCNB1	303	303	4.78123052779e-17	0.0	4.6622	0.6186	ENSG00000134057.14
BLM	303	303	1.43301546154e-09	0.0	4.7049	0.5812	ENSG00000197299.10
FANCI	303	303	7.20461072617e-33	0.0	3.5254	0.5394	ENSG00000140525.17
CDK1	303	303	1.2890647197e-08	0.0	4.9439	0.5679	ENSG00000170312.15
CDKN3	303	303	6.09550400641e-17	0.0	5.2444	0.6995	ENSG00000100526.19
ASF1B	303	303	3.08859146007e-10	0.0	6.2789	0.7274	ENSG00000105011.8
CDCA5	303	303	1.91041003113e-11	0.0	5.2824	0.6377	ENSG00000146670.9
GINS2	303	303	3.85949448816e-13	0.0	5.1633	0.7139	ENSG00000131153.8
TK1	303	303	1.95847612223e-10	0.0001	6.0206	0.8042	ENSG00000167900.11
MAD2L1	303	303	6.77729822949e-12	0.0001	4.2122	0.6369	ENSG00000164109.13
KIFC1	303	303	5.4928719931e-07	0.0001	5.3941	0.6146	ENSG00000237649.7
PRR11	303	303	7.35031496455e-12	0.0	4.5652	0.7064	ENSG00000068489.12
MCM2	303	303	5.21677194919e-39	0.0	4.3955	0.6876	ENSG00000073111.13
TYMS	303	303	2.31557477675e-23	0.0	4.3016	0.6763	ENSG00000176890.15
PNLIP	303	302	8.30636505565e-07	0.0006	-7.0416	0.8142	ENSG00000175535.6
POC1A	303	302	2.95601800993e-13	0.0001	3.8801	0.7776	ENSG00000164087.7
EXO1	303	302	3.53895009078e-07	0.0001	5.8511	0.6158	ENSG00000174371.16
CENPK	303	302	4.22987659809e-17	0.0064	4.8783	0.7834	ENSG00000123219.12
AURKA	303	302	2.0903547668e-08	0.0001	4.7115	0.6174	ENSG00000087586.17
RAD51AP1	303	302	9.59335155992e-21	0.0002	4.7272	0.6663	ENSG00000111247.14
SPAG5	303	302	1.8864787001e-12	0.0182	3.7053	0.5198	ENSG00000076382.16
XRCC2	303	302	3.5671105477e-13	0.0002	3.8467	0.6773	ENSG00000196584.2
CTRB2	303	302	1.41090100224e-07	0.0212	-6.1961	1.2935	ENSG00000168928.12
KIF2C	303	302	3.02057774398e-07	0.0008	5.1123	0.5771	ENSG00000142945.12
E2F1	303	302	3.81148708956e-16	0.0001	4.4181	0.7414	ENSG00000101412.12
TACC3	303	302	9.10416979053e-09	0.0001	3.7522	0.6463	ENSG00000013810.18
PLK1	303	301	1.18184634361e-13	0.0001	4.1634	0.639	ENSG00000166851.14
