	num_samples	pval_counts	pval	pval_std	fc	fc_std	gene_id
KANK3	50	49	2.99062884124e-13	0.0739	-5.1415	1.1468	ENSG00000186994.11
ADGRD1	50	49	6.5363358121e-23	0.0661	-4.8388	1.7436	ENSG00000111452.12
SEC31B	50	49	3.75622698695e-14	0.0273	-4.1125	1.2104	ENSG00000075826.16
STARD8	50	49	6.37725121863e-12	0.0383	-3.5472	1.0458	ENSG00000130052.13
VIP	50	49	5.98487887594e-07	0.0406	-5.6362	1.1565	ENSG00000146469.12
GPR17	50	49	5.17058912927e-08	0.0434	-5.8365	1.3453	ENSG00000144230.16
PPP1R14A	50	49	5.07794093042e-10	0.0876	-4.6132	1.102	ENSG00000167641.10
RASGRP2	50	49	1.26636225005e-18	0.0619	-4.5792	1.2081	ENSG00000068831.18
TCF21	50	49	3.07995592827e-15	0.1101	-5.8986	1.5814	ENSG00000118526.6
FGFR4	50	49	3.4392422983e-09	0.1318	-4.4591	1.4054	ENSG00000160867.14
DSP	50	49	1.38814389507e-10	0.112	4.9315	1.0376	ENSG00000096696.13
TDRD10	50	49	1.91226632369e-11	0.0501	-4.9948	1.277	ENSG00000163239.12
ADH1B	50	49	2.48757825842e-16	0.1161	-6.8636	2.8802	ENSG00000196616.12
INMT	50	49	4.86529085075e-15	0.1096	-5.8736	1.7628	ENSG00000241644.2
PHYKPL	50	48	2.16955949448e-08	0.0343	-2.039	0.5108	ENSG00000175309.14
TAL1	50	48	1.82592391532e-10	0.0648	-4.785	1.1288	ENSG00000162367.11
RCC2	50	48	2.92179713769e-08	0.1346	1.8552	0.6092	ENSG00000179051.13
MYO15B	50	48	9.60092789707e-13	0.028	-4.7451	1.3121	ENSG00000266714.6
ADCY4	50	48	1.50389199716e-10	0.0326	-4.486	1.007	ENSG00000129467.13
LCAT	50	48	1.3957239953e-09	0.0323	-3.5294	0.8697	ENSG00000213398.7
ABCA8	50	48	2.92610289807e-09	0.1305	-4.6786	1.9057	ENSG00000141338.13
AMY2B	50	48	3.36399593359e-12	0.0401	-4.3363	1.4723	ENSG00000240038.6
TNS2	50	48	4.1719369025e-10	0.052	-3.3268	0.8371	ENSG00000111077.17
SCN7A	50	48	1.01684122279e-10	0.0959	-5.4245	2.1738	ENSG00000136546.13
NKTR	50	48	1.14637218552e-07	0.0077	-2.9189	0.6459	ENSG00000114857.17
RP5-966M1.6	50	48	4.19812083792e-10	0.0273	-4.3493	1.1209	ENSG00000243696.4
GPX3	50	48	3.06333433928e-11	0.034	-5.1267	1.1888	ENSG00000211445.11
CSNK2A1	50	47	3.47529990986e-15	0.1346	1.527	0.4782	ENSG00000101266.16
AOC3	50	47	4.57613253734e-12	0.1328	-4.2298	1.5445	ENSG00000131471.6
CDCA4	50	47	1.31787997959e-07	0.1384	2.5754	0.7275	ENSG00000170779.10
NPR1	50	47	1.81795392529e-12	0.0788	-4.2556	1.2406	ENSG00000169418.9
CACNA1H	50	47	1.6908162751e-08	0.0727	-3.7637	1.263	ENSG00000196557.10
NOSTRIN	50	47	1.38800872591e-10	0.0759	-4.4406	1.0861	ENSG00000163072.14
ACVRL1	50	47	1.92171569798e-09	0.0979	-3.497	0.8633	ENSG00000139567.12
CA4	50	47	1.25870082346e-13	0.0984	-7.2773	2.2579	ENSG00000167434.9
PEAR1	50	47	1.26829487433e-12	0.0238	-3.9983	1.0888	ENSG00000187800.13
ADAMTS8	50	47	4.63296994848e-11	0.1165	-6.3405	1.9526	ENSG00000134917.9
BTNL9	50	47	1.07849961502e-12	0.0376	-6.8251	2.1094	ENSG00000165810.16
RSRC1	50	47	3.70764186323e-12	0.1512	1.9453	0.6764	ENSG00000174891.12
ESAM	50	47	8.84475112941e-10	0.0742	-3.2659	0.8155	ENSG00000149564.11
ITGA10	50	47	8.82213868283e-07	0.0473	-4.8181	1.1475	ENSG00000143127.12
SCUBE1	50	47	1.48798608806e-10	0.111	-5.3592	1.9183	ENSG00000159307.18
NOVA2	50	47	1.04995809949e-07	0.0834	-3.6655	0.8909	ENSG00000104967.6
PERP	50	47	4.65957622182e-18	0.0803	4.3182	1.1653	ENSG00000112378.11
NOTCH4	50	47	1.29304484946e-07	0.0699	-3.5274	0.8269	ENSG00000204301.6
