	num_samples	pval_counts	pval	pval_std	fc	fc_std	gene_id
EME2	59	59	3.22012173721e-08	0.0001	-2.7103	0.6465	ENSG00000197774.12
TRIM3	59	57	6.33841604597e-07	0.0004	-1.8144	0.2735	ENSG00000110171.18
CCNL2	59	57	4.16057009049e-08	0.0018	-2.6098	0.5868	ENSG00000221978.11
ADCY4	59	57	4.42266352053e-07	0.0004	-2.7264	0.5751	ENSG00000129467.13
TAF1C	59	57	1.72644044758e-06	0.0007	-2.0115	0.3111	ENSG00000103168.16
CHRD	59	56	7.17083273853e-06	0.0049	-3.0257	0.6284	ENSG00000090539.15
ENTHD2	59	56	5.07813769e-07	0.0006	-2.16	0.4581	ENSG00000167302.9
LENG8	59	56	1.08755869402e-08	0.0009	-2.8107	0.6879	ENSG00000167615.16
GABBR1	59	56	3.04261395035e-08	0.0008	-2.8437	0.6124	ENSG00000204681.10
SEC31B	59	55	6.99029694579e-08	0.014	-2.8065	0.7999	ENSG00000075826.16
PRSS53	59	54	1.61441307847e-06	0.005	-3.1104	0.8363	ENSG00000151006.7
AGAP6	59	54	1.97008357837e-06	0.0296	-2.3502	0.53	ENSG00000204149.9
TUBGCP6	59	54	9.36872233173e-08	0.0026	-1.8606	0.3995	ENSG00000128159.11
CLK2	59	54	1.87961825021e-06	0.0023	-1.6528	0.323	ENSG00000176444.18
TMEM262	59	53	6.91507122483e-06	0.0091	-2.4886	0.5675	ENSG00000187066.8
ITGA7	59	53	5.95995413852e-06	0.0018	-2.7934	0.5303	ENSG00000135424.15
LZTR1	59	53	2.28881940893e-05	0.0035	-1.3923	0.2674	ENSG00000099949.18
MAPK8IP3	59	52	9.99632959853e-08	0.0012	-2.5183	0.545	ENSG00000138834.12
NFATC4	59	52	2.07574240865e-05	0.0026	-2.3093	0.404	ENSG00000100968.13
PIAS3	59	52	6.25131958204e-05	0.0081	-1.1703	0.3176	ENSG00000131788.15
RP5-966M1.6	59	52	6.25786758843e-07	0.0029	-3.1315	0.8678	ENSG00000243696.4
SPIN2A	59	52	5.25913842283e-06	0.0019	-2.5404	0.5746	ENSG00000147059.8
KIAA0895L	59	51	6.77327430831e-08	0.0054	-2.785	0.7274	ENSG00000196123.12
FAM219A	59	51	5.32851927881e-05	0.001	-1.3658	0.2213	ENSG00000164970.14
NPIPB5	59	51	4.82116399472e-06	0.0421	-2.8403	0.5656	ENSG00000243716.10
AP1G2	59	51	2.03829730827e-05	0.0137	-1.9792	0.5146	ENSG00000213983.11
TTLL3	59	51	3.4504304409e-06	0.0032	-2.3506	0.6204	ENSG00000214021.15
ACAP3	59	50	1.28019558413e-05	0.0016	-2.1984	0.4673	ENSG00000131584.18
EP400NL	59	50	1.95035465821e-05	0.0077	-1.9012	0.4641	ENSG00000185684.12
CSAD	59	49	3.77493743774e-06	0.0144	-2.2771	0.5878	ENSG00000139631.18
NRBP2	59	49	1.66799591045e-05	0.0036	-2.3952	0.4927	ENSG00000185189.15
