	num_samples	pval_counts	pval	pval_std	fc	fc_std	gene_id
ITPR1	7	7	1.96439381702e-05	0.0002	-3.7671	0.6924	ENSG00000150995.17
TNXB	7	7	1.42130990485e-17	0.0	-6.6083	1.4715	ENSG00000168477.17
TFCP2L1	7	7	1.50793698927e-06	0.0002	5.0375	1.0819	ENSG00000115112.7
CNRIP1	7	7	1.27822535868e-24	0.0	-3.8779	0.5239	ENSG00000119865.8
ARHGEF10	7	7	2.70643717071e-14	0.0	-2.5649	1.0009	ENSG00000104728.15
ADARB1	7	7	1.41126266351e-07	0.0001	-2.9006	0.7907	ENSG00000197381.15
KCNMB1	7	7	7.60101201133e-14	0.0	-6.1505	1.3504	ENSG00000145936.8
HES2	7	7	4.86792151602e-06	0.0	5.916	0.8099	ENSG00000069812.11
FAM110A	7	7	7.15171917472e-13	0.0	3.1944	0.5443	ENSG00000125898.12
NDN	7	7	2.87922233735e-14	0.0	-3.9537	0.7951	ENSG00000182636.5
NCAM1	7	7	6.01555193254e-16	0.0	-5.2839	2.1229	ENSG00000149294.16
AP1M2	7	7	9.56850814249e-06	0.0	6.6005	0.3486	ENSG00000129354.11
FAM13C	7	7	1.78231041111e-05	0.0001	-3.3407	0.6205	ENSG00000148541.12
FBXO31	7	7	6.62402872433e-07	0.0	-1.8927	0.2327	ENSG00000103264.15
CDC42BPG	7	7	6.41739466288e-06	0.0	4.1083	0.6632	ENSG00000171219.8
DACT3	7	7	9.92420454669e-22	0.0	-5.3202	1.1041	ENSG00000197380.10
CENPN	7	7	8.39519671108e-09	0.0	2.9045	0.7326	ENSG00000166451.13
ZFX	7	7	1.78224809529e-05	0.0003	-1.1085	0.223	ENSG00000005889.15
STX6	7	7	1.32474821096e-08	0.0	1.701	0.2534	ENSG00000135823.13
MPDZ	7	7	1.7671134175e-09	0.0001	-2.3639	0.5716	ENSG00000107186.16
BAIAP2L1	7	7	3.73294695759e-06	0.0002	2.6677	0.3853	ENSG00000006453.13
FHL1	7	7	9.20666269079e-18	0.0	-6.5389	0.8727	ENSG00000022267.16
RHOJ	7	7	2.38689728801e-08	0.0003	-2.9124	0.8562	ENSG00000126785.12
PCDHGA11	7	7	4.86483679755e-07	0.0	-3.2593	1.2618	ENSG00000253873.5
LMOD1	7	7	7.65051268769e-20	0.0	-6.7065	1.2138	ENSG00000163431.12
GPRASP1	7	7	1.42916979136e-16	0.0	-4.7289	0.8141	ENSG00000198932.12
STX2	7	7	1.59039173242e-09	0.0	-2.6532	0.6009	ENSG00000111450.13
EFNA3	7	7	1.14495987163e-10	0.0002	3.521	0.995	ENSG00000143590.13
TLE4	7	7	8.30254967263e-13	0.0	-2.1652	1.044	ENSG00000106829.18
CGN	7	7	3.62190522959e-06	0.0	4.5063	0.3384	ENSG00000143375.14
ARHGAP20	7	7	1.45413430133e-10	0.0	-4.3159	0.8464	ENSG00000137727.12
P3H3	7	7	7.14043590505e-17	0.0001	-3.4578	1.8724	ENSG00000110811.19
ARHGEF25	7	7	2.22094314222e-20	0.0	-3.6671	1.4716	ENSG00000240771.6
EIF2AK1	7	7	3.75020751888e-09	0.0	1.4569	0.3516	ENSG00000086232.12
TMEM206	7	7	2.44775516672e-05	0.0003	2.1466	0.3689	ENSG00000065600.12
DBNDD1	7	7	3.29139067646e-08	0.0002	4.9302	0.8075	ENSG00000003249.13
PTPRB	7	7	3.09948718396e-07	0.0	-2.925	0.3799	ENSG00000127329.14
FEZ1	7	7	8.74570302418e-14	0.0	-3.3592	0.415	ENSG00000149557.12
MAF	7	7	8.31900187549e-10	0.0001	-3.2342	0.7451	ENSG00000178573.6
ADCY3	7	7	1.69229725824e-13	0.0	-2.2156	0.6034	ENSG00000138031.14
TACC3	7	7	2.08894485196e-11	0.0002	3.4014	0.7929	ENSG00000013810.18
ECT2	7	7	7.03086960153e-12	0.0	3.2513	0.7568	ENSG00000114346.13
LSR	7	7	4.01406988143e-07	0.0	3.3609	0.7388	ENSG00000105699.16
CCDC69	7	7	8.04806348201e-08	0.0	-3.5208	0.9566	ENSG00000198624.12
GYPC	7	7	3.13529845209e-15	0.0001	-3.3503	0.8038	ENSG00000136732.14
SYDE1	7	7	2.41623055995e-20	0.0	-3.3048	0.603	ENSG00000105137.12
CLDN4	7	7	2.17288569897e-09	0.0	6.2004	0.5769	ENSG00000189143.9
LAMTOR2	7	7	9.38691826952e-08	0.0001	2.2407	0.417	ENSG00000116586.11
CSDC2	7	7	4.25697433518e-17	0.0	-5.8415	1.6206	ENSG00000172346.14
ZNF208	7	7	2.4371285207e-15	0.0	-5.8142	0.8156	ENSG00000160321.14
HSPB7	7	7	4.75569833248e-13	0.0	-6.6118	1.406	ENSG00000173641.17
DGKB	7	7	2.3759470801e-05	0.0001	-5.0544	1.2089	ENSG00000136267.13
PIEZO1	7	7	3.37124555652e-15	0.0	-2.6519	0.7477	ENSG00000103335.19
FAM65A	7	7	4.29519727389e-26	0.0	-2.7135	0.4962	ENSG00000039523.17
KANK3	7	7	2.31918668833e-09	0.0	-4.0004	0.5817	ENSG00000186994.11
MFAP4	7	7	9.19879850257e-14	0.0	-4.649	1.6639	ENSG00000166482.11
SPEG	7	7	5.8069737485e-24	0.0	-4.9598	2.0841	ENSG00000072195.14
CHST6	7	7	4.06275725665e-09	0.0001	5.6664	1.0467	ENSG00000183196.8
ANTXR2	7	7	2.51721616812e-08	0.0001	-3.3209	0.8619	ENSG00000163297.16
NPAS4	7	7	7.78647375447e-10	0.0	-8.0202	1.3041	ENSG00000174576.8
OMD	7	7	3.58570473271e-10	0.0	-7.4129	1.6053	ENSG00000127083.7
PLLP	7	7	2.64173424961e-06	0.0002	2.4755	0.568	ENSG00000102934.9
SGCE	7	7	3.14507957351e-15	0.0	-2.8483	0.861	ENSG00000127990.15
KCTD7	7	7	2.32780104342e-08	0.0	-2.7038	0.501	ENSG00000243335.8
CTSC	7	7	2.20829166774e-05	0.0003	2.4486	0.3708	ENSG00000109861.15
CACNA2D1	7	7	1.17103098119e-34	0.0	-4.8848	0.9915	ENSG00000153956.15
SGOL1	7	7	2.73107332108e-08	0.0	6.2573	0.4179	ENSG00000129810.14
KIF18A	7	7	1.61061464891e-08	0.0	4.2783	0.4227	ENSG00000121621.6
MIS18A	7	7	2.27182484675e-09	0.0	2.1812	0.4521	ENSG00000159055.3
DOCK4	7	7	2.51199147689e-07	0.0001	-2.5575	0.3361	ENSG00000128512.19
PITPNM2	7	7	2.60494432334e-06	0.0001	-2.6961	0.4678	ENSG00000090975.12
ADD1	7	7	8.31141294162e-10	0.0	-1.3111	0.2756	ENSG00000087274.16
SEL1L3	7	7	1.58179097372e-12	0.0	4.4115	1.0123	ENSG00000091490.10
PSD4	7	7	3.01576144003e-06	0.0	3.2181	0.3039	ENSG00000125637.15
CCNB1	7	7	6.4647761572e-14	0.0	4.6022	0.592	ENSG00000134057.14
CPED1	7	7	2.16464838782e-11	0.0	-4.1726	0.5859	ENSG00000106034.17
ACTA2	7	7	1.18665329647e-14	0.0001	-5.8415	1.1538	ENSG00000107796.12
GBA2	7	7	4.43776180361e-06	0.0003	-1.1281	0.2589	ENSG00000070610.14
PID1	7	7	4.29014284707e-10	0.0001	-4.8341	1.3976	ENSG00000153823.18
COL6A1	7	7	1.7643830625e-16	0.0	-3.8221	0.9898	ENSG00000142156.14
SYNE4	7	7	1.05164264252e-05	0.0001	3.3839	0.5579	ENSG00000181392.14
GNAO1	7	7	9.31986646556e-06	0.0001	-4.515	0.7132	ENSG00000087258.13
CTB-133G6.1	7	7	0.000134419994806	0.0001	-5.5295	0.353	ENSG00000263264.1
SYNPO2	7	7	3.55850825985e-11	0.0	-5.4504	0.5336	ENSG00000172403.10
FXYD3	7	7	2.67490288701e-10	0.0	5.665	0.9775	ENSG00000089356.16
TXNDC12	7	7	2.56888982829e-10	0.0	1.6956	0.4038	ENSG00000117862.11
CBX3	7	7	3.1408593907e-10	0.0	1.7765	0.2803	ENSG00000122565.18
DES	7	7	2.28939693801e-19	0.0	-8.9773	2.0096	ENSG00000175084.11
MAMDC2	7	7	1.99869213122e-16	0.0	-7.0748	1.2791	ENSG00000165072.9
ADAM33	7	7	1.93729953808e-32	0.0	-7.4632	1.835	ENSG00000149451.17
TPM2	7	7	1.40201001983e-06	0.0002	-3.9608	0.758	ENSG00000198467.13
KNDC1	7	7	2.06279464401e-10	0.0001	-5.0935	1.217	ENSG00000171798.17
AKT3	7	7	4.7182553988e-21	0.0	-4.4751	0.4469	ENSG00000117020.16
BNC2	7	7	2.53752256264e-22	0.0	-5.9848	0.8661	ENSG00000173068.17
SDC1	7	7	6.92370511098e-06	0.0	5.3309	0.8145	ENSG00000115884.10
PKD1	7	7	7.43592297261e-18	0.0	-3.1843	0.5074	ENSG00000008710.17
WT1	7	7	3.86805673422e-13	0.0	-4.7026	1.5477	ENSG00000184937.12
MAPK10	7	7	6.97813915934e-11	0.0001	-3.6825	1.1692	ENSG00000109339.18
PRSS8	7	7	1.06512917808e-07	0.0	7.7002	0.7957	ENSG00000052344.15
PTTG1	7	7	5.18143519976e-07	0.0001	4.7072	0.8233	ENSG00000164611.12
CORO2B	7	7	1.83455124862e-10	0.0002	-3.9251	1.0412	ENSG00000103647.12
HERC1	7	7	4.46659773142e-17	0.0	-2.2457	0.4274	ENSG00000103657.13
RAD51AP1	7	7	1.08694352399e-08	0.0	3.8085	0.8512	ENSG00000111247.14
MGME1	7	7	1.34739194828e-08	0.0	1.7087	0.353	ENSG00000125871.13
ZNF695	7	7	1.30421033592e-05	0.0	5.2592	0.4813	ENSG00000197472.14
SDHAF3	7	7	2.10362215508e-08	0.0003	2.1772	0.3405	ENSG00000196636.7
SMTN	7	7	6.06827634225e-10	0.0	-4.084	0.3006	ENSG00000183963.18
HRSP12	7	7	2.98447114397e-08	0.0001	2.4211	0.5993	ENSG00000132541.10
TDP1	7	7	3.70928470022e-11	0.0	2.1439	0.6014	ENSG00000042088.13
SERP2	7	7	3.96526382936e-07	0.0001	-1.9578	0.6424	ENSG00000151778.10
LGI4	7	7	1.36163007087e-21	0.0	-6.6842	0.6581	ENSG00000153902.13
MREG	7	7	2.67050883649e-11	0.0	3.7165	0.7202	ENSG00000118242.15
PROM2	7	7	1.33403154979e-09	0.0	3.3597	0.5816	ENSG00000155066.15
ENPP5	7	7	6.58509354253e-06	0.0002	4.7317	0.6287	ENSG00000112796.9
PRR11	7	7	2.01819735604e-14	0.0	4.2194	0.7541	ENSG00000068489.12
ZNF165	7	7	1.67220486305e-05	0.0002	2.3564	0.6729	ENSG00000197279.3
ANLN	7	7	1.8127849565e-10	0.0002	5.2058	0.8971	ENSG00000011426.10
OLFM1	7	7	3.14338356733e-08	0.0001	-4.1757	1.0008	ENSG00000130558.18
KIF4A	7	7	5.47133525522e-10	0.0	6.3338	0.6986	ENSG00000090889.11
RECK	7	7	4.35937256645e-18	0.0	-3.293	0.7736	ENSG00000122707.11
STARD9	7	7	1.97408658167e-27	0.0	-5.5484	1.0549	ENSG00000159433.11
CDCA2	7	7	8.83902009582e-12	0.0	6.5646	0.866	ENSG00000184661.13
NUSAP1	7	7	5.89175418179e-07	0.0002	4.744	0.6823	ENSG00000137804.12
GIMAP8	7	7	1.38978461565e-06	0.0	-3.5014	0.2633	ENSG00000171115.3
SERINC2	7	7	4.48765814961e-08	0.0	6.0686	0.5468	ENSG00000168528.11
MRGPRF	7	7	9.68656678496e-15	0.0	-5.674	1.4622	ENSG00000172935.8
RORA	7	7	1.02566076526e-08	0.0003	-3.0037	0.9025	ENSG00000069667.15
GRK5	7	7	9.01675843349e-07	0.0	-3.1126	0.4367	ENSG00000198873.11
EPB41L4B	7	7	6.10239646967e-07	0.0001	5.1415	0.7322	ENSG00000095203.14
MAPK11	7	7	3.32176681621e-09	0.0	-2.7841	0.6965	ENSG00000185386.14
GPRASP2	7	7	7.79415872194e-07	0.0001	-2.3135	0.5535	ENSG00000158301.18
ERG	7	7	7.95075091728e-09	0.0	-2.9739	0.6696	ENSG00000157554.18
TTBK2	7	7	2.53188661692e-09	0.0	-2.3605	0.368	ENSG00000128881.16
SYTL4	7	7	1.34675451523e-11	0.0	-4.3409	0.6893	ENSG00000102362.15
AC009336.19	7	7	4.230199449e-14	0.0	-9.0943	1.8107	ENSG00000278500.1
CHMP4C	7	7	1.86248510297e-05	0.0001	4.884	1.0344	ENSG00000164695.4
CENPU	7	7	3.05835359458e-07	0.0	3.8926	0.3754	ENSG00000151725.11
GLI2	7	7	6.01358750353e-14	0.0	-4.704	0.5486	ENSG00000074047.20
SLC24A3	7	7	1.31219009589e-08	0.0001	-3.9698	0.7751	ENSG00000185052.11
DLX5	7	7	1.07303651831e-05	0.0003	5.7441	0.5079	ENSG00000105880.4
HMGA1	7	7	1.80133012031e-06	0.0001	3.9126	0.4291	ENSG00000137309.19
CDIP1	7	7	1.37546392553e-13	0.0001	-2.07	0.9056	ENSG00000089486.16
EXO1	7	7	1.10701920403e-13	0.0	5.5715	0.6539	ENSG00000174371.16
LDB2	7	7	9.78662610937e-17	0.0	-3.6653	0.7012	ENSG00000169744.12
ZNF728	7	7	0.000121334229557	0.0001	-5.7721	0.6507	ENSG00000269067.1
IGSF9B	7	7	3.28225316839e-16	0.0	-8.1825	1.5617	ENSG00000080854.14
ZWINT	7	7	5.83243381585e-10	0.0	5.3738	0.3681	ENSG00000122952.16
SELP	7	7	3.71461007936e-08	0.0001	-4.3729	0.791	ENSG00000174175.16
SUMO1	7	7	8.34521330146e-11	0.0001	1.8164	0.3925	ENSG00000116030.16
TMEM139	7	7	1.43580515065e-06	0.0	4.7651	0.7371	ENSG00000178826.10
DPYD	7	7	8.39093523391e-09	0.0001	-2.8792	0.9542	ENSG00000188641.12
ME3	7	7	5.65753321958e-09	0.0001	-2.5204	0.9917	ENSG00000151376.16
FAM83F	7	7	1.32856087194e-05	0.0002	5.0384	0.7192	ENSG00000133477.16
FAM96A	7	7	5.24953385794e-06	0.0002	1.1828	0.3071	ENSG00000166797.10
HSD17B13	7	7	1.35602738023e-05	0.0	-5.0424	0.5343	ENSG00000170509.11
TK1	7	7	7.02490521666e-11	0.0002	5.1257	0.7955	ENSG00000167900.11
DEPDC1	7	7	2.88258852978e-07	0.0001	6.2571	0.7767	ENSG00000024526.16
BLM	7	7	1.26747876273e-08	0.0	4.112	0.5688	ENSG00000197299.10
FLNA	7	7	3.06428336421e-06	0.0	-3.2642	0.6506	ENSG00000196924.14
STARD5	7	7	2.57885764168e-08	0.0	-3.943	0.3513	ENSG00000172345.13
PDE8B	7	7	1.49008520809e-07	0.0001	-3.8548	0.832	ENSG00000113231.13
ALDH1A2	7	7	6.70961708393e-10	0.0	-4.1482	1.0348	ENSG00000128918.14
TCF23	7	7	1.4047054719e-23	0.0	-9.6371	1.9044	ENSG00000163792.6
EZH1	7	7	3.20457641687e-08	0.0	-2.7224	0.3648	ENSG00000108799.12
ESRP2	7	7	1.39105033667e-07	0.0	5.6851	0.5432	ENSG00000103067.11
MYH14	7	7	7.65563659774e-10	0.0	6.2015	1.005	ENSG00000105357.15
UQCRH	7	7	5.82292133502e-10	0.0001	1.3102	2.0707	ENSG00000173660.11
PPM1F	7	7	3.19613498245e-07	0.0001	-1.7728	0.5493	ENSG00000100034.13
DSE	7	7	7.52168151409e-12	0.0	-2.0756	0.7436	ENSG00000111817.16
FHL5	7	7	6.09591303985e-07	0.0001	-5.7347	1.2554	ENSG00000112214.10
ABCC9	7	7	6.73798086684e-26	0.0	-5.1008	1.0161	ENSG00000069431.10
SPARCL1	7	7	7.35347796234e-14	0.0	-4.9454	0.7175	ENSG00000152583.12
ARHGAP11A	7	7	4.78395689287e-09	0.0	3.9869	0.6575	ENSG00000198826.10
CLMP	7	7	3.82589203634e-17	0.0	-4.5482	1.0092	ENSG00000166250.11
LLGL2	7	7	4.02947596508e-06	0.0	3.3539	0.2633	ENSG00000073350.13
DPT	7	7	1.05566272692e-08	0.0	-6.4922	1.0375	ENSG00000143196.4
ANKRD29	7	7	6.38262381871e-25	0.0	-4.8223	1.5435	ENSG00000154065.16
ITGB6	7	7	1.27148007584e-09	0.0	6.8819	1.2573	ENSG00000115221.10
OCIAD2	7	7	4.40787177499e-05	0.0003	3.1257	0.5167	ENSG00000145247.11
LRRK1	7	7	1.1274829513e-09	0.0001	-1.5957	0.9638	ENSG00000154237.12
TBC1D7	7	7	4.93027340844e-06	0.0003	2.223	0.2846	ENSG00000145979.17
SLC1A7	7	7	2.14787887205e-09	0.0	-5.7034	1.206	ENSG00000162383.11
BUB1B	7	7	1.63934158711e-06	0.0001	5.6609	0.6623	ENSG00000156970.12
SRRM3	7	7	4.26176973513e-08	0.0001	-3.787	1.0418	ENSG00000177679.15
CXCL12	7	7	1.63663420288e-10	0.0002	-4.9751	1.0912	ENSG00000107562.16
HAPLN2	7	7	2.48783986652e-06	0.0001	-5.6434	1.1321	ENSG00000132702.12
GGCT	7	7	8.22422121583e-09	0.0	2.7378	0.4207	ENSG00000006625.17
PLSCR4	7	7	3.53363830873e-09	0.0	-3.8527	0.7305	ENSG00000114698.14
GPR17	7	7	2.33000270066e-10	0.0	-6.8042	0.6122	ENSG00000144230.16
SLC8A2	7	7	3.89734200932e-10	0.0	-5.8808	0.6295	ENSG00000118160.13
CCND2	7	7	2.05230099552e-13	0.0	-3.3573	0.58	ENSG00000118971.7
RIC1	7	7	5.56156693139e-07	0.0001	-1.169	0.5602	ENSG00000107036.11
C10orf54	7	7	3.81248635375e-08	0.0	-3.2106	0.6012	ENSG00000107738.19
KIAA1755	7	7	1.10495054052e-11	0.0	-4.1285	0.6682	ENSG00000149633.11
KANK2	7	7	4.17934423287e-15	0.0	-3.6097	0.443	ENSG00000197256.10
ITGA11	7	7	3.34648249551e-10	0.0002	-4.9687	1.1409	ENSG00000137809.16
PRELP	7	7	5.17250116869e-12	0.0001	-5.6478	1.7468	ENSG00000188783.5
SHFM1	7	7	1.70267521358e-08	0.0	1.3906	0.5	ENSG00000127922.9
SPINT1	7	7	1.86272545378e-10	0.0	6.2922	0.7155	ENSG00000166145.14
SLC16A7	7	7	9.46603359446e-12	0.0	-3.8382	0.5456	ENSG00000118596.11
CLDN7	7	7	8.62479848536e-12	0.0	6.4686	0.2621	ENSG00000181885.18
MYLK	7	7	2.2402048785e-09	0.0	-5.1274	0.5941	ENSG00000065534.18
EVA1C	7	7	2.51142787954e-09	0.0	-3.4948	1.0092	ENSG00000166979.12
CDC45	7	7	8.44094798847e-07	0.0002	5.1733	0.7364	ENSG00000093009.9
RUNX1T1	7	7	2.47156584463e-26	0.0	-4.8577	1.3409	ENSG00000079102.16
FOXK1	7	7	1.03994688055e-08	0.0	-1.8518	0.4001	ENSG00000164916.10
TLCD1	7	7	0.000144952806618	0.0001	3.9125	0.6341	ENSG00000160606.10
PDE2A	7	7	6.23549300624e-14	0.0	-5.9218	0.6586	ENSG00000186642.15
CAMK2A	7	7	2.80523000709e-11	0.0	-6.8899	0.9204	ENSG00000070808.15
HAND2	7	7	4.6767858333e-16	0.0003	-5.6638	1.5397	ENSG00000164107.8
