	num_samples	pval_counts	pval	pval_std	fc	fc_std	gene_id
TRIM3	504	491	3.12827610692e-08	0.0009	-1.8765	0.321	ENSG00000110171.18
CENPT	504	481	4.14677432548e-09	0.0413	-2.5021	0.6005	ENSG00000102901.12
GABBR1	504	481	4.82479401978e-09	0.0464	-2.9342	0.7635	ENSG00000204681.10
CAPRIN2	504	480	1.81287553998e-09	0.0385	-2.0511	0.4872	ENSG00000110888.17
EME2	504	480	8.52378818229e-11	0.024	-2.9721	0.7785	ENSG00000197774.12
PEAR1	504	479	3.39759879615e-10	0.0184	-2.8393	0.9428	ENSG00000187800.13
ABCA9	504	477	1.63800622912e-09	0.0084	-5.1263	1.3595	ENSG00000154258.16
SEC31B	504	477	4.09640130605e-10	0.0297	-3.0203	0.9536	ENSG00000075826.16
TAF1C	504	476	5.19213832613e-08	0.0382	-2.1779	0.4549	ENSG00000103168.16
CHRD	504	469	9.62364715104e-08	0.0072	-3.4021	0.94	ENSG00000090539.15
RP5-966M1.6	504	468	1.10840268071e-08	0.0507	-3.4635	1.0297	ENSG00000243696.4
LGI4	504	468	4.05429601601e-08	0.0149	-3.7166	1.109	ENSG00000153902.13
ENTHD2	504	467	9.5100726469e-08	0.0591	-2.1829	0.5284	ENSG00000167302.9
ADAM33	504	465	9.02078588372e-08	0.0079	-4.6159	1.2499	ENSG00000149451.17
SRRM2	504	464	1.44772073198e-06	0.0201	-1.8428	0.4019	ENSG00000167978.16
LENG8	504	463	1.0140834188e-08	0.0399	-2.7224	0.7974	ENSG00000167615.16
ADCY4	504	462	5.81968146746e-08	0.0296	-2.8274	0.7806	ENSG00000129467.13
NPIPB5	504	462	3.69479226897e-07	0.041	-3.1202	0.6983	ENSG00000243716.10
TUBGCP6	504	459	2.03312343478e-07	0.042	-1.7665	0.4977	ENSG00000128159.11
KIAA0895L	504	458	1.52475172591e-09	0.0532	-3.0183	0.8187	ENSG00000196123.12
WDR27	504	458	3.38254517677e-08	0.0624	-2.6323	0.7417	ENSG00000184465.15
DNHD1	504	458	7.80596493793e-08	0.0129	-2.9124	0.7204	ENSG00000179532.12
