	num_samples	pval_counts	pval	pval_std	fc	fc_std	gene_id
CA9	530	504	3.16371834774e-20	0.126	9.4661	2.1796	ENSG00000107159.12
RAPGEF3	530	500	3.32292030981e-10	0.0456	-3.4806	0.9765	ENSG00000079337.15
PLA2G4F	530	499	2.71863194353e-16	0.0558	-8.0349	2.4557	ENSG00000168907.13
KBTBD12	530	493	2.59403707292e-07	0.0576	-5.3928	1.8313	ENSG00000187715.13
TRPV6	530	490	4.29215566954e-07	0.0455	-5.6569	1.2872	ENSG00000165125.17
FAM3B	530	490	2.36118666484e-11	0.0806	-5.0708	1.7639	ENSG00000183844.16
MYH7	530	490	1.85444607262e-05	0.0302	-5.51	0.8606	ENSG00000092054.12
CA10	530	488	1.45352185691e-08	0.0726	-6.5496	1.6179	ENSG00000154975.13
GRIK5	530	485	4.08515185395e-12	0.1428	-4.8978	1.9438	ENSG00000105737.9
PRSS22	530	485	1.94372253943e-08	0.0593	-6.4503	1.548	ENSG00000005001.9
COL23A1	530	484	4.4615894647e-09	0.1164	4.4919	1.9968	ENSG00000050767.15
ATP6V0A4	530	483	1.97018117988e-14	0.0675	-7.55	2.7743	ENSG00000105929.15
FBN3	530	483	4.52918377264e-07	0.0729	-6.073	1.8187	ENSG00000142449.12
DMRT2	530	482	6.86317119579e-07	0.0719	-6.0978	1.9071	ENSG00000173253.14
EGLN3	530	482	5.38999818036e-07	0.1332	4.4814	1.4541	ENSG00000129521.13
TMPRSS2	530	482	2.14015357376e-10	0.1364	-6.2554	2.2091	ENSG00000184012.11
TMEM213	530	481	2.48229170542e-14	0.0678	-7.8123	2.6429	ENSG00000214128.10
ADGRF1	530	481	1.51512126285e-17	0.1319	-7.4549	2.6263	ENSG00000153292.15
CLCNKB	530	480	5.68181847189e-07	0.116	-6.0201	1.8184	ENSG00000184908.17
PRRG2	530	480	3.44610791655e-08	0.1424	-3.8636	1.2196	ENSG00000126460.10
SYNE4	530	479	1.84695950949e-10	0.1293	-4.3072	1.7214	ENSG00000181392.14
CDCA2	530	478	7.18640636162e-09	0.1558	5.2225	1.4862	ENSG00000184661.13
SCN2A	530	476	1.87440346427e-11	0.1298	-5.4709	1.798	ENSG00000136531.13
TFAP2B	530	476	6.09051378963e-08	0.1184	-6.356	1.6615	ENSG00000008196.12
NDUFA4L2	530	476	2.13956903984e-09	0.1478	5.4123	1.8118	ENSG00000185633.10
NETO2	530	475	8.84280883464e-10	0.0892	3.8241	1.0955	ENSG00000171208.9
GCGR	530	474	2.79130887268e-06	0.1145	-5.9355	1.5975	ENSG00000215644.9
RALGPS1	530	474	3.11191188902e-09	0.0892	-3.0271	0.9629	ENSG00000136828.18
CNKSR1	530	473	1.0271628121e-15	0.1108	-5.0435	1.8251	ENSG00000142675.17
RAB25	530	472	2.61373415469e-15	0.1635	-6.6982	2.598	ENSG00000132698.13
RHBG	530	471	1.34836516517e-06	0.1237	-6.0296	1.8137	ENSG00000132677.12
TFCP2L1	530	470	1.54507568301e-12	0.1403	-5.8519	2.1524	ENSG00000115112.7
NUPR1L	530	469	1.84625947215e-06	0.1462	-5.8755	1.7749	ENSG00000185290.3
FGF9	530	467	4.66776158312e-09	0.0955	-6.2961	2.2088	ENSG00000102678.6
PTGER1	530	466	3.60658797311e-07	0.0512	-5.9521	1.4864	ENSG00000160951.3
BHLHE41	530	464	2.33224061822e-06	0.0808	3.5428	1.0607	ENSG00000123095.5
CLDN8	530	464	1.58476121669e-07	0.1142	-6.3185	2.1107	ENSG00000156284.5
PRR15	530	463	3.81857843176e-08	0.1322	-4.3972	1.4349	ENSG00000176532.3
PLIN5	530	463	1.69498670638e-07	0.1003	-4.8091	1.5624	ENSG00000214456.8
BSND	530	460	6.70399385811e-06	0.0933	-5.7732	1.8524	ENSG00000162399.6
TRPM5	530	460	4.11587336519e-05	0.0289	-5.1188	0.9902	ENSG00000070985.13
TMEM61	530	457	1.28172717327e-07	0.1368	-5.9474	2.0145	ENSG00000143001.4
AQP5	530	457	2.62802138341e-05	0.0808	-4.8348	1.4794	ENSG00000161798.6
SFRP1	530	455	9.73029347368e-10	0.106	-5.2436	1.8875	ENSG00000104332.11
EPN3	530	453	4.43384507918e-08	0.1375	-5.8123	1.9927	ENSG00000049283.17
KCNJ1	530	452	1.12232832061e-06	0.1307	-5.7489	1.7762	ENSG00000151704.15
RP2	530	451	7.73343293178e-06	0.0628	2.0778	0.5604	ENSG00000102218.5
GRHL2	530	449	5.34759574456e-09	0.1388	-5.8932	2.268	ENSG00000083307.10
IGFBP3	530	447	1.1605796037e-06	0.1213	4.1054	1.3272	ENSG00000146674.14
ESRP1	530	446	7.27718318549e-13	0.1512	-5.5222	2.8332	ENSG00000104413.15
TLR3	530	445	7.08208926821e-07	0.1349	3.4316	1.047	ENSG00000164342.12
SCNN1A	530	444	1.08036616714e-08	0.1719	-4.702	1.9198	ENSG00000111319.12
ZNF395	530	444	5.63019687696e-08	0.1703	2.608	0.9864	ENSG00000186918.13
KRT4	530	441	5.67401834365e-06	0.0906	-5.6665	1.5156	ENSG00000170477.12
RHPN1	530	441	1.58290780387e-08	0.1175	-2.8158	1.1543	ENSG00000158106.12
TMEM123	530	440	5.6036651469e-07	0.0867	1.7497	0.6005	ENSG00000152558.14
TNNC1	530	440	3.50587436503e-06	0.0686	-4.7046	1.3481	ENSG00000114854.7
INPP5J	530	440	1.52179332415e-05	0.0856	-4.8545	1.5219	ENSG00000185133.13
PROM2	530	439	1.56675429408e-09	0.1364	-5.2736	2.0442	ENSG00000155066.15
FAM73B	530	438	4.9580212945e-07	0.0996	-2.12	0.6954	ENSG00000148343.18
LHX1	530	436	7.14991631969e-08	0.1456	-6.2264	2.0109	ENSG00000273706.4
TMPRSS4	530	435	3.78008214034e-08	0.1169	-6.0265	1.9183	ENSG00000137648.16
PLAG1	530	435	8.38253777111e-06	0.1292	-2.8664	1.1379	ENSG00000181690.7
SCN7A	530	435	4.60519317801e-06	0.1212	-5.3805	1.6014	ENSG00000136546.13
CAV2	530	435	1.21429153976e-05	0.0559	2.7002	0.7582	ENSG00000105971.14
SPRR3	530	435	5.54916180355e-05	0.0972	-5.3089	1.2373	ENSG00000163209.14
GGT6	530	434	2.29216846846e-06	0.1644	-5.6055	1.8988	ENSG00000167741.10
SLC25A29	530	433	5.34160622209e-06	0.0391	-3.447	0.9431	ENSG00000197119.12
TJP3	530	432	2.1031632234e-08	0.1621	-4.5163	1.9362	ENSG00000105289.14
MRPS25	530	430	4.97113928991e-07	0.1381	-1.9099	0.7097	ENSG00000131368.7
SCNN1G	530	429	1.30373690589e-07	0.1617	-6.1367	2.1363	ENSG00000166828.2
ATP6V1B1	530	428	1.81698837614e-05	0.1024	-5.3044	1.8335	ENSG00000116039.11
GABRA2	530	428	4.76498150962e-06	0.1393	-5.6517	1.8698	ENSG00000151834.15
COL28A1	530	428	9.80887761194e-07	0.1079	-4.103	1.5777	ENSG00000215018.9
SPTBN2	530	427	1.15410701842e-10	0.1336	-5.6776	2.2013	ENSG00000173898.11
PLXNB1	530	426	1.22018912915e-05	0.0805	-2.6854	0.7236	ENSG00000164050.12
DIRAS2	530	426	1.30992231255e-06	0.1354	4.1252	1.7855	ENSG00000165023.5
PIK3C2G	530	426	7.81490242867e-05	0.1115	-5.217	1.4582	ENSG00000139144.9
OVOL2	530	425	9.12057774611e-06	0.1521	-5.2769	1.6904	ENSG00000125850.10
COL4A6	530	425	8.80623174715e-06	0.1058	-4.7756	1.528	ENSG00000197565.15
SLC25A35	530	425	5.39947999516e-06	0.1202	-2.5865	0.7536	ENSG00000125434.10
FABP7	530	424			10.1902	4.3058	ENSG00000164434.11
ATP6V1C2	530	424	3.02192243229e-05	0.0919	-4.6417	1.2572	ENSG00000143882.9
TNNT2	530	423	3.55163885505e-05	0.0717	-5.3454	1.3134	ENSG00000118194.18
PPP1R1B	530	422	1.67379381174e-05	0.114	-5.417	1.4755	ENSG00000131771.13
PHF21B	530	422	2.09059009034e-05	0.1242	-5.2277	1.424	ENSG00000056487.15
KRT13	530	421	2.0400843467e-07	0.1244	-5.8153	1.9973	ENSG00000171401.14
RIC3	530	421	2.13138799199e-13	0.1173	-4.4873	2.3746	ENSG00000166405.14
DARS	530	420	6.13070640926e-06	0.0994	1.6344	0.5318	ENSG00000115866.10
HEPACAM2	530	418	9.83420423687e-05	0.086	-5.1292	2.003	ENSG00000188175.9
SGSM2	530	417	3.48927849695e-06	0.1134	-1.7598	0.7288	ENSG00000141258.12
SFTPB	530	413	3.03648338156e-05	0.0839	-4.8186	2.1392	ENSG00000168878.16
KIAA1715	530	412	8.18204102323e-06	0.0314	1.8639	0.5621	ENSG00000144320.13
MCOLN3	530	412	2.38318866425e-08	0.2091	-4.3176	2.0025	ENSG00000055732.12
LLGL2	530	412	1.16415675273e-05	0.0666	-2.5402	0.8506	ENSG00000073350.13
