	num_samples	pval_counts	pval	pval_std	fc	fc_std	gene_id
CCNL2	59	51	3.07717355945e-08	0.0292	-2.5159	0.6805	ENSG00000221978.11
GABBR1	59	50	2.71168744938e-06	0.0583	-2.8733	0.8084	ENSG00000204681.10
PRSS53	59	49	5.54791094781e-07	0.0135	-3.4374	0.964	ENSG00000151006.7
DXO	59	49	3.12025168351e-05	0.031	-1.5293	0.2452	ENSG00000204348.9
LENG8	59	47	3.39056275503e-07	0.036	-2.8033	0.8285	ENSG00000167615.16
PARP6	59	46	3.23398364554e-05	0.0328	-1.2983	0.3281	ENSG00000137817.16
MAPK8IP3	59	46	1.16295486493e-05	0.0437	-2.5588	0.7738	ENSG00000138834.12
EME2	59	46	3.09225579436e-06	0.0616	-2.5579	0.7514	ENSG00000197774.12
SEC31B	59	46	7.46277347982e-08	0.0573	-3.1607	0.9938	ENSG00000075826.16
TUBGCP6	59	46	1.203167128e-05	0.0515	-1.6963	0.5586	ENSG00000128159.11
CSAD	59	45	4.25400090499e-06	0.0733	-2.5422	0.7228	ENSG00000139631.18
APBB3	59	45	1.22472168256e-05	0.0406	-2.463	0.5152	ENSG00000113108.17
KIAA0895L	59	44	2.12248915816e-05	0.0766	-2.6244	0.6267	ENSG00000196123.12
METTL17	59	44	5.62754324275e-06	0.0656	-1.6395	0.3577	ENSG00000165792.17
MYO15B	59	44	5.99985148159e-06	0.1017	-3.1811	1.0169	ENSG00000266714.6
CCDC130	59	43	6.0881566659e-05	0.0707	-1.7093	0.3642	ENSG00000104957.13
CENPT	59	43	9.31944226753e-06	0.0492	-2.2768	0.4457	ENSG00000102901.12
KIAA1875	59	43	2.57495477637e-05	0.1626	-3.217	1.0736	ENSG00000179698.13
DNHD1	59	42	2.36219649173e-05	0.0581	-2.4168	0.8456	ENSG00000179532.12
AHSA2	59	42	3.8886052694e-06	0.0848	-2.6483	0.9424	ENSG00000173209.22
AGAP6	59	42	2.46544066961e-05	0.0567	-2.1815	0.7316	ENSG00000204149.9
FAM193B	59	42	1.30053537333e-05	0.081	-2.6496	0.6736	ENSG00000146067.15
KIFC2	59	41	2.59062182111e-05	0.0625	-2.5868	0.6579	ENSG00000167702.11
SLC26A10	59	41	6.19042474823e-05	0.0832	-3.3589	0.8672	ENSG00000135502.16
SUGP2	59	41	2.71324831897e-05	0.0581	-2.0531	0.5687	ENSG00000064607.16
MXD3	59	41	6.21081686098e-05	0.0596	-2.448	0.6315	ENSG00000213347.10
RSRP1	59	41	3.97735992667e-05	0.0701	-2.5939	0.8175	ENSG00000117616.17
RTEL1-TNFRSF6B	59	40	7.53846592646e-05	0.0717	-2.7065	0.9024	ENSG00000026036.20
SGK494	59	40	1.16076957414e-05	0.0891	-2.457	0.9222	ENSG00000167524.14
TRMU	59	39	0.000225283981341	0.0577	-1.941	0.3713	ENSG00000100416.12
GOLGA8A	59	39	9.88130761911e-05	0.1634	-2.5494	1.1887	ENSG00000175265.17
RP5-966M1.6	59	39	8.38472128751e-05	0.0757	-2.9738	1.0497	ENSG00000243696.4
ACAP3	59	38	0.000164324151051	0.0878	-2.0488	0.4564	ENSG00000131584.18
KIAA0907	59	38	0.000181268892801	0.0288	-2.1802	0.4751	ENSG00000132680.10
RP11-192H23.4	59	38	0.000170240413641	0.1115	-2.3073	0.7109	ENSG00000258472.8
CORO6	59	38	0.000194502476517	0.0845	-3.5079	0.8166	ENSG00000167549.18
CDK5RAP3	59	38	0.000113180476431	0.0792	-1.8004	0.3695	ENSG00000108465.14
CHKB	59	37	7.25895756927e-05	0.0907	-1.815	0.4247	ENSG00000100288.19
VAMP1	59	37	0.00026668041641	0.0558	-2.4987	0.5934	ENSG00000139190.16
HSF4	59	37	0.000139447205889	0.1376	-2.6384	0.8591	ENSG00000102878.15
NPIPB5	59	35	0.000323034101526	0.0485	-2.6936	0.7934	ENSG00000243716.10
DDX39B	59	35	0.000501862164722	0.0577	-1.6857	0.3079	ENSG00000198563.13
PABPC1L	59	35	1.85942776584e-05	0.1097	-2.7507	1.0571	ENSG00000101104.12
METTL3	59	35	0.000147985346774	0.0516	-1.426	0.2567	ENSG00000165819.11
AMY2B	59	35	9.02095095131e-05	0.1051	-2.6193	0.8511	ENSG00000240038.6
DMTF1	59	35	0.000450132239877	0.0884	-1.5957	0.5254	ENSG00000135164.18
STAG3L5P-PVRIG2P-PILRB	59	35	0.000170737293925	0.1348	-2.2722	0.8956	ENSG00000272752.5
CELF6	59	35	0.000197191004874	0.0779	-2.838	1.0003	ENSG00000140488.14
JMJD7-PLA2G4B	59	34	0.000100634137228	0.1607	-2.2145	0.8384	ENSG00000168970.20
BRICD5	59	34	0.000528099953131	0.0986	-2.6761	0.7692	ENSG00000182685.7
CLASRP	59	34	0.000360640124665	0.066	-1.8545	0.5042	ENSG00000104859.14
TAZ	59	34	0.000393860004753	0.0673	-1.711	0.3176	ENSG00000102125.15
MZF1	59	34	0.0003339601947	0.1307	-1.8088	0.6041	ENSG00000099326.8
DDX26B	59	34	0.000176552640929	0.1234	-1.8377	0.578	ENSG00000165359.14
RP11-5A19.5	59	33	0.000347109049055	0.1315	-3.0069	1.0478	ENSG00000265690.7
PNN	59	33	0.000108555820346	0.0459	-1.4124	0.4274	ENSG00000100941.8
SLX1A-SULT1A3	59	33	0.000403225231466	0.1332	-2.7297	0.9033	ENSG00000213599.9
UBAP1L	59	33	0.00021984219668	0.1554	-2.2616	0.829	ENSG00000246922.8
ENTHD2	59	32	0.000480670087724	0.1239	-1.893	0.4573	ENSG00000167302.9
LTB4R	59	32	0.000525467804123	0.0495	-2.1678	0.5232	ENSG00000213903.8
RP11-574K11.31	59	32	0.000572075131593	0.1645	-2.2474	0.916	ENSG00000272916.5
SLC9A5	59	32	0.000444286838354	0.1708	-2.0643	0.7353	ENSG00000135740.16
GBA2	59	32	0.000636294137606	0.0574	-1.2915	0.3023	ENSG00000070610.14
ZNF276	59	32	0.000698871783416	0.1082	-1.8155	0.5376	ENSG00000158805.11
ASIC3	59	32	0.000430791092816	0.0948	-2.4678	0.8653	ENSG00000213199.7
LY6G5B	59	32	0.000193634825636	0.1376	-2.7782	0.9711	ENSG00000240053.8
NKTR	59	32	0.000352251937409	0.1105	-2.221	0.8362	ENSG00000114857.17
TEN1-CDK3	59	32	0.000731096805132	0.2345	-2.061	0.878	ENSG00000261408.5
ADAT2	59	31	0.000465659306469	0.1953	-1.9047	0.6287	ENSG00000189007.15
AP1G2	59	31	0.000967611391303	0.1511	-1.6148	0.4967	ENSG00000213983.11
YJEFN3	59	31	0.000679119832483	0.1384	-2.9063	1.0555	ENSG00000250067.11
RNPC3	59	31	0.000544063634115	0.1121	-2.1739	0.6148	ENSG00000185946.15
L3MBTL1	59	31	0.000855745277562	0.1841	-2.2015	0.7616	ENSG00000185513.14
GOLGA8B	59	30	0.000762517585055	0.233	-2.5607	1.1529	ENSG00000215252.11
PIDD1	59	30	0.000883635572348	0.1188	-2.037	0.5657	ENSG00000177595.17
C5orf45	59	30	0.000973433066811	0.0987	-1.9984	0.4618	ENSG00000161010.14
FAM156A	59	30	0.000421199358773	0.1446	-2.0958	0.66	ENSG00000268350.7
MAN2C1	59	30	0.000787317436517	0.0836	-1.9154	0.3601	ENSG00000140400.14
WDR27	59	30	0.000969189849688	0.1505	-2.0446	0.734	ENSG00000184465.15
PLA2G4B	59	30	0.000510321740202	0.1364	-2.4592	1.3012	ENSG00000243708.8
ZNF354B	59	30	0.000594994441335	0.0775	-1.6586	0.4473	ENSG00000178338.10
ATAD3B	59	30	0.000735511118783	0.0779	-2.003	0.6046	ENSG00000160072.19
NEIL1	59	30	0.000985949003202	0.1869	-2.0276	0.6601	ENSG00000140398.13
ATG16L2	59	30	0.00084634205157	0.1058	-2.5664	0.7458	ENSG00000168010.10
