	num_samples	pval_counts	pval	pval_std	fc	fc_std	gene_id
LENG8	546	534	8.51546259252e-14	0.0096	-2.8476	0.7908	ENSG00000167615.16
SEC31B	546	533	6.14407963031e-17	0.0082	-3.0239	1.1504	ENSG00000075826.16
GABBR1	546	531	2.28266763202e-13	0.0423	-2.866	0.8728	ENSG00000204681.10
LY6G5B	546	528	2.05288631427e-11	0.0147	-3.3807	1.0035	ENSG00000240053.8
RTEL1-TNFRSF6B	546	526	1.08313447024e-10	0.0338	-2.7972	0.8505	ENSG00000026036.20
PARP6	546	520	1.84829661876e-14	0.0122	-2.2175	1.0096	ENSG00000137817.16
ADAM33	546	514	8.47445721395e-08	0.0076	-4.5643	1.2964	ENSG00000149451.17
GOLGA8A	546	508	2.01254645547e-14	0.0671	-3.6727	1.4394	ENSG00000175265.17
GNB3	546	508	1.18228402313e-08	0.0107	-4.0271	1.1394	ENSG00000111664.10
CAPRIN2	546	507	6.10455105987e-08	0.0548	-1.9762	0.4708	ENSG00000110888.17
VAMP1	546	506	3.53127642251e-08	0.0407	-2.7741	0.7228	ENSG00000139190.16
NPIPB5	546	505	1.11654188721e-07	0.057	-3.0762	0.7878	ENSG00000243716.10
SEC61A2	546	505	2.11254174213e-08	0.0482	-1.6264	0.4982	ENSG00000065665.20
RP11-574K11.31	546	504	9.51566632458e-09	0.0198	-2.5611	0.7883	ENSG00000272916.5
DNHD1	546	504	7.92352136705e-11	0.0795	-2.7542	0.888	ENSG00000179532.12
LCAT	546	501	1.85940738615e-09	0.0165	-3.1938	0.9084	ENSG00000213398.7
TAF1C	546	499	2.29075419788e-08	0.0192	-2.3027	0.5696	ENSG00000103168.16
SLC26A10	546	497	4.92919643291e-08	0.0059	-4.154	1.2831	ENSG00000135502.16
ARGLU1	546	496	4.14059519232e-09	0.0397	-1.9518	0.7158	ENSG00000134884.13
CLCN6	546	495	1.36950023193e-07	0.0553	-1.5208	0.3936	ENSG00000011021.21
PNISR	546	494	4.83583633627e-08	0.047	-2.3143	0.6429	ENSG00000132424.14
RP5-966M1.6	546	493	1.87825461301e-07	0.0294	-3.4783	1.1046	ENSG00000243696.4
TSPYL2	546	488	8.90437589602e-07	0.0268	-2.6335	0.6105	ENSG00000184205.14
COL5A3	546	487	5.10045045479e-07	0.044	-3.469	0.9305	ENSG00000080573.6
CCNL2	546	486	3.49731924105e-09	0.0406	-2.2858	0.8868	ENSG00000221978.11
GPR173	546	485	1.44854069919e-08	0.0744	-3.03	1.1642	ENSG00000184194.5
RP11-347C12.1	546	484	2.87479051091e-06	0.0608	-3.5155	0.9978	ENSG00000198064.13
GOLGA8B	546	484	1.36063641696e-09	0.0499	-3.1317	1.2912	ENSG00000215252.11
TIAF1	546	484	1.42256730204e-06	0.0304	-3.3212	0.7603	ENSG00000221995.5
GNRH1	546	482	4.65002568424e-07	0.0232	-3.5754	1.0185	ENSG00000147437.9
L3MBTL1	546	481	5.24313565588e-08	0.0546	-2.288	0.7416	ENSG00000185513.14
UBAP1L	546	479	9.38049451272e-08	0.0542	-2.6065	0.921	ENSG00000246922.8
DMTF1	546	479	9.46075612752e-07	0.0429	-1.7488	0.4995	ENSG00000135164.18
AHSA2	546	478	7.540755241e-08	0.037	-2.621	0.9553	ENSG00000173209.22
RPL41	546	477	1.67166508712e-06	0.0431	1.9193	0.5986	ENSG00000279483.1
CENPT	546	477	6.32581799192e-08	0.0518	-2.1949	0.6609	ENSG00000102901.12
SUPT7L	546	476	1.51696174877e-05	0.0309	-1.1718	0.2047	ENSG00000119760.15
GGA3	546	475	1.29079291578e-05	0.0174	-1.2853	0.2819	ENSG00000125447.16
MAPK8IP3	546	475	2.39730570606e-07	0.0547	-2.5318	0.8231	ENSG00000138834.12
FNBP4	546	471	5.19481568392e-07	0.0497	-1.5139	0.4645	ENSG00000109920.12
AGAP6	546	471	3.36002172476e-07	0.0724	-2.2959	0.8082	ENSG00000204149.9
COL27A1	546	469	7.9479954797e-08	0.0458	-3.3718	1.2039	ENSG00000196739.14
KCNIP2	546	467	2.80369267927e-06	0.0535	-3.2026	0.9232	ENSG00000120049.18
GSTM2	546	466	1.34178883699e-07	0.0437	-3.8188	1.2989	ENSG00000213366.12
ZNF354B	546	463	8.26473432235e-07	0.0569	-1.5376	0.5561	ENSG00000178338.10
FAM160B2	546	461	1.65960305041e-06	0.0232	-1.9042	0.4954	ENSG00000158863.21
MROH7-TTC4	546	459	5.62449105946e-07	0.0468	-4.1152	1.7263	ENSG00000271723.5
TNRC6A	546	458	3.13338679125e-06	0.0765	-1.4102	0.388	ENSG00000090905.17
MYO15B	546	457	1.76683230167e-07	0.0459	-3.1844	1.0895	ENSG00000266714.6
DLG4	546	450	9.83382623711e-07	0.0742	-2.21	0.7865	ENSG00000132535.18
SGK494	546	449	4.84691857169e-07	0.0685	-2.3145	0.8375	ENSG00000167524.14
LUC7L3	546	448	7.25516413757e-06	0.0651	-1.7579	0.4908	ENSG00000108848.15
NKTR	546	447	4.0630891478e-06	0.0619	-1.9191	0.6359	ENSG00000114857.17
ARL6IP1	546	447	1.17792015798e-06	0.0497	1.6003	0.4983	ENSG00000170540.14
FAM153A	546	445	8.85163786516e-06	0.0372	-3.6963	1.2106	ENSG00000170074.19
AMY2B	546	444	1.06033058052e-06	0.0582	-3.1941	1.1597	ENSG00000240038.6
MBD1	546	444	2.42422790548e-05	0.0376	-0.9337	0.2849	ENSG00000141644.17
NCKAP5L	546	443	2.69839752321e-06	0.0389	-1.9773	0.7626	ENSG00000167566.16
MAN2C1	546	443	3.29876132741e-06	0.0416	-1.8034	0.5351	ENSG00000140400.14
CORO6	546	443	3.96335210313e-06	0.0944	-3.9137	1.2917	ENSG00000167549.18
PPT2-EGFL8	546	442	5.68045772152e-06	0.0534	-2.6251	0.8456	ENSG00000258388.7
ENTHD2	546	442	4.44803891438e-06	0.0187	-1.9253	0.5576	ENSG00000167302.9
MSANTD2	546	442	4.26334471937e-06	0.0678	-1.9558	0.5798	ENSG00000120458.9
NFATC4	546	441	7.47869705271e-06	0.0513	-2.9686	0.8704	ENSG00000100968.13
ZNF655	546	441	2.34393693162e-10	0.0332	-1.9946	1.2484	ENSG00000197343.10
TMEM110-MUSTN1	546	440	7.04446925413e-07	0.0696	-2.5335	1.012	ENSG00000248592.7
