	num_samples	pval_counts	pval	pval_std	fc	fc_std	gene_id
VIPR1	87	86	3.47371102746e-17	0.0022	-8.5351	1.4573	ENSG00000114812.12
ATP13A4	87	86	4.25678970737e-17	0.0843	-8.5759	1.5685	ENSG00000127249.14
FCN3	87	86	8.26519936573e-16	0.0245	-7.8244	1.4784	ENSG00000142748.12
HAL	87	86	3.98039569769e-07	0.0265	-4.8605	1.0749	ENSG00000084110.10
TBX4	87	86	1.49918121153e-23	0.0006	-8.2249	2.0389	ENSG00000121075.9
CACNA1D	87	85	1.32571531352e-14	0.0339	-6.4337	1.6006	ENSG00000157388.13
ADRB1	87	85	3.69785622721e-11	0.067	-5.9226	1.292	ENSG00000043591.5
GPX3	87	85	1.96799021823e-14	0.0218	-5.8206	1.2212	ENSG00000211445.11
SGCA	87	85	1.19026188443e-15	0.0365	-6.2979	1.6223	ENSG00000108823.15
PPP1R14A	87	85	1.49930993279e-11	0.016	-5.0854	1.4424	ENSG00000167641.10
AGER	87	85	1.63573320474e-12	0.0312	-6.5453	1.2274	ENSG00000204305.13
AOC3	87	85	2.89588465983e-18	0.0372	-5.315	1.4779	ENSG00000131471.6
CA4	87	85	3.69216458967e-15	0.097	-8.1957	1.6857	ENSG00000167434.9
C1orf116	87	85	6.87110570683e-16	0.0902	-7.8236	1.891	ENSG00000182795.12
GGTLC1	87	85	2.10708863189e-11	0.0995	-8.2141	1.3884	ENSG00000149435.12
FGFR4	87	85	1.01817415592e-17	0.0288	-6.4196	1.4372	ENSG00000160867.14
CEACAM6	87	85	1.34542796776e-23	0.0714	-10.2758	2.1887	ENSG00000086548.8
SCNN1B	87	84	2.94744043141e-18	0.0834	-6.9498	1.9602	ENSG00000168447.10
CLDN18	87	84	1.3796061582e-13	0.0425	-8.2637	1.6803	ENSG00000066405.12
ALS2CL	87	84	1.07871755974e-14	0.0086	-3.9915	1.1881	ENSG00000178038.16
RS1	87	84	6.97875897195e-06	0.0716	-5.8285	0.9928	ENSG00000102104.8
KCNK3	87	84	5.58416941527e-14	0.0997	-6.5246	2.0562	ENSG00000171303.6
NKX2-1	87	84	2.20750851645e-19	0.086	-10.0159	2.0669	ENSG00000136352.17
RAB25	87	84	1.36490247477e-16	0.0328	-7.7859	1.6927	ENSG00000132698.13
WNT3A	87	84	7.62055635104e-09	0.0765	-6.4321	1.492	ENSG00000154342.5
FIGF	87	84	2.63833417342e-09	0.1027	-6.4758	1.3772	ENSG00000165197.4
SFTA2	87	84	1.54780939261e-16	0.0432	-9.2891	1.9349	ENSG00000196260.3
A2M	87	84	1.15898489729e-10	0.0184	-3.9651	0.9762	ENSG00000175899.14
AQP4	87	84	6.63116427808e-21	0.0305	-9.6211	2.4448	ENSG00000171885.13
MCEMP1	87	83	1.58149450328e-08	0.0295	-5.8259	1.5927	ENSG00000183019.7
CECR2	87	83	1.13048171763e-13	0.0217	-6.2536	1.6795	ENSG00000099954.18
HNF1B	87	83	2.92181510451e-10	0.0659	-7.6524	1.535	ENSG00000275410.4
SCN7A	87	83	9.04634599414e-14	0.0235	-6.252	2.1476	ENSG00000136546.13
SLC11A1	87	83	5.39067936437e-07	0.0649	-4.6602	1.1041	ENSG00000018280.16
ATP2C2	87	83	1.56354223805e-09	0.0333	-6.0504	1.347	ENSG00000064270.12
TCF21	87	83	3.84542872548e-24	0.0286	-7.9623	2.502	ENSG00000118526.6
CES1	87	83	1.9169482423e-29	0.0566	-6.9319	2.5648	ENSG00000198848.12
SFTA3	87	83	5.37436194791e-16	0.0948	-9.4059	1.8381	ENSG00000229415.9
HYAL1	87	83	1.48037404631e-11	0.0955	-4.617	1.1204	ENSG00000114378.16
GKN2	87	82	7.62833422973e-09	0.0704	-7.388	1.4622	ENSG00000183607.9
CAPN13	87	82	4.90225110623e-09	0.1052	-7.0084	1.5587	ENSG00000162949.16
FOLR1	87	82	2.66033132351e-18	0.0217	-8.042	2.4033	ENSG00000110195.11
SHH	87	82	1.17239322147e-07	0.0364	-6.2161	1.5988	ENSG00000164690.7
TMPRSS2	87	82	9.66278232781e-16	0.039	-8.025	2.13	ENSG00000184012.11
HIF3A	87	82	5.02328705984e-13	0.006	-7.013	1.8031	ENSG00000124440.15
ADGRF5	87	82	1.14549425057e-17	0.1018	-4.6228	1.3469	ENSG00000069122.18
SCUBE1	87	81	4.90895509207e-10	0.0441	-5.2856	1.6871	ENSG00000159307.18
CASZ1	87	81	3.67408823384e-08	0.0209	-3.1144	0.9376	ENSG00000130940.14
MAOA	87	81	5.48284534133e-12	0.1023	-5.432	1.9639	ENSG00000189221.9
GDF10	87	81	1.40984283442e-08	0.0849	-6.4932	1.8656	ENSG00000266524.2
SULT2B1	87	81	2.8241856527e-07	0.096	-5.2004	1.3344	ENSG00000088002.11
BTNL9	87	81	5.31018051084e-09	0.0252	-5.7778	1.4287	ENSG00000165810.16
ARHGEF38	87	81	3.12740937736e-05	0.1046	-5.6663	1.1459	ENSG00000236699.8
MUC15	87	81	3.57014477373e-06	0.069	-6.4476	1.3871	ENSG00000169550.12
BSPRY	87	81	8.18517297445e-11	0.0393	-5.9597	1.6442	ENSG00000119411.10
MAL	87	81	2.59407851514e-10	0.0323	-4.907	1.5253	ENSG00000172005.10
PRX	87	81	2.51067384225e-06	0.1023	-3.9888	0.8776	ENSG00000105227.14
CDH19	87	81	2.05753512069e-07	0.1198	-6.4522	1.5642	ENSG00000071991.8
FXYD3	87	81	1.60106353615e-18	0.0911	-8.1041	2.5898	ENSG00000089356.16
TBX2	87	81	2.15019948338e-10	0.0137	-5.1609	1.3663	ENSG00000121068.13
ESAM	87	81	8.98698941979e-13	0.111	-3.8313	1.2773	ENSG00000149564.11
TMEM100	87	81	2.10800009034e-09	0.03	-6.2883	1.6381	ENSG00000166292.11
MS4A15	87	81	1.89850365287e-08	0.1081	-7.3178	1.6446	ENSG00000166961.14
ITGA8	87	81	4.00895566992e-09	0.0723	-4.8392	1.3381	ENSG00000077943.7
NOSTRIN	87	81	7.26724825627e-10	0.0145	-4.3396	1.1625	ENSG00000163072.14
CCDC69	87	81	1.05358453382e-14	0.1163	-3.2349	1.0547	ENSG00000198624.12
NDNF	87	80	1.83013764923e-18	0.1473	-5.5621	2.2617	ENSG00000173376.13
PDE3B	87	80	3.00195223044e-11	0.0565	-3.7712	1.24	ENSG00000152270.8
RP5-966M1.6	87	80	6.4134978319e-07	0.0074	-3.5651	0.7619	ENSG00000243696.4
MYO7B	87	80	3.20896196495e-07	0.0567	-5.0513	1.2653	ENSG00000169994.18
MYZAP	87	80	9.32953335415e-08	0.0136	-4.9444	1.2766	ENSG00000263155.5
KANK3	87	80	1.85209628122e-09	0.077	-4.2892	1.1928	ENSG00000186994.11
COL4A3	87	80	1.18836534358e-15	0.0652	-6.9128	2.2476	ENSG00000169031.18
LMO3	87	80	1.14678891952e-11	0.1352	-6.6314	2.0219	ENSG00000048540.14
NBEAL2	87	80	1.74754864174e-06	0.0013	-2.8607	0.5899	ENSG00000160796.16
FGR	87	80	1.68695618379e-08	0.0998	-3.9879	1.0205	ENSG00000000938.12
ADRA1A	87	80	2.20816494239e-07	0.0073	-5.8718	1.4418	ENSG00000120907.17
PRSS22	87	80	4.87618732492e-08	0.0601	-6.2961	1.6601	ENSG00000005001.9
PTPRB	87	80	5.44612656928e-09	0.0207	-4.1882	1.1607	ENSG00000127329.14
GPR17	87	80	2.65468643162e-06	0.0344	-5.1693	1.3177	ENSG00000144230.16
SOX13	87	80	4.26331189098e-08	0.0029	-3.0576	0.7199	ENSG00000143842.14
LAMC3	87	80	2.62861834051e-11	0.0593	-5.2506	2.034	ENSG00000050555.17
AATK	87	79	1.83632382557e-09	0.0235	-3.7863	1.032	ENSG00000181409.11
TAL1	87	79	6.2737314876e-10	0.0884	-4.7287	1.3656	ENSG00000162367.11
RAB44	87	79	9.72503206748e-06	0.0135	-4.4858	0.872	ENSG00000255587.7
CLNS1A	87	79	5.91874805894e-09	0.1065	1.5881	0.4251	ENSG00000074201.8
HPGD	87	79	1.454633132e-11	0.1173	-5.7936	1.7774	ENSG00000164120.13
ITGB6	87	79	3.26499537055e-11	0.1518	-5.893	2.2586	ENSG00000115221.10
GRHL2	87	79	6.70390949154e-10	0.1304	-7.3787	2.0288	ENSG00000083307.10
STARD8	87	79	6.49165362344e-10	0.0456	-3.2716	0.9263	ENSG00000130052.13
P2RX1	87	79	2.47427759094e-09	0.0602	-4.5509	1.2123	ENSG00000108405.3
GGT6	87	79	6.24447294961e-06	0.0803	-6.2105	1.3004	ENSG00000167741.10
ACVRL1	87	79	6.3660657049e-11	0.1222	-3.8236	1.1958	ENSG00000139567.12
ST6GALNAC2	87	79	2.18132066736e-08	0.12	-3.868	1.2142	ENSG00000070731.9
PHACTR3	87	79	2.96167296472e-11	0.0283	-4.8355	1.8644	ENSG00000087495.16
TMC5	87	79	2.16006205267e-10	0.0446	-5.8935	1.9462	ENSG00000103534.16
IGSF10	87	79	9.15945880551e-13	0.0347	-5.8928	1.8412	ENSG00000152580.8
SCEL	87	79	1.21942947064e-15	0.1038	-6.9916	2.6768	ENSG00000136155.16
LENG8	87	79	1.15168736561e-06	0.016	-2.4877	0.5817	ENSG00000167615.16
GATA1	87	79	3.2457209498e-05	0.0764	-5.3497	1.0679	ENSG00000102145.13
UNC13D	87	78	1.78826828141e-07	0.1335	-2.86	0.8795	ENSG00000092929.11
HOPX	87	78	9.93284918797e-08	0.0583	-4.6515	1.3451	ENSG00000171476.21
NAPSA	87	78	1.02646542062e-05	0.0625	-6.0902	1.4494	ENSG00000131400.7
NOTCH4	87	78	5.76708505898e-09	0.0608	-3.9353	1.1073	ENSG00000204301.6
SFTPB	87	78	3.02035256312e-07	0.0765	-6.8993	1.6893	ENSG00000168878.16
NKTR	87	78	4.67102261199e-06	0.0195	-2.5432	0.6016	ENSG00000114857.17
CLDN5	87	78	8.16363870883e-10	0.0679	-5.358	1.6042	ENSG00000184113.9
CSF3R	87	78	4.09136759319e-06	0.0668	-4.3499	0.9925	ENSG00000119535.17
ATG16L2	87	78	1.12974622728e-05	0.0042	-3.1794	0.5633	ENSG00000168010.10
RGCC	87	78	5.11502302227e-09	0.0917	-4.6159	1.229	ENSG00000102760.12
LIN7A	87	78	6.05393907213e-13	0.1172	-3.6838	1.2929	ENSG00000111052.7
PEBP4	87	78	2.83260242102e-06	0.0735	-5.8793	1.5582	ENSG00000134020.7
ADCY4	87	78	9.95213514338e-09	0.0367	-4.1062	1.0795	ENSG00000129467.13
TFPI	87	78	7.88038236091e-13	0.0477	-3.9742	1.5745	ENSG00000003436.14
RGL3	87	78	2.4548689916e-14	0.0455	-4.226	1.871	ENSG00000205517.12
NXF3	87	78	2.15900697773e-06	0.0189	-5.283	1.2923	ENSG00000147206.16
BMP5	87	78	4.01671435638e-11	0.0919	-7.3489	2.0548	ENSG00000112175.7
NOS1	87	77	4.92273911056e-07	0.1483	-6.2448	1.7515	ENSG00000089250.18
SHROOM4	87	77	4.80445050436e-09	0.0858	-4.3499	1.413	ENSG00000158352.15
CLCN6	87	77	2.31319362655e-07	0.0748	-1.943	0.4821	ENSG00000011021.21
IYD	87	77	4.16506945989e-05	0.1376	-5.7689	1.2893	ENSG00000009765.14
MARC2	87	77	5.17301910911e-14	0.1467	-2.6408	1.394	ENSG00000117791.15
GRIA1	87	77	3.30637796787e-08	0.0631	-6.241	1.7498	ENSG00000155511.17
TUBGCP6	87	77	8.59833226183e-08	0.0072	-1.8623	0.4669	ENSG00000128159.11
