	num_samples	pval_counts	pval	pval_std	fc	fc_std	gene_id
PFDN1	77	74	6.03506704712e-14	0.0394	1.3366	0.4999	ENSG00000113068.9
SCN7A	77	72	3.86618303085e-08	0.0155	-5.9089	1.5152	ENSG00000136546.13
KRT13	77	72	7.64882553638e-06	0.0033	-5.343	0.9566	ENSG00000171401.14
SMIM15	77	70	4.30783762312e-11	0.1073	1.4119	0.4848	ENSG00000188725.7
PKHD1L1	77	70	6.39191671329e-09	0.009	-5.7137	1.562	ENSG00000205038.11
KRT5	77	70	8.001212858e-06	0.1176	-5.1177	1.8657	ENSG00000186081.11
TMPO	77	69	7.31821719228e-13	0.1166	2.1387	0.8653	ENSG00000120802.13
CDC42SE2	77	69	8.77552501388e-13	0.0954	1.6038	0.6297	ENSG00000158985.13
SZT2	77	69	6.56232479216e-09	0.0217	-1.4187	0.4911	ENSG00000198198.13
DUOX1	77	69	2.30925873079e-10	0.1152	-5.9768	1.717	ENSG00000137857.17
NDN	77	67	2.01653795853e-12	0.164	1.3514	3.2059	ENSG00000182636.5
TAF7	77	66	1.99528263158e-10	0.183	1.6598	0.6163	ENSG00000178913.7
RAC1	77	65	3.32802612354e-10	0.0489	0.9388	0.353	ENSG00000136238.17
COX4I1	77	65	1.87772826989e-09	0.1584	1.3931	0.6839	ENSG00000131143.8
DDX5	77	65	6.33637141257e-07	0.1493	-1.2831	0.4583	ENSG00000108654.11
PCDH10	77	65	3.00749294926e-06	0.1558	-5.0737	1.6728	ENSG00000138650.8
PRKCSH	77	65	4.53539694412e-10	0.1389	1.3133	0.5428	ENSG00000130175.9
LCMT1	77	64	5.09982010969e-08	0.1978	1.2257	0.5454	ENSG00000205629.11
TRIM66	77	64	3.94673371072e-06	0.0231	-2.4883	0.7646	ENSG00000166436.15
MRPL51	77	64	8.56584255008e-07	0.1454	1.266	0.4457	ENSG00000111639.7
CES4A	77	64	5.52103418213e-10	0.0914	-3.2933	2.3425	ENSG00000172824.14
NDUFA12	77	64	5.00235648158e-08	0.1685	1.4122	0.5467	ENSG00000184752.12
RAB5B	77	64	3.15640778498e-07	0.1471	0.9963	0.4482	ENSG00000111540.15
AADAC	77	64	5.57811062349e-13	0.1381	-6.2369	2.7605	ENSG00000114771.13
ACAD8	77	64	2.43278786128e-09	0.1569	-0.9727	0.4736	ENSG00000151498.11
DUOXA1	77	64	1.30248769261e-06	0.1415	-5.0857	1.5294	ENSG00000140254.12
ADAMTSL2	77	64	1.17538115604e-07	0.0945	-3.6748	1.5818	ENSG00000197859.9
MYSM1	77	63	5.81373809224e-06	0.099	-1.591	0.6171	ENSG00000162601.9
SNRPB2	77	63	6.49484974564e-09	0.1207	1.2083	0.6003	ENSG00000125870.10
IGF2	77	63	3.84464657605e-09	0.1636	5.8401	2.9064	ENSG00000167244.17
KIF22	77	63	1.63379347714e-05	0.1821	1.684	0.6513	ENSG00000079616.12
COX6B1	77	63	1.41982122669e-07	0.0867	1.4881	0.691	ENSG00000126267.8
RHNO1	77	63	5.91615337624e-09	0.1127	1.7089	0.5461	ENSG00000171792.10
RSPO3	77	63	6.87979315712e-08	0.1632	-5.7792	2.2921	ENSG00000146374.13
PEAR1	77	63	5.48697850013e-07	0.0985	-2.5597	0.8598	ENSG00000187800.13
RNF113A	77	62	3.11030305263e-09	0.1488	1.4447	0.7013	ENSG00000125352.5
SULT1E1	77	62	2.33610659932e-08	0.1843	-5.27	2.0494	ENSG00000109193.10
NEIL1	77	62	1.56075114139e-06	0.1403	-2.498	1.1287	ENSG00000140398.13
NKD2	77	62	2.52285945763e-06	0.0997	-4.1798	1.6147	ENSG00000145506.13
TNNT2	77	62	0.000166689863827	0.1011	-4.6385	1.3047	ENSG00000118194.18
INMT	77	62	1.89072799543e-11	0.1582	-4.2959	2.1151	ENSG00000241644.2
SPPL3	77	62	9.2769794581e-07	0.123	1.1506	0.3885	ENSG00000157837.15
MRPS36	77	62	1.76866724812e-07	0.1244	1.294	0.6117	ENSG00000134056.11
NXF3	77	62	1.89357992608e-05	0.0973	-4.3614	1.4473	ENSG00000147206.16
CTC1	77	62	8.33784107524e-07	0.0814	-1.5185	0.5164	ENSG00000178971.13
TTN	77	61	1.06676836859e-06	0.1321	-2.6894	1.3935	ENSG00000155657.23
NDUFA13	77	61	3.01267172984e-08	0.1084	1.4321	0.6117	ENSG00000186010.18
SHE	77	61	9.71787824541e-11	0.1381	-2.3551	1.1212	ENSG00000169291.9
RNPC3	77	61	3.67883208423e-07	0.2149	-2.0629	0.8977	ENSG00000185946.15
PTGDS	77	61	8.17509131037e-08	0.1221	-5.4641	2.7692	ENSG00000107317.11
SPON1	77	61	4.0495763109e-07	0.0496	-3.9428	1.6127	ENSG00000262655.3
ADH1B	77	61	1.08887172267e-10	0.1515	-5.1689	2.7751	ENSG00000196616.12
ARPC3	77	61	1.39585957506e-08	0.1995	1.0972	0.524	ENSG00000111229.15
PAPLN	77	61	2.70653157436e-07	0.1594	-3.6834	1.7018	ENSG00000100767.15
AMT	77	61	1.55359292865e-08	0.178	-3.3771	1.3114	ENSG00000145020.14
NPY5R	77	60	9.17059442256e-06	0.126	-4.3881	1.6781	ENSG00000164129.11
FBXO9	77	60	2.87659414341e-07	0.052	-2.3882	0.7629	ENSG00000112146.16
LSM5	77	60	5.26658017828e-07	0.1146	1.0694	0.448	ENSG00000106355.9
COX6A1	77	60	3.64222434779e-08	0.1277	1.5538	0.6944	ENSG00000111775.2
TCF21	77	60	2.76239134542e-06	0.1523	-3.5785	1.7651	ENSG00000118526.6
CNPY2	77	60	2.32435391277e-08	0.1563	1.0909	0.4993	ENSG00000257727.5
SYT9	77	60	1.49468716497e-07	0.1751	-4.3647	2.2236	ENSG00000170743.16
NPM2	77	59	4.12334514609e-12	0.2009	-5.1392	2.2178	ENSG00000158806.13
ZCCHC3	77	59	5.00719095577e-07	0.1488	1.314	0.7701	ENSG00000247315.3
WIBG	77	59	3.98581334694e-07	0.1179	0.934	0.4523	ENSG00000170473.16
ATP6V1F	77	59	7.22421660361e-07	0.1034	1.4254	0.5376	ENSG00000128524.4
FAM103A1	77	59	2.38118165288e-07	0.1182	1.3423	0.6653	ENSG00000169612.3
GPR182	77	59	2.08608526166e-07	0.1402	-4.7974	1.8386	ENSG00000166856.2
CCDC57	77	59	1.84788928693e-07	0.1644	-2.2387	0.9359	ENSG00000176155.18
CNTN6	77	59	1.47253155347e-08	0.229	-4.6348	2.4792	ENSG00000134115.12
COX7C	77	59	1.01247828469e-07	0.1873	1.2202	0.6614	ENSG00000127184.10
ABCA6	77	58	2.83938050167e-05	0.1161	-3.1571	1.7761	ENSG00000154262.12
OGN	77	58	3.20692118899e-08	0.1129	-5.7528	2.2909	ENSG00000106809.10
RP5-966M1.6	77	58	2.63421847062e-05	0.123	-3.4578	1.2751	ENSG00000243696.4
ERGIC2	77	58	7.52408736004e-07	0.0642	1.4623	0.4197	ENSG00000087502.17
AHSA2	77	58	3.75402874751e-06	0.2104	-2.3636	0.9493	ENSG00000173209.22
PDZD11	77	58	5.60592292129e-08	0.2111	1.2458	0.6381	ENSG00000120509.10
FGF17	77	58	4.74031956045e-06	0.093	-4.2895	1.4866	ENSG00000158815.10
MRPL42	77	58	4.13872514838e-06	0.1605	1.0116	0.4852	ENSG00000198015.12
SLCO2A1	77	58	1.59203860267e-05	0.1613	-2.9826	1.5206	ENSG00000174640.12
TM9SF4	77	57	4.12973873069e-08	0.2004	0.8582	0.4754	ENSG00000101337.15
DCN	77	57	1.64902513058e-09	0.2114	-4.2996	2.7901	ENSG00000011465.16
DDX17	77	57	7.91330458083e-05	0.0664	-1.4174	0.4189	ENSG00000100201.18
SRPX2	77	57	3.68745224102e-06	0.1245	-3.3713	1.5199	ENSG00000102359.5
RBM42	77	57	1.3615245876e-06	0.1535	1.1242	0.5385	ENSG00000126254.11
PCDH15	77	57	9.2783108627e-09	0.1715	-5.0987	2.3091	ENSG00000150275.17
KRT4	77	57	0.000245495278568	0.0055	-4.6994	0.7667	ENSG00000170477.12
GPX8	77	57	8.47510828082e-05	0.1332	2.4869	0.9146	ENSG00000164294.13
GORASP1	77	57	1.3399614962e-06	0.187	-0.825	0.3976	ENSG00000114745.13
RAB34	77	57	6.81539487297e-21	0.2066	-3.269	2.2489	ENSG00000109113.17
MRPL22	77	57	3.04041498888e-06	0.1858	1.1554	0.6512	ENSG00000082515.16
SREK1IP1	77	57	1.40776843535e-05	0.1437	1.1302	0.5852	ENSG00000153006.14
STEAP4	77	57	3.85203371508e-07	0.2051	-3.6996	2.0948	ENSG00000127954.12
SRSF11	77	57	1.79248274774e-05	0.1461	-1.2759	0.4381	ENSG00000116754.13
GIPC1	77	57	1.74510710186e-05	0.1381	0.9947	0.476	ENSG00000123159.15
NAV3	77	57	7.16569415691e-07	0.228	-3.4896	2.0353	ENSG00000067798.13
TRIM54	77	57	7.95235654571e-06	0.2459	-4.7906	2.2073	ENSG00000138100.13
TLE2	77	57	6.9089629407e-06	0.0712	-2.1798	1.0439	ENSG00000065717.14
ARGLU1	77	56	4.02704654472e-05	0.1187	-1.6975	0.6812	ENSG00000134884.13
UBL5	77	56	1.09478831141e-05	0.1757	1.2434	0.6671	ENSG00000198258.10
TMEM200C	77	56	5.58576918491e-09	0.2241	-4.1779	2.4941	ENSG00000206432.4
TMEM60	77	56	5.49865661383e-05	0.1291	1.2663	0.5406	ENSG00000135211.5
PAQR4	77	56	3.35766953335e-06	0.139	2.2037	1.2514	ENSG00000162073.13
ISOC2	77	56	2.14928152594e-06	0.1966	1.6195	0.8535	ENSG00000063241.7
NR2F1	77	56	4.68921147852e-06	0.1686	-2.4808	1.4675	ENSG00000175745.11
NRBP2	77	56	3.49346137765e-06	0.1823	-2.1231	1.0146	ENSG00000185189.15
KY	77	56	1.00063287365e-05	0.1197	-4.8532	1.7735	ENSG00000174611.11
TIMM17B	77	56	7.20808415163e-07	0.1332	1.4017	0.7794	ENSG00000126768.12
PSENEN	77	56	8.84597936702e-06	0.1206	1.6641	0.7676	ENSG00000205155.7
MAD1L1	77	56	4.59114555217e-06	0.2211	0.9848	0.5341	ENSG00000002822.15
MTMR3	77	56	1.93374088169e-05	0.1313	-1.3837	0.5985	ENSG00000100330.15
ZNF662	77	56	4.49051160569e-10	0.2315	-3.6297	2.098	ENSG00000182983.14
PHYHIP	77	56	1.04234209488e-07	0.1735	-4.3478	2.1682	ENSG00000168490.13
HPD	77	55	1.85061620124e-07	0.1756	-4.285	2.6562	ENSG00000158104.11
DCTN2	77	55	1.24879145697e-06	0.1534	1.0327	0.7062	ENSG00000175203.15
PHYHD1	77	55	3.59011965615e-08	0.2843	-3.9953	2.0406	ENSG00000175287.18
MUM1L1	77	55	1.53205580501e-06	0.2034	-5.2023	2.4348	ENSG00000157502.12
EDA	77	55	1.24807384031e-06	0.1966	1.8629	1.3514	ENSG00000158813.17
ZNF768	77	55	1.22897849197e-05	0.1538	1.344	0.5152	ENSG00000169957.9
YIPF2	77	55	2.79323290792e-07	0.1612	1.2491	0.5509	ENSG00000130733.10
FBLN1	77	55	6.2176945205e-07	0.1978	-3.7539	1.9728	ENSG00000077942.17
CBLN4	77	55	7.97914914074e-07	0.1945	-4.3859	2.4718	ENSG00000054803.3
DLG2	77	55	6.40709027101e-06	0.223	-3.8523	1.9307	ENSG00000150672.16
SUB1	77	55	7.37338650725e-05	0.1374	1.18	0.5626	ENSG00000113387.11
MICALL2	77	55	3.97982906386e-07	0.1826	-2.2142	0.9853	ENSG00000164877.18
TDRD10	77	55	7.19518527126e-06	0.1173	-3.5254	1.3463	ENSG00000163239.12
UBE2A	77	55	1.59955530494e-05	0.1887	0.9068	0.3743	ENSG00000077721.15
AGO4	77	55	1.61095842155e-05	0.1181	-1.4593	0.5631	ENSG00000134698.10
DLEC1	77	55	3.2255240401e-05	0.1721	-2.8365	1.4977	ENSG00000008226.19
TMEM203	77	55	3.89441952425e-06	0.1478	0.8694	0.4184	ENSG00000187713.6
DNTTIP1	77	55	5.93046402846e-07	0.2123	1.0725	0.4848	ENSG00000101457.12
DES	77	55	0.000231798512439	0.1047	-4.521	1.398	ENSG00000175084.11
