	num_samples	pval_counts	pval	pval_std	fc	fc_std	gene_id
IFFO1	204	199	1.9275791248e-28	0.0185	-3.9353	1.2405	ENSG00000010295.19
STARD9	204	199	3.97151573429e-23	0.0103	-5.0753	1.3625	ENSG00000159433.11
LENG8	204	199	1.72452550039e-09	0.0006	-3.3006	0.7276	ENSG00000167615.16
GABBR1	204	199	5.46664066554e-18	0.002	-4.1492	1.7954	ENSG00000204681.10
ADAM33	204	198	3.75232513303e-28	0.0492	-6.905	2.4439	ENSG00000149451.17
SPEG	204	198	4.61422862902e-26	0.0104	-5.1717	1.9434	ENSG00000072195.14
SLC26A10	204	195	1.62268310004e-13	0.0465	-4.6795	1.5603	ENSG00000135502.16
MAL2	204	195	2.94277508675e-09	0.1146	7.305	1.7126	ENSG00000147676.13
AASS	204	193	1.07399639745e-11	0.0157	-4.2847	1.6265	ENSG00000008311.14
ARHGEF25	204	193	4.31081750974e-23	0.0857	-3.9226	1.4456	ENSG00000240771.6
PKD1	204	192	2.71123711224e-15	0.0066	-2.9473	0.8037	ENSG00000008710.17
BIK	204	191			6.6962	1.8501	ENSG00000100290.2
SPINT1	204	191	1.37987957162e-10	0.1095	6.3797	1.628	ENSG00000166145.14
MARVELD2	204	190	6.99551086554e-08	0.1046	5.0602	1.1105	ENSG00000152939.14
SEC31B	204	190	2.30381346664e-11	0.0366	-3.3782	1.0671	ENSG00000075826.16
MLLT10	204	190	1.31896443071e-12	0.0592	-1.7925	0.819	ENSG00000078403.16
CRB3	204	190	3.37469884629e-08	0.1307	6.0688	1.6441	ENSG00000130545.15
PRRT2	204	190	9.4424648114e-12	0.0224	-5.7584	1.579	ENSG00000167371.16
EPCAM	204	190	6.38026229256e-07	0.1121	7.4243	1.7112	ENSG00000119888.10
LY6G5B	204	190	4.47854335638e-08	0.0594	-3.1847	0.9401	ENSG00000240053.8
FAM83H	204	190	2.82527505069e-08	0.1308	6.4071	1.5747	ENSG00000180921.6
WWC1	204	189	6.61683571259e-05	0.1101	6.1347	1.2345	ENSG00000113645.13
CLDN4	204	189	4.34650823407e-10	0.1114	6.5043	1.8217	ENSG00000189143.9
SMPDL3B	204	189	3.88236733546e-07	0.114	7.051	1.6839	ENSG00000130768.14
ST14	204	188	2.48900487355e-10	0.1271	6.4541	1.6009	ENSG00000149418.10
RAB25	204	188	9.84735490434e-10	0.1134	7.0812	1.9544	ENSG00000132698.13
RNPC3	204	188	7.08231296371e-08	0.0729	-2.8111	0.786	ENSG00000185946.15
TSPYL2	204	188	6.83113941051e-11	0.0554	-3.4751	0.909	ENSG00000184205.14
RIC3	204	188	1.80422237702e-21	0.0391	-6.6007	2.5526	ENSG00000166405.14
ESRP2	204	187	6.35791247897e-07	0.1094	5.4216	1.4841	ENSG00000103067.11
IGSF9B	204	187	1.61391488516e-12	0.0259	-6.142	2.0991	ENSG00000080854.14
PEAR1	204	187	1.1073879386e-17	0.0472	-4.5928	1.5239	ENSG00000187800.13
TRIM3	204	187	7.36349514353e-16	0.0827	-2.2595	0.7771	ENSG00000110171.18
HOXD4	204	187	2.70879717159e-17	0.0495	-5.0879	2.2374	ENSG00000170166.5
CACNA1H	204	187	4.10669315663e-35	0.0962	-5.7798	1.8972	ENSG00000196557.10
ESRP1	204	187	1.16338107102e-06	0.1093	6.945	1.7211	ENSG00000104413.15
RBFOX2	204	186	2.52937551195e-16	0.1203	-2.2026	0.7691	ENSG00000100320.22
SLC12A4	204	186	1.82256253057e-12	0.0369	-2.2385	0.8281	ENSG00000124067.16
CDC20	204	186	1.34782801235e-13	0.1535	6.6203	1.978	ENSG00000117399.13
STAT5B	204	186	5.26503743148e-17	0.1695	-2.316	0.8497	ENSG00000173757.9
MREG	204	186	1.71812891214e-10	0.1445	3.5575	1.0815	ENSG00000118242.15
SAPCD2	204	186	2.80723914923e-09	0.1109	6.2865	1.7629	ENSG00000186193.8
RPS6KA1	204	186	4.10139794481e-09	0.1337	3.319	0.9748	ENSG00000117676.13
MYO15B	204	185	8.28366992469e-11	0.0514	-4.0719	1.2445	ENSG00000266714.6
RTEL1-TNFRSF6B	204	185	4.20995203217e-08	0.0554	-2.7511	0.9342	ENSG00000026036.20
TGFB1I1	204	185	7.95954025751e-23	0.0981	-4.3755	1.5444	ENSG00000140682.18
GPR17	204	185	1.38812008286e-08	0.0421	-5.9395	1.7852	ENSG00000144230.16
KIAA1644	204	185	3.3290765042e-20	0.1737	-6.1934	2.3756	ENSG00000138944.7
CMYA5	204	185	5.78147613402e-15	0.0874	-4.782	1.6723	ENSG00000164309.14
RP11-574K11.31	204	185	4.16120822426e-07	0.071	-2.7975	1.1771	ENSG00000272916.5
CDH1	204	185	1.6182284802e-09	0.1053	6.7572	1.7704	ENSG00000039068.18
KIF4A	204	185	8.65218807797e-10	0.1599	6.1788	1.7471	ENSG00000090889.11
SRRM2	204	185	7.38088772011e-07	0.0043	-2.2843	0.5031	ENSG00000167978.16
CACNA1C	204	185	3.5784470528e-16	0.0622	-5.2174	1.7844	ENSG00000151067.20
PGM5	204	184	1.12650539503e-21	0.1911	-5.5457	2.5114	ENSG00000154330.12
PTGER3	204	184	4.46465721789e-21	0.1445	-7.493	2.818	ENSG00000050628.20
UBE2C	204	184	9.4505222481e-11	0.1645	6.6953	2.0139	ENSG00000175063.16
AP1M2	204	184	3.73762246574e-06	0.1226	6.7715	1.708	ENSG00000129354.11
APBB1	204	184	3.91643232659e-22	0.1746	-2.6811	1.4391	ENSG00000166313.18
CSDC2	204	184	4.70937949771e-17	0.103	-5.8784	2.2859	ENSG00000172346.14
DSP	204	184	2.09310369641e-12	0.1339	4.3335	1.3642	ENSG00000096696.13
PRSS8	204	184	2.94337797091e-07	0.1302	7.3247	2.1256	ENSG00000052344.15
COL6A1	204	184	1.20828318538e-12	0.0904	-3.3055	1.2998	ENSG00000142156.14
SKA3	204	184	4.16889206066e-10	0.1625	6.1517	1.65	ENSG00000165480.15
ABCC9	204	184	6.76035367064e-25	0.1355	-5.0725	1.8549	ENSG00000069431.10
LGI4	204	184	3.04476161387e-17	0.0954	-5.9074	1.7516	ENSG00000153902.13
GPRASP1	204	183	3.8260187293e-19	0.1132	-5.1167	1.7363	ENSG00000198932.12
ASF1B	204	183	6.27243125833e-09	0.1573	5.8405	1.6848	ENSG00000105011.8
CCDC58	204	183	4.83368800066e-12	0.1164	2.0496	0.7196	ENSG00000160124.9
RERG	204	183	1.1541465863e-28	0.1483	-5.7142	2.2883	ENSG00000134533.6
UBAP1L	204	183	8.01760837756e-09	0.0521	-3.4869	0.9613	ENSG00000246922.8
H3F3A	204	183	1.32295002974e-10	0.0211	2.0165	0.6673	ENSG00000163041.9
LAD1	204	183	1.86280198382e-06	0.1255	6.3159	1.9523	ENSG00000159166.13
TNS2	204	183	1.17654383219e-14	0.0698	-3.8307	1.1515	ENSG00000111077.17
TACC1	204	183	2.79743775469e-22	0.1786	-3.7746	1.4416	ENSG00000147526.19
TXNDC12	204	183	4.23082440249e-09	0.0764	1.5737	0.5172	ENSG00000117862.11
SYTL4	204	183	2.82686480343e-11	0.1209	-4.3024	1.3811	ENSG00000102362.15
JPH2	204	183	6.26316762987e-17	0.1354	-6.0448	2.2988	ENSG00000149596.6
BIRC5	204	183	3.23228259425e-09	0.155	6.5296	1.9634	ENSG00000089685.14
CBX7	204	183	1.27949044323e-14	0.1896	-3.9563	1.3972	ENSG00000100307.12
GALNT6	204	183	1.07130536749e-09	0.1433	4.6356	1.5597	ENSG00000139629.15
SLC25A10	204	182	2.769278128e-09	0.1394	3.9323	1.3023	ENSG00000183048.11
CLDN7	204	182	5.503687908e-12	0.125	6.5539	1.844	ENSG00000181885.18
PDGFRB	204	182	4.24370188861e-21	0.0669	-3.0196	1.2034	ENSG00000113721.13
SH3PXD2A	204	182	1.92256516064e-13	0.123	-2.527	0.9981	ENSG00000107957.16
RHOV	204	182	1.3742839169e-11	0.1293	5.3875	1.9812	ENSG00000104140.6
ELF3	204	182	4.45419577087e-07	0.0864	6.5746	1.797	ENSG00000163435.15
DCHS1	204	182	2.27574776875e-17	0.1149	-3.7862	1.4477	ENSG00000166341.7
ADH1B	204	182	8.23471006854e-21	0.1495	-9.6657	3.1185	ENSG00000196616.12
PTGIS	204	182	2.07934621684e-17	0.1601	-6.4298	2.7458	ENSG00000124212.5
JAM3	204	182	1.17810992609e-56	0.184	-3.6191	1.4876	ENSG00000166086.12
VAMP8	204	182	3.638866413e-09	0.1196	3.9509	1.2278	ENSG00000118640.10
TSHZ3	204	181	1.46144786399e-25	0.1731	-4.3248	1.786	ENSG00000121297.6
FOXJ2	204	181	1.61983690015e-16	0.1006	-1.8237	0.8179	ENSG00000065970.8
RASGRP2	204	181	1.84577802123e-12	0.1055	-4.0712	1.4213	ENSG00000068831.18
ARHGAP6	204	181	2.23856853579e-21	0.1339	-5.4687	1.9182	ENSG00000047648.21
