query	_id	_score	entrezgene	name	notfound	summary	symbol
PI3	5266	104.041084	5266.0	peptidase inhibitor 3		This gene encodes an elastase-specific inhibitor that functions as an antimicrobial peptide against Gram-positive and Gram-negative bacteria, and fungal pathogens. The protein contains a WAP-type four-disulfide core (WFDC) domain, and is thus a member of the WFDC domain family. Most WFDC gene members are localized to chromosome 20q12-q13 in two clusters: centromeric and telomeric. This gene belongs to the centromeric cluster. Expression of this gene is upgulated by bacterial lipopolysaccharides and cytokines.	PI3
CGB					True		
FGFBP1	9982	100.39522	9982.0	fibroblast growth factor binding protein 1		This gene encodes a secreted fibroblast growth factor carrier protein. The encoded protein plays a critical role in cell proliferation, differentiation and migration by binding to fibroblast growth factors and potentiating their biological effects on target cells. The encoded protein may also play a role in tumor growth as an angiogenic switch molecule, and expression of this gene has been associated with several types of cancer including pancreatic and colorectal adenocarcinoma. A pseudogene of this gene is also located on the short arm of chromosome 4.	FGFBP1
SLC7A11	23657	95.539474	23657.0	solute carrier family 7 member 11		This gene encodes a member of a heteromeric, sodium-independent, anionic amino acid transport system that is highly specific for cysteine and glutamate. In this system, designated Xc(-), the anionic form of cysteine is transported in exchange for glutamate. This protein has been identified as the predominant mediator of Kaposi sarcoma-associated herpesvirus fusion and entry permissiveness into cells. Also, increased expression of this gene in primary gliomas (compared to normal brain tissue) was associated with increased glutamate secretion via the XCT channels, resulting in neuronal cell death.	SLC7A11
MMP13	4322	93.89703	4322.0	matrix metallopeptidase 13		This gene encodes a member of the peptidase M10 family of matrix metalloproteinases (MMPs). Proteins in this family are involved in the breakdown of extracellular matrix in normal physiological processes, such as embryonic development, reproduction, and tissue remodeling, as well as in disease processes, such as arthritis and metastasis. The encoded preproprotein is proteolytically processed to generate the mature protease. This protease cleaves type II collagen more efficiently than types I and III. It may be involved in articular cartilage turnover and cartilage pathophysiology associated with osteoarthritis. Mutations in this gene are associated with metaphyseal anadysplasia. This gene is part of a cluster of MMP genes on chromosome 11.	MMP13
CRACR2B	283229	95.285355	283229.0	calcium release activated channel regulator 2B			CRACR2B
SPOCK3	50859	94.79023	50859.0	SPARC/osteonectin, cwcv and kazal like domains proteoglycan 3		This gene encodes a member of a novel family of calcium-binding proteoglycan proteins that contain thyroglobulin type-1 and Kazal-like domains. The encoded protein and may play a role in adult T-cell leukemia by inhibiting the activity of membrane-type matrix metalloproteinases. Alternatively spliced transcript variants encoding multiple isoforms have been observed for this gene.	SPOCK3
DDIT4	54541	94.58057	54541.0	DNA damage inducible transcript 4			DDIT4
VSIG1	340547	93.299355	340547.0	V-set and immunoglobulin domain containing 1		This gene encodes a member of the junctional adhesion molecule (JAM) family. The encoded protein contains multiple glycosylation sites at the N-terminal region, and multiple phosphorylation sites and glutamic acid/proline (EP) repeats at the C-terminal region. The gene is expressed in normal stomach and testis, as well as in gastric, esophageal and ovarian cancers. Alternatively spliced transcript variants encoding different isoforms have been found for this gene.	VSIG1
PPP2R2C	5522	94.788185	5522.0	protein phosphatase 2 regulatory subunit Bgamma		The product of this gene belongs to the phosphatase 2 regulatory subunit B family. Protein phosphatase 2 is one of the four major Ser/Thr phosphatases, and it is implicated in the negative control of cell growth and division. It consists of a common heteromeric core enzyme, which is composed of a catalytic subunit and a constant regulatory subunit, that associates with a variety of regulatory subunits. The B regulatory subunit might modulate substrate selectivity and catalytic activity. This gene encodes a gamma isoform of the regulatory subunit B55 subfamily. Alternatively spliced transcript variants encoding different isoforms have been identified.	PPP2R2C
