query	_id	_score	entrezgene	name	notfound	summary	symbol
CA9	768	96.93368	768.0	carbonic anhydrase 9		Carbonic anhydrases (CAs) are a large family of zinc metalloenzymes that catalyze the reversible hydration of carbon dioxide. They participate in a variety of biological processes, including respiration, calcification, acid-base balance, bone resorption, and the formation of aqueous humor, cerebrospinal fluid, saliva, and gastric acid. They show extensive diversity in tissue distribution and in their subcellular localization. CA IX is a transmembrane protein and is one of only two tumor-associated carbonic anhydrase isoenzymes known. It is expressed in all clear-cell renal cell carcinoma, but is not detected in normal kidney or most other normal tissues. It may be involved in cell proliferation and transformation. This gene was mapped to 17q21.2 by fluorescence in situ hybridization, however, radiation hybrid mapping localized it to 9p13-p12.	CA9
NDUFA4L2	56901	97.5827	56901.0	NDUFA4, mitochondrial complex associated like 2			NDUFA4L2
GABRD	2563	92.04378	2563.0	gamma-aminobutyric acid type A receptor delta subunit		Gamma-aminobutyric acid (GABA) is the major inhibitory neurotransmitter in the mammalian brain where it acts at GABA-A receptors, which are ligand-gated chloride channels. Chloride conductance of these channels can be modulated by agents such as benzodiazepines that bind to the GABA-A receptor. The GABA-A receptor is generally pentameric and there are five types of subunits: alpha, beta, gamma, delta, and rho. This gene encodes the delta subunit. Mutations in this gene have been associated with susceptibility to generalized epilepsy with febrile seizures, type 5. Alternatively spliced transcript variants have been described for this gene, but their biological validity has not been determined.	GABRD
FABP6	2172	96.94187	2172.0	fatty acid binding protein 6		This gene encodes the ileal fatty acid binding protein. Fatty acid binding proteins are a family of small, highly conserved, cytoplasmic proteins that bind long-chain fatty acids and other hydrophobic ligands. FABP6 and FABP1 (the liver fatty acid binding protein) are also able to bind bile acids. It is thought that FABPs roles include fatty acid uptake, transport, and metabolism. Transcript variants generated by alternate transcription promoters and/or alternate splicing have been found for this gene.	FABP6
NPTX2	4885	93.92523	4885.0	neuronal pentraxin 2		This gene encodes a member of the family of neuronal petraxins, synaptic proteins that are related to C-reactive protein. This protein is involved in excitatory synapse formation. It also plays a role in clustering of alpha-amino-3-hydroxy-5-methyl-4-isoxazolepropionic acid (AMPA)-type glutamate receptors at established synapses, resulting in non-apoptotic cell death of dopaminergic nerve cells. Up-regulation of this gene in Parkinson disease (PD) tissues suggests that the protein may be involved in the pathology of PD.	NPTX2
COL23A1	91522	98.28492	91522.0	collagen type XXIII alpha 1 chain		COL23A1 is a member of the transmembrane collagens, a subfamily of the nonfibrillar collagens that contain a single pass hydrophobic transmembrane domain (Banyard et al., 2003 [PubMed 12644459]).	COL23A1
CDCA2	157313	93.68867	157313.0	cell division cycle associated 2		This gene encodes a targeting subunit of the cell-cycle associated protein, protein phosphatase 1, with a role in targeting this protein to chromatin during anaphase. These two proteins comprise a phosphatase complex that is involved in nuclear envelope reformation and regulation of the DNA damage response. The encoded protein may also play a role in cancer progression. Alternative splicing results in multiple transcript variants.	CDCA2
ANGPTL4	51129	93.901505	51129.0	angiopoietin like 4		This gene encodes a glycosylated, secreted protein containing a C-terminal fibrinogen domain. The encoded protein is induced by peroxisome proliferation activators and functions as a serum hormone that regulates glucose homeostasis, lipid metabolism, and insulin sensitivity. This protein can also act as an apoptosis survival factor for vascular endothelial cells and can prevent metastasis by inhibiting vascular growth and tumor cell invasion. The C-terminal domain may be proteolytically-cleaved from the full-length secreted protein. Decreased expression of this gene has been associated with type 2 diabetes. Alternative splicing results in multiple transcript variants. This gene was previously referred to as ANGPTL2 but has been renamed ANGPTL4.	ANGPTL4
TNFAIP6	7130	94.80082	7130.0	TNF alpha induced protein 6		The protein encoded by this gene is a secretory protein that contains a hyaluronan-binding domain, and thus is a member of the hyaluronan-binding protein family. The hyaluronan-binding domain is known to be involved in extracellular matrix stability and cell migration. This protein has been shown to form a stable complex with inter-alpha-inhibitor (I alpha I), and thus enhance the serine protease inhibitory activity of I alpha I, which is important in the protease network associated with inflammation. This gene can be induced by proinflammatory cytokines such as tumor necrosis factor alpha and interleukin-1. Enhanced levels of this protein are found in the synovial fluid of patients with osteoarthritis and rheumatoid arthritis.	TNFAIP6
SCARB1	949	97.58234	949.0	scavenger receptor class B member 1		The protein encoded by this gene is a plasma membrane receptor for high density lipoprotein cholesterol (HDL). The encoded protein mediates cholesterol transfer to and from HDL. In addition, this protein is a receptor for hepatitis C virus glycoprotein E2. Two transcript variants encoding different isoforms have been found for this gene.	SCARB1
HILPDA	29923	100.411476	29923.0	hypoxia inducible lipid droplet associated			HILPDA
EGLN3	112399	97.58604	112399.0	egl-9 family hypoxia inducible factor 3			EGLN3
SPAG4	6676	100.3941	6676.0	sperm associated antigen 4		The mammalian sperm flagellum contains two cytoskeletal structures associated with the axoneme: the outer dense fibers surrounding the axoneme in the midpiece and principal piece and the fibrous sheath surrounding the outer dense fibers in the principal piece of the tail. Defects in these structures are associated with abnormal tail morphology, reduced sperm motility, and infertility. In the rat, the protein encoded by this gene associates with an outer dense fiber protein via a leucine zipper motif and localizes to the microtubules of the manchette and axoneme during sperm tail development. Alternative splicing results in multiple transcript variants encoding different isoforms.	SPAG4
FABP7	2173	94.32602	2173.0	fatty acid binding protein 7		The gene encodes a small, highly conserved cytoplasmic protein that bind long-chain fatty acids and other hydrophobic ligands. The encoded protein is important in the establishment of the radial glial fiber in the developing brain. Alternative splicing and promoter usage results in multiple transcript variants encoding different isoforms. Pseudogenes of this gene are found on multiple chromosomes.	FABP7
