query	_id	_score	entrezgene	name	notfound	summary	symbol
LECT1					True		
PAGE5	90737	112.42278	90737.0	PAGE family member 5		This gene is a member of family of proteins that are expressed in a variety of tumors and in some fetal and reproductive tissues. The encoded protein may protect cells from programmed cell death. Multiple alternatively spliced transcript variants encoding distinct isoforms have been found.	PAGE5
PAGE2B	389860	112.412415	389860.0	PAGE family member 2B			PAGE2B
REG1A	5967	110.16412	5967.0	regenerating family member 1 alpha		This gene is a type I subclass member of the Reg gene family. The Reg gene family is a multigene family grouped into four subclasses, types I, II, III and IV, based on the primary structures of the encoded proteins. This gene encodes a protein that is secreted by the exocrine pancreas. It is associated with islet cell regeneration and diabetogenesis and may be involved in pancreatic lithogenesis. Reg family members REG1B, REGL, PAP and this gene are tandemly clustered on chromosome 2p12 and may have arisen from the same ancestral gene by gene duplication.	REG1A
PROKR1	ENSG00000169618	101.66537		prokineticin receptor 1			PROKR1
NPFFR2	10886	94.8193	10886.0	neuropeptide FF receptor 2		This gene encodes a member of a subfamily of G-protein-coupled neuropeptide receptors. This protein is activated by the neuropeptides A-18-amide (NPAF) and F-8-amide (NPFF) and may function in pain modulation and regulation of the opioid system. Alternative splicing results in multiple transcript variants.	NPFFR2
ITLN1	55600	103.062874	55600.0	intelectin 1			ITLN1
TFF2	7032	96.97881	7032.0	trefoil factor 2		Members of the trefoil family are characterized by having at least one copy of the trefoil motif, a 40-amino acid domain that contains three conserved disulfides. They are stable secretory proteins expressed in gastrointestinal mucosa. Their functions are not defined, but they may protect the mucosa from insults, stabilize the mucus layer and affect healing of the epithelium. The encoded protein inhibits gastric acid secretion. This gene and two other related trefoil family member genes are found in a cluster on chromosome 21.	TFF2
WDR87	83889	103.89219	83889.0	WD repeat domain 87			WDR87
DPY19L3	147991	97.720085	147991.0	dpy-19 like 3 (C. elegans)			DPY19L3
CTAGE4	100128553	115.53602	100128553.0	CTAGE family member 4			CTAGE4
FABP7	2173	95.67316	2173.0	fatty acid binding protein 7		The gene encodes a small, highly conserved cytoplasmic protein that bind long-chain fatty acids and other hydrophobic ligands. The encoded protein is important in the establishment of the radial glial fiber in the developing brain. Alternative splicing and promoter usage results in multiple transcript variants encoding different isoforms. Pseudogenes of this gene are found on multiple chromosomes.	FABP7
ANXA10	11199	97.70973	11199.0	annexin A10		This gene encodes a member of the annexin family.  Members of this calcium-dependent phospholipid-binding protein family play a role in the regulation of cellular growth and in signal transduction pathways.  The function of this gene has not yet been determined.	ANXA10
CNGA1	1259	96.62062	1259.0	cyclic nucleotide gated channel alpha 1		The protein encoded by this gene is involved in phototransduction. Along with another protein, the encoded protein forms a cGMP-gated cation channel in the plasma membrane, allowing depolarization of rod photoreceptors. This represents the last step in the phototransduction pathway. Defects in this gene are a cause of retinitis pigmentosa autosomal recessive (ARRP) disease. Two transcript variants encoding different isoforms have been found for this gene.	CNGA1
CSAG1	158511	115.5497	158511.0	chondrosarcoma associated gene 1		This gene encodes a member of a family of tumor antigens. The protein is expressed in chondrosarcomas, but may also be expressed in normal tissues such as testis. Alternative splicing of this gene results in two transcript variants encoding the same protein.	CSAG1
