query	_id	_score	entrezgene	name	notfound	summary	symbol
GABRB2	2561	99.062256	2561.0	gamma-aminobutyric acid type A receptor beta2 subunit		The gamma-aminobutyric acid (GABA) A receptor is a multisubunit chloride channel that mediates the fastest inhibitory synaptic transmission in the central nervous system. This gene encodes GABA A receptor, beta 2 subunit. It is mapped to chromosome 5q34 in a cluster comprised of genes encoding alpha 1 and gamma 2 subunits of the GABA A receptor. Alternative splicing of this gene generates 2 transcript variants, differing by a 114 bp insertion.	GABRB2
ZCCHC12	170261	100.41526	170261.0	zinc finger CCHC-type containing 12		This gene encodes a downstream effector of bone morphogenetic protein (BMP) signalling. This protein contains a zinc finger domain and functions as a transcriptional coactivator. Variation in this gene may be associated with X-linked mental retardation. Alternative splicing results in multiple transcript variants.	ZCCHC12
PRR15	222171	105.765976	222171.0	proline rich 15			PRR15
LIPH	200879	92.4012	200879.0	lipase H		This gene encodes a membrane-bound member of the mammalian triglyceride lipase family. It catalyzes the production of 2-acyl lysophosphatidic acid (LPA), which is a lipid mediator with diverse biological properties that include platelet aggregation, smooth muscle contraction, and stimulation of cell proliferation and motility.	LIPH
SLC22A31	146429	97.25174	146429.0	solute carrier family 22 member 31			SLC22A31
CLDN16	10686	95.26825	10686.0	claudin 16		Tight junctions represent one mode of cell-to-cell adhesion in epithelial or endothelial cell sheets, forming continuous seals around cells and serving as a physical barrier to prevent solutes and water from passing freely through the paracellular space. These junctions are comprised of sets of continuous networking strands in the outwardly facing cytoplasmic leaflet, with complementary grooves in the inwardly facing extracytoplasmic leaflet. The protein encoded by this gene, a member of the claudin family, is an integral membrane protein and a component of tight junction strands. It is found primarily in the kidneys, specifically in the thick ascending limb of Henle, where it acts as either an intercellular pore or ion concentration sensor to regulate the paracellular resorption of magnesium ions. Defects in this gene are a cause of primary hypomagnesemia, which is characterized by massive renal magnesium wasting with hypomagnesemia and hypercalciuria, resulting in nephrocalcinosis and renal failure. This gene and the CLDN1 gene are clustered on chromosome 3q28.	CLDN16
KLHDC8A	55220	93.11856	55220.0	kelch domain containing 8A		This gene encodes a kelch domain-containing protein which is upregulated in cancer. Upregulated expression of the encoded protein may provide an alternative pathway for tumors to maintain aggressiveness in the absence of epidermal growth factor receptor dependence. Alternative splicing results in multiple transcript variants.	KLHDC8A
HMGA2	8091	94.788185	8091.0	high mobility group AT-hook 2		This gene encodes a protein that belongs to the non-histone chromosomal high mobility group (HMG) protein family. HMG proteins function as architectural factors and are essential components of the enhancesome. This protein contains structural DNA-binding domains and may act as a transcriptional regulating factor. Identification of the deletion, amplification, and rearrangement of this gene that are associated with myxoid liposarcoma suggests a role in adipogenesis and mesenchymal differentiation. A gene knock out study of the mouse counterpart demonstrated that this gene is involved in diet-induced obesity. Alternate transcriptional splice variants, encoding different isoforms, have been characterized.	HMGA2
RXRG	6258	97.59896	6258.0	retinoid X receptor gamma		This gene encodes a member of the retinoid X receptor (RXR) family of nuclear receptors which are involved in mediating the antiproliferative effects of retinoic acid (RA). This receptor forms dimers with the retinoic acid, thyroid hormone, and vitamin D receptors, increasing both DNA binding and transcriptional function on their respective response elements. This gene is expressed at significantly lower levels in non-small cell lung cancer cells. Alternatively spliced transcript variants have been described.	RXRG
LRP4	4038	95.26902	4038.0	LDL receptor related protein 4		This gene encodes a member of the low-density lipoprotein receptor-related protein family. The encoded protein may be a regulator of Wnt signaling. Mutations in this gene are associated with Cenani-Lenz syndrome.	LRP4
ARHGAP36	158763	102.00777	158763.0	Rho GTPase activating protein 36			ARHGAP36
TMPRSS6	164656	93.89816	164656.0	transmembrane protease, serine 6		The protein encoded by this gene is a type II transmembrane serine proteinase that is found attached to the cell surface. The encoded protein may be involved in matrix remodeling processes in the liver. Alternative splicing results in multiple transcript variants.	TMPRSS6
GRHL3	57822	92.386536	57822.0	grainyhead like transcription factor 3		This gene encodes a member of the grainyhead family of transcription factors. The encoded protein may function as a transcription factor during development, and has been shown to stimulate migration of endothelial cells. Multiple transcript variants encoding distinct isoforms have been identified for this gene.	GRHL3
DPP4	1803	97.25287	1803.0	dipeptidyl peptidase 4		The protein encoded by this gene is identical to adenosine deaminase complexing protein-2, and to the T-cell activation antigen CD26. It is an intrinsic membrane glycoprotein and a serine exopeptidase that cleaves X-proline dipeptides from the N-terminus of polypeptides.	DPP4
GDF15	9518	96.93368	9518.0	growth differentiation factor 15		This gene encodes a secreted ligand of the TGF-beta (transforming growth factor-beta) superfamily of proteins. Ligands of this family bind various TGF-beta receptors leading to recruitment and activation of SMAD family transcription factors that regulate gene expression. The encoded preproprotein is proteolytically processed to generate each subunit of the disulfide-linked homodimer. The protein is expressed in a broad range of cell types, acts as a pleiotropic cytokine and is involved in the stress response program of cells after cellular injury. Increased protein levels are associated with disease states such as tissue hypoxia, inflammation, acute injury and oxidative stress.	GDF15
SYT12	91683	96.34338	91683.0	synaptotagmin 12		This gene is a member of the synaptotagmin gene family and encodes a protein similar to other family members that mediate calcium-dependent regulation of membrane trafficking in synaptic transmission. Studies of the orthologous gene in rat have shown that the encoded protein selectively modulates spontaneous synaptic-vesicle exocytosis and may also be involved in regulating calcium independent secretion in nonneuronal cells. Alternative splicing results in multiple transcript variants. The gene has previously been referred to as synaptotagmin XI but has been renamed synaptotagmin XII to be standard with mouse and rat official nomenclature.	SYT12
METTL7B	196410	101.43548	196410.0	methyltransferase like 7B			METTL7B
GOLT1A	127845	95.022964	127845.0	golgi transport 1A			GOLT1A
PLEKHN1	84069	95.52683	84069.0	pleckstrin homology domain containing N1			PLEKHN1
GALE	2582	92.04132	2582.0	UDP-galactose-4-epimerase		This gene encodes UDP-galactose-4-epimerase which catalyzes two distinct but analogous reactions: the epimerization of UDP-glucose to UDP-galactose, and the epimerization of UDP-N-acetylglucosamine to UDP-N-acetylgalactosamine. The bifunctional nature of the enzyme has the important metabolic consequence that mutant cells (or individuals) are dependent not only on exogenous galactose, but also on exogenous N-acetylgalactosamine as a necessary precursor for the synthesis of glycoproteins and glycolipids. Mutations in this gene result in epimerase-deficiency galactosemia, also referred to as galactosemia type 3, a disease characterized by liver damage, early-onset cataracts, deafness and mental retardation, with symptoms ranging from mild ('peripheral' form) to severe ('generalized' form). Multiple alternatively spliced transcripts encoding the same protein have been identified.	GALE
GRM4	2914	95.27272	2914.0	glutamate metabotropic receptor 4		L-glutamate is the major excitatory neurotransmitter in the central nervous system and activates both ionotropic and metabotropic glutamate receptors. Glutamatergic neurotransmission is involved in most aspects of normal brain function and can be perturbed in many neuropathologic conditions. The metabotropic glutamate receptors are a family of G protein-coupled receptors, that have been divided into 3 groups on the basis of sequence homology, putative signal transduction mechanisms, and pharmacologic properties. Group I includes GRM1 and GRM5 and these receptors have been shown to activate phospholipase C. Group II includes GRM2 and GRM3 while Group III includes GRM4, GRM6, GRM7 and GRM8. Group II and III receptors are linked to the inhibition of the cyclic AMP cascade but differ in their agonist selectivities. Several transcript variants encoding different isoforms have been found for this gene.	GRM4
