query	_id	_score	entrezgene	name	notfound	summary	symbol
BIRC5	332	96.96357	332.0	baculoviral IAP repeat containing 5		This gene is a member of the inhibitor of apoptosis (IAP) gene family, which encode negative regulatory proteins that prevent apoptotic cell death. IAP family members usually contain multiple baculovirus IAP repeat (BIR) domains, but this gene encodes proteins with only a single BIR domain. The encoded proteins also lack a C-terminus RING finger domain. Gene expression is high during fetal development and in most tumors, yet low in adult tissues. Alternatively spliced transcript variants encoding distinct isoforms have been found for this gene.	BIRC5
CENPF	1063	94.3448	1063.0	centromere protein F		This gene encodes a protein that associates with the centromere-kinetochore complex. The protein is a component of the nuclear matrix during the G2 phase of interphase. In late G2 the protein associates with the kinetochore and maintains this association through early anaphase. It localizes to the spindle midzone and the intracellular bridge in late anaphase and telophase, respectively, and is thought to be subsequently degraded. The localization of this protein suggests that it may play a role in chromosome segregation during mitotis. It is thought to form either a homodimer or heterodimer. Autoantibodies against this protein have been found in patients with cancer or graft versus host disease.	CENPF
KIF2C	11004	93.89816	11004.0	kinesin family member 2C		This gene encodes a kinesin-like protein that functions as a microtubule-dependent molecular motor. The encoded protein can depolymerize microtubules at the plus end, thereby promoting mitotic chromosome segregation. Alternative splicing results in multiple transcript variants.	KIF2C
FOXM1	2305	95.022194	2305.0	forkhead box M1		The protein encoded by this gene is a transcriptional activator involved in cell proliferation. The encoded protein is phosphorylated in M phase and regulates the expression of several cell cycle genes, such as cyclin B1 and cyclin D1. Several transcript variants encoding different isoforms have been found for this gene.	FOXM1
CDKN3	1033	99.06672	1033.0	cyclin dependent kinase inhibitor 3		The protein encoded by this gene belongs to the dual specificity protein phosphatase family. It was identified as a cyclin-dependent kinase inhibitor, and has been shown to interact with, and dephosphorylate CDK2 kinase, thus prevent the activation of CDK2 kinase. This gene was reported to be deleted, mutated, or overexpressed in several kinds of cancers. Alternatively spliced transcript variants encoding different isoforms have been found for this gene.	CDKN3
UBE2C	11065	94.550674	11065.0	ubiquitin conjugating enzyme E2 C		The modification of proteins with ubiquitin is an important cellular mechanism for targeting abnormal or short-lived proteins for degradation. Ubiquitination involves at least three classes of enzymes: ubiquitin-activating enzymes, ubiquitin-conjugating enzymes, and ubiquitin-protein ligases. This gene encodes a member of the E2 ubiquitin-conjugating enzyme family. The encoded protein is required for the destruction of mitotic cyclins and for cell cycle progression, and may be involved in cancer progression. Multiple transcript variants encoding different isoforms have been found for this gene. Pseudogenes of this gene have been defined on chromosomes 4, 14, 15, 18, and 19.	UBE2C
CDC20	991	93.70746	991.0	cell division cycle 20		CDC20 appears to act as a regulatory protein interacting with several other proteins at multiple points in the cell cycle. It is required for two microtubule-dependent processes, nuclear movement prior to anaphase and chromosome separation.	CDC20
MKI67	4288	96.34543	4288.0	marker of proliferation Ki-67		This gene encodes a nuclear protein that is associated with and may be necessary for cellular proliferation. Alternatively spliced transcript variants have been described. A related pseudogene exists on chromosome X.	MKI67
PLK1	5347	91.87983	5347.0	polo like kinase 1		The Ser/Thr protein kinase encoded by this gene belongs to the CDC5/Polo subfamily. It is highly expressed during mitosis and elevated levels are found in many different types of cancer. Depletion of this protein in cancer cells dramatically inhibited cell proliferation and induced apoptosis; hence, it is a target for cancer therapy.	PLK1
UBE2T	29089	94.56975	29089.0	ubiquitin conjugating enzyme E2 T		The protein encoded by this gene catalyzes the covalent attachment of ubiquitin to protein substrates. Defects in this gene have been associated with Fanconi anemia of complementation group T. Two transcript variants encoding different isoforms have been found for this gene.	UBE2T
PRC1	9055	96.06358	9055.0	protein regulator of cytokinesis 1		This gene encodes a protein that is involved in cytokinesis. The protein is present at high levels during the S and G2/M phases of mitosis but its levels drop dramatically when the cell exits mitosis and enters the G1 phase. It is located in the nucleus during interphase, becomes associated with mitotic spindles in a highly dynamic manner during mitosis, and localizes to the cell mid-body during cytokinesis. This protein has been shown to be a substrate of several cyclin-dependent kinases (CDKs). It is necessary for polarizing parallel microtubules and concentrating the factors responsible for contractile ring assembly. Alternative splicing results in multiple transcript variants.	PRC1
