query	_id	_score	entrezgene	name	notfound	summary	symbol
KRT80	144501	95.26825	144501.0	keratin 80		Keratins are intermediate filament proteins responsible for the structural integrity of epithelial cells and are subdivided into epithelial keratins and hair keratins. This gene's expression profile shows that it encodes a type II epithelial keratin, although structurally the encoded protein is more like a type II hair keratin. This protein is involved in cell differentiation, localizing near desmosomal plaques in earlier stages of differentiation but then dispersing throughout the cytoplasm in terminally differentiating cells. The type II keratins are clustered in a region of chromosome 12q13. Two transcript variants encoding two different fully functional isoforms have been found for this gene.	KRT80
TRIB3	57761	98.66305	57761.0	tribbles pseudokinase 3		The protein encoded by this gene is a putative protein kinase that is induced by the transcription factor NF-kappaB. The encoded protein is a negative regulator of NF-kappaB and can also sensitize cells to TNF- and TRAIL-induced apoptosis. In addition, this protein can negatively regulate the cell survival serine-threonine kinase AKT1. Differential promoter usage and alternate splicing result in multiple transcript variants.	TRIB3
CDH3	1001	98.6692	1001.0	cadherin 3		This gene encodes a classical cadherin of the cadherin superfamily. Alternative splicing results in multiple transcript variants, at least one of which encodes a preproprotein that is proteolytically processed to generate the mature glycoprotein. This calcium-dependent cell-cell adhesion protein is comprised of five extracellular cadherin repeats, a transmembrane region and a highly conserved cytoplasmic tail. This gene is located in a gene cluster in a region on the long arm of chromosome 16 that is involved in loss of heterozygosity events in breast and prostate cancer. In addition, aberrant expression of this protein is observed in cervical adenocarcinomas. Mutations in this gene are associated with hypotrichosis with juvenile macular dystrophy and ectodermal dysplasia, ectrodactyly, and macular dystrophy syndrome (EEMS).	CDH3
CST1	1469	116.50976	1469.0	cystatin SN		The cystatin superfamily encompasses proteins that contain multiple cystatin-like sequences. Some of the members are active cysteine protease inhibitors, while others have lost or perhaps never acquired this inhibitory activity. There are three inhibitory families in the superfamily, including the type 1 cystatins (stefins), type 2 cystatins and the kininogens. The type 2 cystatin proteins are a class of cysteine proteinase inhibitors found in a variety of human fluids and secretions, where they appear to provide protective functions. The cystatin locus on chromosome 20 contains the majority of the type 2 cystatin genes and pseudogenes. This gene is located in the cystatin locus and encodes a cysteine proteinase inhibitor found in saliva, tears, urine, and seminal fluid.	CST1
COL11A1	1301	92.75353	1301.0	collagen type XI alpha 1 chain		This gene encodes one of the two alpha chains of type XI collagen, a minor fibrillar collagen. Type XI collagen is a heterotrimer but the third alpha chain is a post-translationally modified alpha 1 type II chain. Mutations in this gene are associated with type II Stickler syndrome and with Marshall syndrome. A single-nucleotide polymorphism in this gene is also associated with susceptibility to lumbar disc herniation. Multiple transcript variants have been identified for this gene.	COL11A1
GRIN2D	2906	102.004425	2906.0	glutamate ionotropic receptor NMDA type subunit 2D		N-methyl-D-aspartate (NMDA) receptors are a class of ionotropic glutamate receptors. NMDA channel has been shown to be involved in long-term potentiation, an activity-dependent increase in the efficiency of synaptic transmission thought to underlie certain kinds of memory and learning. NMDA receptor channels are heteromers composed of the key receptor subunit NMDAR1 (GRIN1) and 1 or more of the 4 NMDAR2 subunits: NMDAR2A (GRIN2A), NMDAR2B (GRIN2B), NMDAR2C (GRIN2C), and NMDAR2D (GRIN2D).	GRIN2D
CLDN1	9076	96.93649	9076.0	claudin 1		Tight junctions represent one mode of cell-to-cell adhesion in epithelial or endothelial cell sheets, forming continuous seals around cells and serving as a physical barrier to prevent solutes and water from passing freely through the paracellular space. These junctions are comprised of sets of continuous networking strands in the outwardly facing cytoplasmic leaflet, with complementary grooves in the inwardly facing extracytoplasmic leaflet. The protein encoded by this gene, a member of the claudin family, is an integral membrane protein and a component of tight junction strands. Loss of function mutations result in neonatal ichthyosis-sclerosing cholangitis syndrome.	CLDN1
FOXQ1	94234	98.6655	94234.0	forkhead box Q1		FOXQ1 is a member of the FOX gene family, which is characterized by a conserved 110-amino acid DNA-binding motif called the forkhead or winged helix domain. FOX genes are involved in embryonic development, cell cycle regulation, tissue-specific gene expression, cell signaling, and tumorigenesis (Bieller et al., 2001 [PubMed 11747606]).	FOXQ1
ESM1	11082	93.91442	11082.0	endothelial cell specific molecule 1		This gene encodes a secreted protein which is mainly expressed in the endothelial cells in human lung and kidney tissues. The expression of this gene is regulated by cytokines, suggesting that it may play a role in endothelium-dependent pathological disorders. The transcript contains multiple polyadenylation and mRNA instability signals. Two transcript variants encoding different isoforms have been found for this gene.	ESM1
KIAA1257	57501	102.0016	57501.0	KIAA1257			KIAA1257
CEMIP	57214	96.33723	57214.0	cell migration inducing hyaluronan binding protein			CEMIP
OSBPL3	26031	94.8011	26031.0	oxysterol binding protein like 3		This gene encodes a member of the oxysterol-binding protein (OSBP) family, a group of intracellular lipid receptors. Most members contain an N-terminal pleckstrin homology domain and a highly conserved C-terminal OSBP-like sterol-binding domain. The encoded protein is involved in the regulation of cell adhesion and organization of the actin cytoskeleton. Alternative splicing results in multiple transcript variants.	OSBPL3
WNT2	7472	95.783424	7472.0	Wnt family member 2		This gene is a member of the WNT gene family. The WNT gene family consists of structurally related genes which encode secreted signaling proteins. These proteins have been implicated in oncogenesis and in several developmental processes, including regulation of cell fate and patterning during embryogenesis. Alternatively spliced transcript variants have been identified for this gene.	WNT2
ETV4	2118	94.1077	2118.0	ETS variant 4			ETV4
MMP7	4316	96.07417	4316.0	matrix metallopeptidase 7		This gene encodes a member of the peptidase M10 family of matrix metalloproteinases (MMPs). Proteins in this family are involved in the breakdown of extracellular matrix in normal physiological processes, such as embryonic development, reproduction, and tissue remodeling, as well as in disease processes, such as arthritis and metastasis. The encoded preproprotein is proteolytically processed to generate the mature protease. This secreted protease breaks down proteoglycans, fibronectin, elastin and casein and differs from most MMP family members in that it lacks a conserved C-terminal hemopexin domain. The enzyme is involved in wound healing, and studies in mice suggest that it regulates the activity of defensins in intestinal mucosa. The gene is part of a cluster of MMP genes on chromosome 11. This gene exhibits elevated expression levels in multiple human cancers.	MMP7
NOTUM	147111	95.26938	147111.0	NOTUM, palmitoleoyl-protein carboxylesterase			NOTUM
COL10A1	1300	96.33968	1300.0	collagen type X alpha 1 chain		This gene encodes the alpha chain of type X collagen, a short chain collagen expressed by hypertrophic chondrocytes during endochondral ossification. Unlike type VIII collagen, the other short chain collagen, type X collagen is a homotrimer. Mutations in this gene are associated with Schmid type metaphyseal chondrodysplasia (SMCD) and Japanese type spondylometaphyseal dysplasia (SMD).	COL10A1
INHBA	3624	94.80489	3624.0	inhibin beta A subunit		This gene encodes a member of the TGF-beta (transforming growth factor-beta) superfamily of proteins. The encoded preproprotein is proteolytically processed to generate a subunit of the dimeric activin and inhibin protein complexes. These complexes activate and inhibit, respectively, follicle stimulating hormone secretion from the pituitary gland. The encoded protein also plays a role in eye, tooth and testis development. Elevated expression of this gene may be associated with cancer cachexia in human patients.	INHBA
AJUBA	84962	97.94346	84962.0	ajuba LIM protein			AJUBA
