query	_id	_score	entrezgene	name	notfound	summary	symbol
STX12	23673	92.9146	23673.0	syntaxin 12			STX12
GPR155	151556	97.01092	151556.0	G protein-coupled receptor 155			GPR155
ESRRB	2103	94.046776	2103.0	estrogen related receptor beta		This gene encodes a protein with similarity to the estrogen receptor. Its function is unknown; however, a similar protein in mouse plays an essential role in placental development.	ESRRB
TMED6	146456	92.91752	146456.0	transmembrane p24 trafficking protein 6			TMED6
SIK2	23235	93.653244	23235.0	salt inducible kinase 2			SIK2
MYBPC3	4607	93.653244	4607.0	myosin binding protein C, cardiac		MYBPC3 encodes the cardiac isoform of myosin-binding protein C. Myosin-binding protein C is a myosin-associated protein found in the cross-bridge-bearing zone (C region) of A bands in striated muscle. MYBPC3, the cardiac isoform, is expressed exclussively in heart muscle. Regulatory phosphorylation of the cardiac isoform in vivo by cAMP-dependent protein kinase (PKA) upon adrenergic stimulation may be linked to modulation of cardiac contraction. Mutations in MYBPC3 are one cause of familial hypertrophic cardiomyopathy.	MYBPC3
NBPF12	149013	113.73011	149013.0	neuroblastoma breakpoint family member 12		This gene is a member of the neuroblastoma breakpoint family (NBPF) which consists of dozens of recently duplicated genes primarily located in segmental duplications on human chromosome 1. This gene family has experienced its greatest expansion within the human lineage and has expanded, to a lesser extent, among primates in general. Members of this gene family are characterized by tandemly repeated copies of DUF1220 protein domains. Gene copy number variations in the human chromosomal region 1q21.1, where most DUF1220 domains are located, have been implicated in a number of developmental and neurogenetic diseases such as microcephaly, macrocephaly, autism, schizophrenia, mental retardation, congenital heart disease, neuroblastoma, and congenital kidney and urinary tract anomalies. Altered expression of some gene family members is associated with several types of cancer. This gene family contains numerous pseudogenes.	NBPF12
SIGLEC11	114132	104.41612	114132.0	sialic acid binding Ig like lectin 11		This gene encodes a member of the sialic acid-binding immunoglobulin-like lectin family. These cell surface lectins are characterized by structural motifs in the immunoglobulin (Ig)-like domains and sialic acid recognition sites in the first Ig V set domain. This family member mediates anti-inflammatory and immunosuppressive signaling. Multiple transcript variants encoding different isoforms have been found for this gene.	SIGLEC11
AQP4	361	94.68811	361.0	aquaporin 4		This gene encodes a member of the aquaporin family of intrinsic membrane proteins that function as water-selective channels in the plasma membranes of many cells. This protein is the predominant aquaporin found in brain and has an important role in brain water homeostasis. Alternatively spliced transcript variants encoding different isoforms have been described for this gene. A recent study provided evidence for translational readthrough in this gene and expression of an additional C-terminally extended isoform via the use of an alternative in-frame translation termination codon.	AQP4
DUSP19	142679	93.869865	142679.0	dual specificity phosphatase 19		Dual-specificity phosphatases (DUSPs) constitute a large heterogeneous subgroup of the type I cysteine-based protein-tyrosine phosphatase superfamily. DUSPs are characterized by their ability to dephosphorylate both tyrosine and serine/threonine residues. They have been implicated as major modulators of critical signaling pathways. DUSP19 contains a variation of the consensus DUSP C-terminal catalytic domain, with the last serine residue replaced by alanine, and lacks the N-terminal CH2 domain found in the MKP (mitogen-activated protein kinase phosphatase) class of DUSPs (see MIM 600714) (summary by Patterson et al., 2009 [PubMed 19228121]).	DUSP19
ASAH2	56624	97.615074	56624.0	N-acylsphingosine amidohydrolase 2		Ceramidases (EC 3.5.1.23), such as ASAH2, catalyze hydrolysis of the N-acyl linkage of ceramide, a second messenger in a variety of cellular events, to produce sphingosine. Sphingosine exerts both mitogenic and apoptosis-inducing activities, and its phosphorylated form functions as an intra- and intercellular second messenger (see MIM 603730) (Mitsutake et al., 2001 [PubMed 11328816]).	ASAH2
