query	_id	_score	entrezgene	name	notfound	summary	symbol
GABRB2	2561	97.941216	2561.0	gamma-aminobutyric acid type A receptor beta2 subunit		The gamma-aminobutyric acid (GABA) A receptor is a multisubunit chloride channel that mediates the fastest inhibitory synaptic transmission in the central nervous system. This gene encodes GABA A receptor, beta 2 subunit. It is mapped to chromosome 5q34 in a cluster comprised of genes encoding alpha 1 and gamma 2 subunits of the GABA A receptor. Alternative splicing of this gene generates 2 transcript variants, differing by a 114 bp insertion.	GABRB2
SLC22A31	146429	96.14476	146429.0	solute carrier family 22 member 31			SLC22A31
METTL7B	196410	100.286964	196410.0	methyltransferase like 7B			METTL7B
LIPH	200879	91.49271	200879.0	lipase H		This gene encodes a membrane-bound member of the mammalian triglyceride lipase family. It catalyzes the production of 2-acyl lysophosphatidic acid (LPA), which is a lipid mediator with diverse biological properties that include platelet aggregation, smooth muscle contraction, and stimulation of cell proliferation and motility.	LIPH
KLHDC8A	55220	91.63902	55220.0	kelch domain containing 8A		This gene encodes a kelch domain-containing protein which is upregulated in cancer. Upregulated expression of the encoded protein may provide an alternative pathway for tumors to maintain aggressiveness in the absence of epidermal growth factor receptor dependence. Alternative splicing results in multiple transcript variants.	KLHDC8A
LRP4	4038	93.84902	4038.0	LDL receptor related protein 4		This gene encodes a member of the low-density lipoprotein receptor-related protein family. The encoded protein may be a regulator of Wnt signaling. Mutations in this gene are associated with Cenani-Lenz syndrome.	LRP4
ETV4	2118	94.25345	2118.0	ETS variant 4			ETV4
GOLT1A	127845	94.687675	127845.0	golgi transport 1A			GOLT1A
GRHL3	57822	91.926186	57822.0	grainyhead like transcription factor 3		This gene encodes a member of the grainyhead family of transcription factors. The encoded protein may function as a transcription factor during development, and has been shown to stimulate migration of endothelial cells. Multiple transcript variants encoding distinct isoforms have been identified for this gene.	GRHL3
HMGA2	8091	94.91569	8091.0	high mobility group AT-hook 2		This gene encodes a protein that belongs to the non-histone chromosomal high mobility group (HMG) protein family. HMG proteins function as architectural factors and are essential components of the enhancesome. This protein contains structural DNA-binding domains and may act as a transcriptional regulating factor. Identification of the deletion, amplification, and rearrangement of this gene that are associated with myxoid liposarcoma suggests a role in adipogenesis and mesenchymal differentiation. A gene knock out study of the mouse counterpart demonstrated that this gene is involved in diet-induced obesity. Alternate transcriptional splice variants, encoding different isoforms, have been characterized.	HMGA2
ZCCHC12	170261	100.7749	170261.0	zinc finger CCHC-type containing 12		This gene encodes a downstream effector of bone morphogenetic protein (BMP) signalling. This protein contains a zinc finger domain and functions as a transcriptional coactivator. Variation in this gene may be associated with X-linked mental retardation. Alternative splicing results in multiple transcript variants.	ZCCHC12
PRR15	222171	106.12563	222171.0	proline rich 15			PRR15
SRCIN1	80725	97.96108	80725.0	SRC kinase signaling inhibitor 1			SRCIN1
NGEF	25791	96.14507	25791.0	neuronal guanine nucleotide exchange factor			NGEF
GALE	2582	92.399414	2582.0	UDP-galactose-4-epimerase		This gene encodes UDP-galactose-4-epimerase which catalyzes two distinct but analogous reactions: the epimerization of UDP-glucose to UDP-galactose, and the epimerization of UDP-N-acetylglucosamine to UDP-N-acetylgalactosamine. The bifunctional nature of the enzyme has the important metabolic consequence that mutant cells (or individuals) are dependent not only on exogenous galactose, but also on exogenous N-acetylgalactosamine as a necessary precursor for the synthesis of glycoproteins and glycolipids. Mutations in this gene result in epimerase-deficiency galactosemia, also referred to as galactosemia type 3, a disease characterized by liver damage, early-onset cataracts, deafness and mental retardation, with symptoms ranging from mild ('peripheral' form) to severe ('generalized' form). Multiple alternatively spliced transcripts encoding the same protein have been identified.	GALE
CDH3	1001	98.64994	1001.0	cadherin 3		This gene encodes a classical cadherin of the cadherin superfamily. Alternative splicing results in multiple transcript variants, at least one of which encodes a preproprotein that is proteolytically processed to generate the mature glycoprotein. This calcium-dependent cell-cell adhesion protein is comprised of five extracellular cadherin repeats, a transmembrane region and a highly conserved cytoplasmic tail. This gene is located in a gene cluster in a region on the long arm of chromosome 16 that is involved in loss of heterozygosity events in breast and prostate cancer. In addition, aberrant expression of this protein is observed in cervical adenocarcinomas. Mutations in this gene are associated with hypotrichosis with juvenile macular dystrophy and ectodermal dysplasia, ectrodactyly, and macular dystrophy syndrome (EEMS).	CDH3
PLEKHN1	84069	95.88572	84069.0	pleckstrin homology domain containing N1			PLEKHN1
KCNQ3	3786	93.27435	3786.0	potassium voltage-gated channel subfamily Q member 3		This gene encodes a protein that functions in the regulation of neuronal excitability. The encoded protein forms an M-channel by associating with the products of the related KCNQ2 or KCNQ5 genes, which both encode integral membrane proteins. M-channel currents are inhibited by M1 muscarinic acetylcholine receptors and are activated by retigabine, a novel anti-convulsant drug. Defects in this gene are a cause of benign familial neonatal convulsions type 2 (BFNC2), also known as epilepsy, benign neonatal type 2 (EBN2). Alternative splicing of this gene results in multiple transcript variants.	KCNQ3
RXRG	6258	96.720375	6258.0	retinoid X receptor gamma		This gene encodes a member of the retinoid X receptor (RXR) family of nuclear receptors which are involved in mediating the antiproliferative effects of retinoic acid (RA). This receptor forms dimers with the retinoic acid, thyroid hormone, and vitamin D receptors, increasing both DNA binding and transcriptional function on their respective response elements. This gene is expressed at significantly lower levels in non-small cell lung cancer cells. Alternatively spliced transcript variants have been described.	RXRG
TMPRSS6	164656	94.050766	164656.0	transmembrane protease, serine 6		The protein encoded by this gene is a type II transmembrane serine proteinase that is found attached to the cell surface. The encoded protein may be involved in matrix remodeling processes in the liver. Alternative splicing results in multiple transcript variants.	TMPRSS6
PRR36	80164	104.39303	80164.0	proline rich 36		This gene encodes a large protein of unknown function that contains internal regions of low complexity sequence. Alternative splicing results in multiple transcript variants. The transcript structure of the protein-coding variant at this locus is conserved between human and mouse.	PRR36
SYTL5	94122	94.91232	94122.0	synaptotagmin like 5		The protein encoded by this gene belongs to the synaptotagmin-like (Slp) protein family, which contains a unique homology domain at the N-terminus, referred to as the Slp homology domain (SHD). The SHD functions as a binding site for Rab27A, which plays a role in protein transport. Expression of this gene is restricted to placenta and liver, suggesting that it might be involved in Rab27A-dependent membrane trafficking in specific tissues. Alternatively spliced transcript variants encoding different isoforms have been found for this gene.	SYTL5
TENM1	10178	95.64907	10178.0	teneurin transmembrane protein 1		The protein encoded by this gene belongs to the tenascin family and teneurin subfamily. It is expressed in the neurons and may function as a cellular signal transducer. Several alternatively spliced transcript variants encoding different isoforms have been found for this gene.	TENM1
ARHGAP36	158763	102.36663	158763.0	Rho GTPase activating protein 36			ARHGAP36
STK32A	202374	95.90318	202374.0	serine/threonine kinase 32A			STK32A
PVRL4					True		
PTCHD4	442213	96.99105	442213.0	patched domain containing 4			PTCHD4
SHROOM4	57477	92.42622	57477.0	shroom family member 4		This gene encodes a member of the APX/Shroom family, which contain an N-terminal PDZ domain and a C-terminal ASD2 motif. The encoded protein may play a role in cytoskeletal architecture. Mutations in this gene have been linked to Stocco dos Santos X-linked mental retardation syndrome. Alternatively spliced transcript variants have been described.	SHROOM4
P4HA2	8974	94.260376	8974.0	prolyl 4-hydroxylase subunit alpha 2		This gene encodes a component of prolyl 4-hydroxylase, a key enzyme in collagen synthesis composed of two identical alpha subunits and two beta subunits. The encoded protein is one of several different types of alpha subunits and provides the major part of the catalytic site of the active enzyme. In collagen and related proteins, prolyl 4-hydroxylase catalyzes the formation of 4-hydroxyproline that is essential to the proper three-dimensional folding of newly synthesized procollagen chains. Alternatively spliced transcript variants encoding different isoforms have been described.	P4HA2
TUSC3	7991	95.90318	7991.0	tumor suppressor candidate 3		This gene is a candidate tumor suppressor gene. It is located within a homozygously deleted region of a metastatic prostate cancer. The gene is expressed in most nonlymphoid human tissues including prostate, lung, liver, and colon. Expression was also detected in many epithelial tumor cell lines. Two transcript variants encoding distinct isoforms have been identified for this gene.	TUSC3
SYT12	91683	95.38554	91683.0	synaptotagmin 12		This gene is a member of the synaptotagmin gene family and encodes a protein similar to other family members that mediate calcium-dependent regulation of membrane trafficking in synaptic transmission. Studies of the orthologous gene in rat have shown that the encoded protein selectively modulates spontaneous synaptic-vesicle exocytosis and may also be involved in regulating calcium independent secretion in nonneuronal cells. Alternative splicing results in multiple transcript variants. The gene has previously been referred to as synaptotagmin XI but has been renamed synaptotagmin XII to be standard with mouse and rat official nomenclature.	SYT12
FN1	2335	95.382164	2335.0	fibronectin 1		This gene encodes fibronectin, a glycoprotein present in a soluble dimeric form in plasma, and in a dimeric or multimeric form at the cell surface and in extracellular matrix. The encoded preproprotein is proteolytically processed to generate the mature protein. Fibronectin is involved in cell adhesion and migration processes including embryogenesis, wound healing, blood coagulation, host defense, and metastasis. The gene has three regions subject to alternative splicing, with the potential to produce 20 different transcript variants, at least one of which encodes an isoform that undergoes proteolytic processing. The full-length nature of some variants has not been determined.	FN1
DPP4	1803	96.99181	1803.0	dipeptidyl peptidase 4		The protein encoded by this gene is identical to adenosine deaminase complexing protein-2, and to the T-cell activation antigen CD26. It is an intrinsic membrane glycoprotein and a serine exopeptidase that cleaves X-proline dipeptides from the N-terminus of polypeptides.	DPP4
FAXC	84553	94.91277	84553.0	failed axon connections homolog			FAXC
HCN4	10021	96.41671	10021.0	hyperpolarization activated cyclic nucleotide gated potassium channel 4		This gene encodes a member of the hyperpolarization-activated cyclic nucleotide-gated potassium channels. The encoded protein shows slow kinetics of activation and inactivation, and is necessary for the cardiac pacemaking process. This channel may also mediate responses to sour stimuli. Mutations in this gene have been linked to sick sinus syndrome 2, also known as atrial fibrillation with bradyarrhythmia or familial sinus bradycardia. Two pseudogenes have been identified on chromosome 15.	HCN4
FAM178B	51252	100.77555	51252.0	family with sequence similarity 178 member B			FAM178B
TMPRSS4	56649	97.634964	56649.0	transmembrane protease, serine 4		This gene encodes a member of the serine protease family. Serine proteases are known to be involved in a variety of biological processes, whose malfunction often leads to human diseases and disorders. This gene was identified as a gene overexpressed in pancreatic carcinoma. The encoded protein is membrane bound with a N-terminal anchor sequence and a glycosylated extracellular region containing the serine protease domain. Multiple transcript variants encoding different isoforms have been found for this gene.	TMPRSS4
STRA6	64220	93.46112	64220.0	stimulated by retinoic acid 6		The protein encoded by this gene is a membrane protein involved in the metabolism of retinol. The encoded protein acts as a receptor for retinol/retinol binding protein complexes. This protein removes the retinol from the complex and transports it across the cell membrane. Defects in this gene are a cause of syndromic microphthalmia type 9 (MCOPS9). Several transcript variants encoding a few different isoforms have been found for this gene.	STRA6
GJB3	2707	97.61138	2707.0	gap junction protein beta 3		This gene is a member of the connexin gene family. The encoded protein is a component of gap junctions, which are composed of arrays of intercellular channels that provide a route for the diffusion of low molecular weight materials from cell to cell. Mutations in this gene can cause non-syndromic deafness or erythrokeratodermia variabilis, a skin disorder. Alternative splicing results in multiple transcript variants encoding the same protein.	GJB3
REN	5972	94.28026	5972.0	renin		Renin catalyzes the first step in the activation pathway of angiotensinogen--a cascade that can result in aldosterone release,vasoconstriction, and increase in blood pressure. Renin, an aspartyl protease, cleaves angiotensinogen to form angiotensin I, which is converted to angiotensin II by angiotensin I converting enzyme, an important regulator of blood pressure and electrolyte balance. Transcript variants that encode different protein isoforms and that arise from alternative splicing and the use of alternative promoters have been described, but their full-length nature has not been determined. Mutations in this gene have been shown to cause familial hyperproreninemia.	REN
PLCD3	113026	95.382164	113026.0	phospholipase C delta 3		This gene encodes a member of the phospholipase C family, which catalyze the hydrolysis of phosphatidylinositol 4,5-bisphosphate to generate the second messengers diacylglycerol and inositol 1,4,5-trisphosphate (IP3). Diacylglycerol and IP3 mediate a variety of cellular responses to extracellular stimuli by inducing protein kinase C and increasing cytosolic Ca(2+) concentrations. This enzyme localizes to the plasma membrane and requires calcium for activation. Its activity is inhibited by spermine, sphingosine, and several phospholipids.	PLCD3
ENTPD1	953	94.935585	953.0	ectonucleoside triphosphate diphosphohydrolase 1		The protein encoded by this gene is a plasma membrane protein that hydrolyzes extracellular ATP and ADP to AMP. Inhibition of this protein's activity may confer anticancer benefits. Several transcript variants encoding different isoforms have been found for this gene.	ENTPD1
HAPLN1	1404	94.91201	1404.0	hyaluronan and proteoglycan link protein 1			HAPLN1
NHSL2	340527	95.905594	340527.0	NHS like 2			NHSL2
COL13A1	1305	94.91569	1305.0	collagen type XIII alpha 1 chain		This gene encodes the alpha chain of one of the nonfibrillar collagens. The function of this gene product is not known, however, it has been detected at low levels in all connective tissue-producing cells so it may serve a general function in connective tissues. Unlike most of the collagens, which are secreted into the extracellular matrix, collagen XIII contains a transmembrane domain and the protein has been localized to the plasma membrane. The transcripts for this gene undergo complex and extensive splicing involving at least eight exons. Like other collagens, collagen XIII is a trimer; it is not known whether this trimer is composed of one or more than one alpha chain isomer. A number of alternatively spliced transcript variants have been described, but the full length nature of some of them has not been determined.	COL13A1
KLK10	5655	100.7749	5655.0	kallikrein related peptidase 10		Kallikreins are a subgroup of serine proteases having diverse physiological functions. Growing evidence suggests that many kallikreins are implicated in carcinogenesis and some have potential as novel cancer and other disease biomarkers. This gene is one of the fifteen kallikrein subfamily members located in a cluster on chromosome 19. Its encoded protein is secreted and may play a role in suppression of tumorigenesis in breast and prostate cancers. Alternate splicing of this gene results in multiple transcript variants encoding the same protein.	KLK10
NPC2	10577	95.64971	10577.0	NPC intracellular cholesterol transporter 2		This gene encodes a protein containing a lipid recognition domain. The encoded protein may function in regulating the transport of cholesterol through the late endosomal/lysosomal system. Mutations in this gene have been associated with Niemann-Pick disease, type C2 and frontal lobe atrophy.	NPC2
SLIT1	6585	91.640976	6585.0	slit guidance ligand 1			SLIT1
MPZL2	10205	96.719734	10205.0	myelin protein zero like 2		Thymus development depends on a complex series of interactions between thymocytes and the stromal component of the organ. Epithelial V-like antigen (EVA) is expressed in thymus epithelium and strongly downregulated by thymocyte developmental progression. This gene is expressed in the thymus and in several epithelial structures early in embryogenesis. It is highly homologous to the myelin protein zero and, in thymus-derived epithelial cell lines, is poorly soluble in nonionic detergents, strongly suggesting an association to the cytoskeleton. Its capacity to mediate cell adhesion through a homophilic interaction and its selective regulation by T cell maturation might imply the participation of EVA in the earliest phases of thymus organogenesis. The protein bears a characteristic V-type domain and two potential N-glycosylation sites in the extracellular domain; a putative serine phosphorylation site for casein kinase 2 is also present in the cytoplasmic tail. Two transcript variants encoding the same protein have been found for this gene.	MPZL2
HPCAL4	51440	96.14552	51440.0	hippocalcin like 4		The protein encoded by this gene is highly similar to human hippocalcin protein and hippocalcin like-1 protein. It also has similarity to rat neural visinin-like Ca2+-binding protein-type 1 and 2 proteins. This encoded protein may be involved in the calcium-dependent regulation of rhodopsin phosphorylation. The transcript of this gene has multiple polyadenylation sites. Alternatively spliced transcript variants encoding different isoforms have been found for this gene.	HPCAL4
SCEL	8796	93.67235	8796.0	sciellin		The protein encoded by this gene is a precursor to the cornified envelope of terminally differentiated keratinocytes. This protein localizes to the periphery of cells and may function in the assembly or regulation of proteins in the cornified envelope. Transcript variants encoding different isoforms exist. A transcript variant utilizing an alternative polyA signal has been described in the literature, but its full-length nature has not been determined.	SCEL
CITED1	4435	98.30754	4435.0	Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 1		This gene encodes a member of the CREB-binding protein/p300-interacting transactivator with Asp/Glu-rich C-terminal domain (CITED) family of proteins. The encoded protein, also known as melanocyte-specific gene 1, may function as a transcriptional coactivator and may play a role in pigmentation of melanocytes. Alternatively spliced transcript variants have been described.	CITED1
CLDN16	10686	94.68735	10686.0	claudin 16		Tight junctions represent one mode of cell-to-cell adhesion in epithelial or endothelial cell sheets, forming continuous seals around cells and serving as a physical barrier to prevent solutes and water from passing freely through the paracellular space. These junctions are comprised of sets of continuous networking strands in the outwardly facing cytoplasmic leaflet, with complementary grooves in the inwardly facing extracytoplasmic leaflet. The protein encoded by this gene, a member of the claudin family, is an integral membrane protein and a component of tight junction strands. It is found primarily in the kidneys, specifically in the thick ascending limb of Henle, where it acts as either an intercellular pore or ion concentration sensor to regulate the paracellular resorption of magnesium ions. Defects in this gene are a cause of primary hypomagnesemia, which is characterized by massive renal magnesium wasting with hypomagnesemia and hypercalciuria, resulting in nephrocalcinosis and renal failure. This gene and the CLDN1 gene are clustered on chromosome 3q28.	CLDN16
PROS1	5627	93.655556	5627.0	protein S (alpha)		This gene encodes a vitamin K-dependent plasma protein that functions as a cofactor for the anticoagulant protease, activated protein C (APC) to inhibit blood coagulation. It is found in plasma in both a free, functionally active form and also in an inactive form complexed with C4b-binding protein. Mutations in this gene result in autosomal dominant hereditary thrombophilia. An inactive pseudogene of this locus is located at an adjacent region on chromosome 3. Alternative splicing results in multiple transcript variants encoding different isoforms that may undergo similar processing to generate mature protein.	PROS1
TGFA	7039	95.16322	7039.0	transforming growth factor alpha		This gene encodes a growth factor that is a ligand for the epidermal growth factor receptor, which activates a signaling pathway for cell proliferation, differentiation and development. This protein may act as either a transmembrane-bound ligand or a soluble ligand. This gene has been associated with many types of cancers, and it may also be involved in some cases of cleft lip/palate. Alternatively spliced transcript variants encoding different isoforms have been found for this gene.	TGFA
LPAR5	57121	95.165184	57121.0	lysophosphatidic acid receptor 5		This gene encodes a member of the rhodopsin class of G protein-coupled transmembrane receptors. This protein transmits extracellular signals from lysophosphatidic acid to cells through heterotrimeric G proteins and mediates numerous cellular processes. Many G protein receptors serve as targets for pharmaceutical drugs. Transcript variants of this gene have been described.	LPAR5
SERPINA1	5265	99.86208	5265.0	serpin family A member 1		The protein encoded by this gene is secreted and is a serine protease inhibitor whose targets include elastase, plasmin, thrombin, trypsin, chymotrypsin, and plasminogen activator. Defects in this gene can cause emphysema or liver disease. Several transcript variants encoding the same protein have been found for this gene.	SERPINA1
LRRK2	120892	90.64072	120892.0	leucine rich repeat kinase 2		This gene is a member of the leucine-rich repeat kinase family and encodes a protein with an ankryin repeat region, a leucine-rich repeat (LRR) domain, a kinase domain, a DFG-like motif, a RAS domain, a GTPase domain, a MLK-like domain, and a WD40 domain. The protein is present largely in the cytoplasm but also associates with the mitochondrial outer membrane. Mutations in this gene have been associated with Parkinson disease-8.	LRRK2
FAM84A	151354	93.11186	151354.0	family with sequence similarity 84 member A			FAM84A
PLA2G12B	84647	94.687675	84647.0	phospholipase A2 group XIIB		The protein encoded by this gene belongs to the phospholipase A2 (PLA2) group of enzymes, which function in glycolipid hydrolysis with the release of free fatty acids and lysophospholipids. This family member has altered phospholipid-binding properties and is catalytically inactive. The protein is secreted, and together with microsomal triglyceride transfer protein, it functions to regulate HNF4alpha-induced hepatitis C virus infectivity. The expression of this gene is down-regulated in various tumors, suggesting that it may function as a negative regulator of tumor progression. Alternative splicing of this gene results in multiple transcript variants.	PLA2G12B
ZMAT3	64393	92.935005	64393.0	zinc finger matrin-type 3		This gene encodes a protein containing three zinc finger domains and a nuclear localization signal. The mRNA and the protein of this gene are upregulated by wildtype p53 and overexpression of this gene inhibits tumor cell growth, suggesting that this gene may have a role in the p53-dependent growth regulatory pathway. Alternative splicing of this gene results in two transcript variants encoding two isoforms differing in only one amino acid.	ZMAT3
SPTBN2	6712	94.69105	6712.0	spectrin beta, non-erythrocytic 2		Spectrins are principle components of a cell's membrane-cytoskeleton and are composed of two alpha and two beta spectrin subunits. The protein encoded by this gene (SPTBN2), is called spectrin beta non-erythrocytic 2 or beta-III spectrin. It is related to, but distinct from, the beta-II spectrin gene which is also known as spectrin beta non-erythrocytic 1 (SPTBN1). SPTBN2 regulates the glutamate signaling pathway by stabilizing the glutamate transporter EAAT4 at the surface of the plasma membrane. Mutations in this gene cause a form of spinocerebellar ataxia, SCA5, that is characterized by neurodegeneration, progressive locomotor incoordination, dysarthria, and uncoordinated eye movements.	SPTBN2
KRT15	3866	101.25068	3866.0	keratin 15		The protein encoded by this gene is a member of the keratin gene family. The keratins are intermediate filament proteins responsible for the structural integrity of epithelial cells and are subdivided into cytokeratins and hair keratins. Most of the type I cytokeratins consist of acidic proteins which are arranged in pairs of heterotypic keratin chains and are clustered in a region on chromosome 17q21.2.	KRT15
GALNT7	51809	95.14706	51809.0	polypeptide N-acetylgalactosaminyltransferase 7		This gene encodes GalNAc transferase 7, a member of the GalNAc-transferase family. The enzyme encoded by this gene controls the initiation step of mucin-type O-linked protein glycosylation and transfer of N-acetylgalactosamine to serine and threonine amino acid residues. This enzyme is a type II transmembrane protein and shares common sequence motifs with other family members. Unlike other family members, this enzyme shows exclusive specificity for partially GalNAc-glycosylated acceptor substrates and shows no activity with non-glycosylated peptides. This protein may function as a follow-up enzyme in the initiation step of O-glycosylation.	GALNT7
SYNDIG1L	646658	96.44029	646658.0	synapse differentiation inducing 1 like			SYNDIG1L
PLXND1	23129	96.69533	23129.0	plexin D1			PLXND1
QPCT	25797	95.90318	25797.0	glutaminyl-peptide cyclotransferase		This gene encodes human pituitary glutaminyl cyclase, which is responsible for the presence of pyroglutamyl residues in many neuroendocrine peptides. The amino acid sequence of this enzyme is 86% identical to that of bovine glutaminyl cyclase.	QPCT
GDF15	9518	96.141525	9518.0	growth differentiation factor 15		This gene encodes a secreted ligand of the TGF-beta (transforming growth factor-beta) superfamily of proteins. Ligands of this family bind various TGF-beta receptors leading to recruitment and activation of SMAD family transcription factors that regulate gene expression. The encoded preproprotein is proteolytically processed to generate each subunit of the disulfide-linked homodimer. The protein is expressed in a broad range of cell types, acts as a pleiotropic cytokine and is involved in the stress response program of cells after cellular injury. Increased protein levels are associated with disease states such as tissue hypoxia, inflammation, acute injury and oxidative stress.	GDF15
ESPN	83715	96.69856	83715.0	espin		This gene encodes a multifunctional actin-bundling protein. It plays a major role in regulating the organization, dimensions, dynamics, and signaling capacities of the actin filament-rich, microvillus-type specializations that mediate sensory transduction in various mechanosensory and chemosensory cells. Mutations in this gene are associated with autosomal recessive neurosensory deafness, and autosomal dominant sensorineural deafness without vestibular involvement.	ESPN
GABRD	2563	91.47186	2563.0	gamma-aminobutyric acid type A receptor delta subunit		Gamma-aminobutyric acid (GABA) is the major inhibitory neurotransmitter in the mammalian brain where it acts at GABA-A receptors, which are ligand-gated chloride channels. Chloride conductance of these channels can be modulated by agents such as benzodiazepines that bind to the GABA-A receptor. The GABA-A receptor is generally pentameric and there are five types of subunits: alpha, beta, gamma, delta, and rho. This gene encodes the delta subunit. Mutations in this gene have been associated with susceptibility to generalized epilepsy with febrile seizures, type 5. Alternatively spliced transcript variants have been described for this gene, but their biological validity has not been determined.	GABRD
SLC34A2	10568	94.707214	10568.0	solute carrier family 34 member 2		The protein encoded by this gene is a pH-sensitive sodium-dependent phosphate transporter. Phosphate uptake is increased at lower pH. Defects in this gene are a cause of pulmonary alveolar microlithiasis. Three transcript variants encoding two different isoforms have been found for this gene.	SLC34A2
BBC3	27113	97.94429	27113.0	BCL2 binding component 3		This gene encodes a member of the BCL-2 family of proteins. This family member belongs to the BH3-only pro-apoptotic subclass. The protein cooperates with direct activator proteins to induce mitochondrial outer membrane permeabilization and apoptosis. It can bind to anti-apoptotic Bcl-2 family members to induce mitochondrial dysfunction and caspase activation. Because of its pro-apoptotic role, this gene is a potential drug target for cancer therapy and for tissue injury. Alternative splicing results in multiple transcript variants.	BBC3
LAMB3	3914	95.165184	3914.0	laminin subunit beta 3		The product encoded by this gene is a laminin that belongs to a family of basement membrane proteins. This protein is a beta subunit laminin, which together with an alpha and a gamma subunit, forms laminin-5. Mutations in this gene cause epidermolysis bullosa junctional Herlitz type, and generalized atrophic benign epidermolysis bullosa, diseases that are characterized by blistering of the skin. Multiple alternatively spliced transcript variants that encode the same protein have been found for this gene.	LAMB3
B3GNT3	10331	96.69856	10331.0	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3		This gene encodes a member of the beta-1,3-N-acetylglucosaminyltransferase family. This enzyme is a type II transmembrane protein and contains a signal anchor that is not cleaved. It prefers the substrates of lacto-N-tetraose and lacto-N-neotetraose, and is involved in the biosynthesis of poly-N-acetyllactosamine chains and the biosynthesis of the backbone structure of dimeric sialyl Lewis a. It plays dominant roles in L-selectin ligand biosynthesis, lymphocyte homing and lymphocyte trafficking.	B3GNT3
NRCAM	4897	99.86208	4897.0	neuronal cell adhesion molecule		Cell adhesion molecules (CAMs) are members of the immunoglobulin superfamily. This gene encodes a neuronal cell adhesion molecule with multiple immunoglobulin-like C2-type domains and fibronectin type-III domains. This ankyrin-binding protein is involved in neuron-neuron adhesion and promotes directional signaling during axonal cone growth. This gene is also expressed in non-neural tissues and may play a general role in cell-cell communication via signaling from its intracellular domain to the actin cytoskeleton during directional cell migration. Allelic variants of this gene have been associated with autism and addiction vulnerability. Alternative splicing results in multiple transcript variants encoding different isoforms.	NRCAM
TNFRSF10C	8794	109.764915	8794.0	TNF receptor superfamily member 10c		The protein encoded by this gene is a member of the TNF-receptor superfamily. This receptor contains an extracellular TRAIL-binding domain and a transmembrane domain, but no cytoplasmic death domain. This receptor is not capable of inducing apoptosis, and is thought to function as an antagonistic receptor that protects cells from TRAIL-induced apoptosis. This gene was found to be a p53-regulated DNA damage-inducible gene. The expression of this gene was detected in many normal tissues but not in most cancer cell lines, which may explain the specific sensitivity of cancer cells to the apoptosis-inducing activity of TRAIL.	TNFRSF10C
EPS8	2059	93.27467	2059.0	epidermal growth factor receptor pathway substrate 8		This gene encodes a member of the EPS8 family. This protein contains one PH domain and one SH3 domain. It functions as part of the EGFR pathway, though its exact role has not been determined. Highly similar proteins in other organisms are involved in the transduction of signals from Ras to Rac and growth factor-mediated actin remodeling. Alternate transcriptional splice variants of this gene have been observed but have not been thoroughly characterized.	EPS8
ZCCHC16	340595	101.81218	340595.0	zinc finger CCHC-type containing 16			ZCCHC16
ETV5	2119	97.29176	2119.0	ETS variant 5			ETV5
PPP1R1B	84152	97.61215	84152.0	protein phosphatase 1 regulatory inhibitor subunit 1B		This gene encodes a bifunctional signal transduction molecule. Dopaminergic and glutamatergic receptor stimulation regulates its phosphorylation and function as a kinase or phosphatase inhibitor. As a target for dopamine, this gene may serve as a therapeutic target for neurologic and psychiatric disorders. Multiple transcript variants encoding different isoforms have been found for this gene.	PPP1R1B
