query	_id	_score	entrezgene	name	notfound	summary	symbol
NEK2	4751	97.316826	4751.0	NIMA related kinase 2		This gene encodes a serine/threonine-protein kinase that is involved in mitotic regulation. This protein is localized to the centrosome, and undetectable during G1 phase, but accumulates progressively throughout the S phase, reaching maximal levels in late G2 phase. Alternatively spliced transcript variants encoding different isoforms with distinct C-termini have been noted for this gene.	NEK2
MMP11	4320	97.014626	4320.0	matrix metallopeptidase 11		Proteins of the matrix metalloproteinase (MMP) family are involved in the breakdown of extracellular matrix in normal physiological processes, such as embryonic development, reproduction, and tissue remodeling, as well as in disease processes, such as arthritis and metastasis. Most MMP's are secreted as inactive proproteins which are activated when cleaved by extracellular proteinases. However, the enzyme encoded by this gene is activated intracellularly by furin within the constitutive secretory pathway. Also in contrast to other MMP's, this enzyme cleaves alpha 1-proteinase inhibitor but weakly degrades structural proteins of the extracellular matrix.	MMP11
COL10A1	1300	96.14507	1300.0	collagen type X alpha 1 chain		This gene encodes the alpha chain of type X collagen, a short chain collagen expressed by hypertrophic chondrocytes during endochondral ossification. Unlike type VIII collagen, the other short chain collagen, type X collagen is a homotrimer. Mutations in this gene are associated with Schmid type metaphyseal chondrodysplasia (SMCD) and Japanese type spondylometaphyseal dysplasia (SMD).	COL10A1
COL11A1	1301	92.42383	1301.0	collagen type XI alpha 1 chain		This gene encodes one of the two alpha chains of type XI collagen, a minor fibrillar collagen. Type XI collagen is a heterotrimer but the third alpha chain is a post-translationally modified alpha 1 type II chain. Mutations in this gene are associated with type II Stickler syndrome and with Marshall syndrome. A single-nucleotide polymorphism in this gene is also associated with susceptibility to lumbar disc herniation. Multiple transcript variants have been identified for this gene.	COL11A1
KIF4A	24137	98.28649	24137.0	kinesin family member 4A		This gene encodes a member of the kinesin 4 subfamily of kinesin related proteins. The encoded protein is an ATP dependent microtubule-based motor protein that is involved in the intracellular transport of membranous organelles. This protein also associates with condensed chromosome arms and may be involved in maintaining chromosome integrity during mitosis. This protein may also be involved in the organization of the central spindle prior to cytokinesis. A pseudogene of this gene is found on chromosome X.	KIF4A
PPAPDC1A					True		
PKMYT1	9088	97.01286	9088.0	protein kinase, membrane associated tyrosine/threonine 1		This gene encodes a member of the serine/threonine protein kinase family. The encoded protein is a membrane-associated kinase that negatively regulates the G2/M transition of the cell cycle by phosphorylating and inactivating cyclin-dependent kinase 1. The activity of the encoded protein is regulated by polo-like kinase 1. Alternatively spliced transcript variants encoding multiple isoforms have been observed for this gene.	PKMYT1
KIAA0101					True		
IQGAP3	128239	96.41671	128239.0	IQ motif containing GTPase activating protein 3			IQGAP3
UBE2C	11065	93.457886	11065.0	ubiquitin conjugating enzyme E2 C		The modification of proteins with ubiquitin is an important cellular mechanism for targeting abnormal or short-lived proteins for degradation. Ubiquitination involves at least three classes of enzymes: ubiquitin-activating enzymes, ubiquitin-conjugating enzymes, and ubiquitin-protein ligases. This gene encodes a member of the E2 ubiquitin-conjugating enzyme family. The encoded protein is required for the destruction of mitotic cyclins and for cell cycle progression, and may be involved in cancer progression. Multiple transcript variants encoding different isoforms have been found for this gene. Pseudogenes of this gene have been defined on chromosomes 4, 14, 15, 18, and 19.	UBE2C
UHRF1	29128	94.91508	29128.0	ubiquitin like with PHD and ring finger domains 1		This gene encodes a member of a subfamily of RING-finger type E3 ubiquitin ligases. The protein binds to specific DNA sequences, and recruits a histone deacetylase to regulate gene expression. Its expression peaks at late G1 phase and continues during G2 and M phases of the cell cycle. It plays a major role in the G1/S transition by regulating topoisomerase IIalpha and retinoblastoma gene expression, and functions in the p53-dependent DNA damage checkpoint. It is regarded as a hub protein for the integration of epigenetic information. This gene is up-regulated in various cancers, and it is therefore considered to be a therapeutic target. Multiple transcript variants encoding different isoforms have been found for this gene. A related pseudogene exists on chromosome 12.	UHRF1
SPC25	57405	94.68412	57405.0	SPC25, NDC80 kinetochore complex component		This gene encodes a protein that may be involved in kinetochore-microtubule interaction and spindle checkpoint activity.	SPC25
ASF1B	55723	99.024376	55723.0	anti-silencing function 1B histone chaperone		This gene encodes a member of the H3/H4 family of histone chaperone proteins and is similar to the anti-silencing function-1 gene in yeast. The encoded protein is the substrate of the tousled-like kinase family of cell cycle-regulated kinases, and may play a key role in modulating the nucleosome structure of chromatin by ensuring a constant supply of histones at sites of nucleosome assembly.	ASF1B
TPX2	22974	92.91415	22974.0	TPX2, microtubule nucleation factor			TPX2
CDC25C	995	102.36663	995.0	cell division cycle 25C		This gene encodes a conserved protein that plays a key role in the regulation of cell division. The encoded protein directs dephosphorylation of cyclin B-bound CDC2 and triggers entry into mitosis. It also suppresses p53-induced growth arrest. Multiple alternatively spliced transcript variants of this gene have been described.	CDC25C
IBSP	3381	94.05032	3381.0	integrin binding sialoprotein		The protein encoded by this gene is a major structural protein of the bone matrix. It constitutes approximately 12% of the noncollagenous proteins in human bone and is synthesized by skeletal-associated cell types, including hypertrophic chondrocytes, osteoblasts, osteocytes, and osteoclasts. The only extraskeletal site of its synthesis is the trophoblast. This protein binds to calcium and hydroxyapatite via its acidic amino acid clusters, and mediates cell attachment through an RGD sequence that recognizes the vitronectin receptor.	IBSP
NUF2	83540	94.70917	83540.0	NUF2, NDC80 kinetochore complex component		This gene encodes a protein that is highly similar to yeast Nuf2, a component of a conserved protein complex associated with the centromere. Yeast Nuf2 disappears from the centromere during meiotic prophase when centromeres lose their connection to the spindle pole body, and plays a regulatory role in chromosome segregation. The encoded protein is found to be associated with centromeres of mitotic HeLa cells, which suggests that this protein is a functional homolog of yeast Nuf2. Alternatively spliced transcript variants that encode the same protein have been described.	NUF2
UBE2T	29089	93.87053	29089.0	ubiquitin conjugating enzyme E2 T		The protein encoded by this gene catalyzes the covalent attachment of ubiquitin to protein substrates. Defects in this gene have been associated with Fanconi anemia of complementation group T. Two transcript variants encoding different isoforms have been found for this gene.	UBE2T
HJURP	55355	96.70164	55355.0	Holliday junction recognition protein			HJURP
HSD17B6	8630	101.78861	8630.0	hydroxysteroid 17-beta dehydrogenase 6		The protein encoded by this gene has both oxidoreductase and epimerase activities and is involved in androgen catabolism. The oxidoreductase activity can convert 3 alpha-adiol to dihydrotestosterone, while the epimerase activity can convert androsterone to epi-androsterone. Both reactions use NAD+ as the preferred cofactor. This gene is a member of the retinol dehydrogenase family.	HSD17B6
NUSAP1	51203	94.07118	51203.0	nucleolar and spindle associated protein 1		NUSAP1 is a nucleolar-spindle-associated protein that plays a role in spindle microtubule organization (Raemaekers et al., 2003 [PubMed 12963707]).	NUSAP1
TROAP	10024	96.43789	10024.0	trophinin associated protein			TROAP
MMP13	4322	93.848694	4322.0	matrix metallopeptidase 13		This gene encodes a member of the peptidase M10 family of matrix metalloproteinases (MMPs). Proteins in this family are involved in the breakdown of extracellular matrix in normal physiological processes, such as embryonic development, reproduction, and tissue remodeling, as well as in disease processes, such as arthritis and metastasis. The encoded preproprotein is proteolytically processed to generate the mature protease. This protease cleaves type II collagen more efficiently than types I and III. It may be involved in articular cartilage turnover and cartilage pathophysiology associated with osteoarthritis. Mutations in this gene are associated with metaphyseal anadysplasia. This gene is part of a cluster of MMP genes on chromosome 11.	MMP13
CDK1	983	96.69856	983.0	cyclin dependent kinase 1		The protein encoded by this gene is a member of the Ser/Thr protein kinase family. This protein is a catalytic subunit of the highly conserved protein kinase complex known as M-phase promoting factor (MPF), which is essential for G1/S and G2/M phase transitions of eukaryotic cell cycle. Mitotic cyclins stably associate with this protein and function as regulatory subunits. The kinase activity of this protein is controlled by cyclin accumulation and destruction through the cell cycle. The phosphorylation and dephosphorylation of this protein also play important regulatory roles in cell cycle control. Alternatively spliced transcript variants encoding different isoforms have been found for this gene.	CDK1
PLK1	5347	92.40266	5347.0	polo like kinase 1		The Ser/Thr protein kinase encoded by this gene belongs to the CDC5/Polo subfamily. It is highly expressed during mitosis and elevated levels are found in many different types of cancer. Depletion of this protein in cancer cells dramatically inhibited cell proliferation and induced apoptosis; hence, it is a target for cancer therapy.	PLK1
KIF20A	10112	91.044815	10112.0	kinesin family member 20A			KIF20A
AP000349.2	ENSG00000280178	116.86618					AP000349.2
DTL	51514	95.16322	51514.0	denticleless E3 ubiquitin protein ligase homolog			DTL
PBK	55872	95.88278	55872.0	PDZ binding kinase		This gene encodes a serine/threonine protein kinase related to the dual specific mitogen-activated protein kinase kinase (MAPKK) family. Evidence suggests that mitotic phosphorylation is required for its catalytic activity. The encoded protein may be involved in the activation of lymphoid cells and support testicular functions, with a suggested role in the process of spermatogenesis. Overexpression of this gene has been implicated in tumorigenesis. Alternative splicing results in multiple transcript variants.	PBK
CEP55	55165	90.907646	55165.0	centrosomal protein 55			CEP55
INHBA	3624	94.4902	3624.0	inhibin beta A subunit		This gene encodes a member of the TGF-beta (transforming growth factor-beta) superfamily of proteins. The encoded preproprotein is proteolytically processed to generate a subunit of the dimeric activin and inhibin protein complexes. These complexes activate and inhibit, respectively, follicle stimulating hormone secretion from the pituitary gland. The encoded protein also plays a role in eye, tooth and testis development. Elevated expression of this gene may be associated with cancer cachexia in human patients.	INHBA
SLC24A2	25769	95.14013	25769.0	solute carrier family 24 member 2		This gene encodes a member of the calcium/cation antiporter superfamily of transport proteins. The encoded protein belongs to the SLC24 branch of exchangers, which can mediate the extrusion of one Ca2+ ion and one K+ ion in exchange for four Na+ ions. This family member is a retinal cone/brain exchanger that can mediate a light-induced decrease in free Ca2+ concentration. This protein may also play a neuroprotective role during ischemic brain injury. Alternative splicing results in multiple transcript variants.	SLC24A2
WDR62	284403	95.905594	284403.0	WD repeat domain 62		This gene is proposed to play a role in cerebral cortical development. Mutations in this gene have been associated with microencephaly, cortical malformations, and mental retardation. Alternative splicing results in multiple transcript variants.	WDR62
CKAP2L	150468	97.31859	150468.0	cytoskeleton associated protein 2 like		The protein encoded by this gene is thought to be a mitotic spindle protein important to neural stem or progenitor cells. Mutations in this gene have been associated with spindle organization defects, including mitotic spindle defects, lagging chromosomes, and chromatin bridges. There is evidence that mutations in this gene are associated with Filippi syndrome, characterized by growth defects, microcephaly, intellectual disability, facial feature defects, and syndactyly. There is a pseudogene of this gene on chromosome 20. Alternative splicing results in multiple transcript variants.	CKAP2L
KIFC1	3833	99.44547	3833.0	kinesin family member C1			KIFC1
CENPF	1063	94.06987	1063.0	centromere protein F		This gene encodes a protein that associates with the centromere-kinetochore complex. The protein is a component of the nuclear matrix during the G2 phase of interphase. In late G2 the protein associates with the kinetochore and maintains this association through early anaphase. It localizes to the spindle midzone and the intracellular bridge in late anaphase and telophase, respectively, and is thought to be subsequently degraded. The localization of this protein suggests that it may play a role in chromosome segregation during mitotis. It is thought to form either a homodimer or heterodimer. Autoantibodies against this protein have been found in patients with cancer or graft versus host disease.	CENPF
BUB1	699	93.85176	699.0	BUB1 mitotic checkpoint serine/threonine kinase		This gene encodes a serine/threonine-protein kinase that play a central role in mitosis. The encoded protein functions in part by phosphorylating members of the mitotic checkpoint complex and activating the spindle checkpoint. This protein also plays a role in inhibiting the activation of the anaphase promoting complex/cyclosome. This protein may also function in the DNA damage response. Mutations in this gene have been associated with aneuploidy and several forms of cancer. Alternate splicing results in multiple transcript variants.	BUB1
MELK	9833	92.73999	9833.0	maternal embryonic leucine zipper kinase			MELK
HMMR	3161	96.42041	3161.0	hyaluronan mediated motility receptor		The protein encoded by this gene is involved in cell motility. It is expressed in breast tissue and together with other proteins, it forms a complex with BRCA1 and BRCA2, thus is potentially associated with higher risk of breast cancer. Alternatively spliced transcript variants encoding different isoforms have been noted for this gene.	HMMR
SPC24	147841	97.014626	147841.0	SPC24, NDC80 kinetochore complex component			SPC24
