query	_id	_score	entrezgene	name	notfound	summary	symbol
CSRP1	1465	93.87053	1465.0	cysteine and glycine rich protein 1		This gene encodes a member of the cysteine-rich protein (CSRP) family. This gene family includes a group of LIM domain proteins, which may be involved in regulatory processes important for development and cellular differentiation. The LIM/double zinc-finger motif found in this gene product occurs in proteins with critical functions in gene regulation, cell growth, and somatic differentiation. Alternatively spliced transcript variants have been described.	CSRP1
ILK	3611	97.96239	3611.0	integrin linked kinase		This gene encodes a protein with a kinase-like domain and four ankyrin-like repeats. The encoded protein associates at the cell membrane with the cytoplasmic domain of beta integrins, where it regulates integrin-mediated signal transduction. Activity of this protein is important in the epithelial to mesenchymal transition, and over-expression of this gene is implicated in tumor growth and metastasis. Alternative splicing results in multiple transcript variants.	ILK
FAM110D	79927	96.720375	79927.0	family with sequence similarity 110 member D			FAM110D
TCEAL1	9338	99.424965	9338.0	transcription elongation factor A like 1		This gene encodes a member of the transcription elongation factor A (SII)-like (TCEAL) gene family. Members of this family may function as nuclear phosphoproteins that modulate transcription in a promoter context-dependent manner. The encoded protein is similar to transcription elongation factor A/transcription factor SII and contains a zinc finger-like motif as well as a sequence related to the transcription factor SII Pol II-binding region. It may exert its effects via protein-protein interactions with other transcriptional regulators rather than via direct binding of DNA. Multiple family members are located on the X chromosome. Alternative splicing results in multiple transcript variants encoding a single isoform.	TCEAL1
TRPC4	7223	98.66742	7223.0	transient receptor potential cation channel subfamily C member 4		This gene encodes a member of the canonical subfamily of transient receptor potential cation channels. The encoded protein forms a non-selective calcium-permeable cation channel that is activated by Gq-coupled receptors and tyrosine kinases, and plays a role in multiple processes including endothelial permeability, vasodilation, neurotransmitter release and cell proliferation. Single nucleotide polymorphisms in this gene may be associated with generalized epilepsy with photosensitivity. Alternatively spliced transcript variants encoding multiple isoforms have been observed for this gene.	TRPC4
CACNB2	783	94.687675	783.0	calcium voltage-gated channel auxiliary subunit beta 2		This gene encodes a subunit of a voltage-dependent calcium channel protein that is a member of the voltage-gated calcium channel superfamily. The gene product was originally identified as an antigen target in Lambert-Eaton myasthenic syndrome, an autoimmune disorder. Mutations in this gene are associated with Brugada syndrome. Alternatively spliced variants encoding different isoforms have been described.	CACNB2
TBC1D1	23216	99.86208	23216.0	TBC1 domain family member 1		TBC1D1 is the founding member of a family of proteins sharing a 180- to 200-amino acid TBC domain presumed to have a role in regulating cell growth and differentiation. These proteins share significant homology with TRE2 (USP6; MIM 604334), yeast Bub2, and CDC16 (MIM 603461) (White et al., 2000 [PubMed 10965142]).	TBC1D1
PSD	5662	94.07118	5662.0	pleckstrin and Sec7 domain containing		This gene encodes a Plekstrin homology and SEC7 domains-containing protein that functions as a guanine nucleotide exchange factor. The encoded protein regulates signal transduction by activating ADP-ribosylation factor 6. Alternative splicing results in multiple transcript variants.	PSD
CRY2	1408	96.16463	1408.0	cryptochrome circadian clock 2		This gene encodes a flavin adenine dinucleotide-binding protein that is a key component of the circadian core oscillator complex, which regulates the circadian clock. This gene is upregulated by CLOCK/ARNTL heterodimers but then represses this upregulation in a feedback loop using PER/CRY heterodimers to interact with CLOCK/ARNTL. Polymorphisms in this gene have been associated with altered sleep patterns. The encoded protein is widely conserved across plants and animals. Two transcript variants encoding different isoforms have been found for this gene.	CRY2
ITGB1BP2	26548	97.29176	26548.0	integrin subunit beta 1 binding protein 2			ITGB1BP2
