query	_id	_score	entrezgene	name	notfound	summary	symbol
C16orf59	80178	109.77122	80178.0	chromosome 16 open reading frame 59			C16orf59
ESM1	11082	93.87053	11082.0	endothelial cell specific molecule 1		This gene encodes a secreted protein which is mainly expressed in the endothelial cells in human lung and kidney tissues. The expression of this gene is regulated by cytokines, suggesting that it may play a role in endothelium-dependent pathological disorders. The transcript contains multiple polyadenylation and mRNA instability signals. Two transcript variants encoding different isoforms have been found for this gene.	ESM1
KIF18B	146909	93.48228	146909.0	kinesin family member 18B			KIF18B
EME1	146956	95.165184	146956.0	essential meiotic structure-specific endonuclease 1		This gene encodes a protein that complexes with methyl methanesulfonate-sensitive UV-sensitive 81 protein to form an endonuclease complex. The encoded protein interacts with specifc DNA structures including nicked Holliday junctions, 3'-flap structures and aberrant replication fork structures. This protein may be involved in repairing DNA damage and in maintaining genomic stability. Alternative splicing results in multiple transcript variants.	EME1
RECQL4	9401	97.944916	9401.0	RecQ like helicase 4		The protein encoded by this gene is a DNA helicase that belongs to the RecQ helicase family. DNA helicases unwind double-stranded DNA into single-stranded DNAs and may modulate chromosome segregation. This gene is predominantly expressed in thymus and testis. Mutations in this gene are associated with Rothmund-Thomson, RAPADILINO and Baller-Gerold syndromes.	RECQL4
COL10A1	1300	96.14507	1300.0	collagen type X alpha 1 chain		This gene encodes the alpha chain of type X collagen, a short chain collagen expressed by hypertrophic chondrocytes during endochondral ossification. Unlike type VIII collagen, the other short chain collagen, type X collagen is a homotrimer. Mutations in this gene are associated with Schmid type metaphyseal chondrodysplasia (SMCD) and Japanese type spondylometaphyseal dysplasia (SMD).	COL10A1
IQGAP3	128239	96.41671	128239.0	IQ motif containing GTPase activating protein 3			IQGAP3
MMP11	4320	97.014626	4320.0	matrix metallopeptidase 11		Proteins of the matrix metalloproteinase (MMP) family are involved in the breakdown of extracellular matrix in normal physiological processes, such as embryonic development, reproduction, and tissue remodeling, as well as in disease processes, such as arthritis and metastasis. Most MMP's are secreted as inactive proproteins which are activated when cleaved by extracellular proteinases. However, the enzyme encoded by this gene is activated intracellularly by furin within the constitutive secretory pathway. Also in contrast to other MMP's, this enzyme cleaves alpha 1-proteinase inhibitor but weakly degrades structural proteins of the extracellular matrix.	MMP11
TROAP	10024	96.43789	10024.0	trophinin associated protein			TROAP
HJURP	55355	96.70164	55355.0	Holliday junction recognition protein			HJURP
