query	_id	_score	entrezgene	name	notfound	summary	symbol
TCEAL1	9338	99.424965	9338.0	transcription elongation factor A like 1		This gene encodes a member of the transcription elongation factor A (SII)-like (TCEAL) gene family. Members of this family may function as nuclear phosphoproteins that modulate transcription in a promoter context-dependent manner. The encoded protein is similar to transcription elongation factor A/transcription factor SII and contains a zinc finger-like motif as well as a sequence related to the transcription factor SII Pol II-binding region. It may exert its effects via protein-protein interactions with other transcriptional regulators rather than via direct binding of DNA. Multiple family members are located on the X chromosome. Alternative splicing results in multiple transcript variants encoding a single isoform.	TCEAL1
CSRP1	1465	93.87053	1465.0	cysteine and glycine rich protein 1		This gene encodes a member of the cysteine-rich protein (CSRP) family. This gene family includes a group of LIM domain proteins, which may be involved in regulatory processes important for development and cellular differentiation. The LIM/double zinc-finger motif found in this gene product occurs in proteins with critical functions in gene regulation, cell growth, and somatic differentiation. Alternatively spliced transcript variants have been described.	CSRP1
PPP1R12B	4660	95.38554	4660.0	protein phosphatase 1 regulatory subunit 12B		Myosin phosphatase is a protein complex comprised of three subunits: a catalytic subunit (PP1c-delta, protein phosphatase 1, catalytic subunit delta), a large regulatory subunit (MYPT, myosin phosphatase target) and small regulatory subunit (sm-M20). Two isoforms of MYPT have been isolated--MYPT1 and MYPT2, the first of which is widely expressed, and the second of which may be specific to heart, skeletal muscle, and brain. Each of the MYPT isoforms functions to bind PP1c-delta and increase phosphatase activity. This locus encodes both MYTP2 and M20. Alternatively spliced transcript variants encoding different isoforms have been identified. Related pseudogenes have been defined on the Y chromosome.	PPP1R12B
TNS1	7145	97.61215	7145.0	tensin 1		The protein encoded by this gene localizes to focal adhesions, regions of the plasma membrane where the cell attaches to the extracellular matrix. This protein crosslinks actin filaments and contains a Src homology 2 (SH2) domain, which is often found in molecules involved in signal transduction. This protein is a substrate of calpain II. Alternative splicing results in multiple transcript variants encoding different isoforms.	TNS1
MYLK	4638	94.05032	4638.0	myosin light chain kinase		This gene, a muscle member of the immunoglobulin gene superfamily, encodes myosin light chain kinase which is a calcium/calmodulin dependent enzyme. This kinase phosphorylates myosin regulatory light chains to facilitate myosin interaction with actin filaments to produce contractile activity. This gene encodes both smooth muscle and nonmuscle isoforms. In addition, using a separate promoter in an intron in the 3' region, it encodes telokin, a small protein identical in sequence to the C-terminus of myosin light chain kinase, that is independently expressed in smooth muscle and functions to stabilize unphosphorylated myosin filaments. A pseudogene is located on the p arm of chromosome 3. Four transcript variants that produce four isoforms of the calcium/calmodulin dependent enzyme have been identified as well as two transcripts that produce two isoforms of telokin. Additional variants have been identified but lack full length transcripts.	MYLK
CBX7	23492	94.46579	23492.0	chromobox 7		This gene encodes a protein that contains the CHROMO (CHRomatin Organization MOdifier) domain. The encoded protein is a component of the Polycomb repressive complex 1 (PRC1), and is thought to control the lifespan of several normal human cells.	CBX7
KANK2	25959	98.64931	25959.0	KN motif and ankyrin repeat domains 2		This gene encodes a member of the KN motif and ankyrin repeat domains (KANK) family of proteins, which play a role in cytoskeletal formation by regulating actin polymerization. The encoded protein functions in the sequestration of steroid receptor coactivators and possibly other proteins. Mutations in this gene are associated with impaired kidney podocyte function and nephrotic syndrome, and keratoderma and woolly hair.	KANK2
SPARCL1	8404	92.91752	8404.0	SPARC like 1			SPARCL1
STAT5B	6777	102.980034	6777.0	signal transducer and activator of transcription 5B		The protein encoded by this gene is a member of the STAT family of transcription factors. In response to cytokines and growth factors, STAT family members are phosphorylated by the receptor associated kinases, and then form homo- or heterodimers that translocate to the cell nucleus where they act as transcription activators. This protein mediates the signal transduction triggered by various cell ligands, such as IL2, IL4, CSF1, and different growth hormones. It has been shown to be involved in diverse biological processes, such as TCR signaling, apoptosis, adult mammary gland development, and sexual dimorphism of liver gene expression. This gene was found to fuse to retinoic acid receptor-alpha (RARA) gene in a small subset of acute promyelocytic leukemias (APLL). The dysregulation of the signaling pathways mediated by this protein may be the cause of the APLL.	STAT5B
SMTN	6525	96.70164	6525.0	smoothelin		This gene encodes a structural protein that is found exclusively in contractile smooth muscle cells. It associates with stress fibers and constitutes part of the cytoskeleton. This gene is localized to chromosome 22q12.3, distal to the TUPLE1 locus and outside the DiGeorge syndrome deletion. Alternative splicing of this gene results in multiple transcript variants encoding distinct isoforms.	SMTN
