	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	geneId
PI3	769.716110727	3.68056519277	0.365006048194	10.0835731654	6.53070709676e-24	1.11159165494e-19	ENSG00000124102.4
C1orf162	1184.97737353	-2.31032341152	0.268508241827	-8.6042923517	7.67890304268e-18	6.53513043447e-14	ENSG00000143110.11
CCR1	639.953276522	-1.83230030989	0.214782492325	-8.53095748198	1.45141376889e-17	8.2348379201e-14	ENSG00000163823.3
CGB	102.244535281	5.6051728362	0.694171488323	8.07462266959	6.7685624669e-16	2.88019254373e-12	ENSG00000104827.12
CTD-2207O23.3	277.012824253	-4.8044846509	0.639414420834	-7.51388222467	5.73992272455e-14	1.95398449389e-10	ENSG00000268861.5
KMO	275.934825923	-2.60425183279	0.351257940412	-7.41407248967	1.22478918276e-13	2.97816238281e-10	ENSG00000117009.11
CCL14	1053.89947828	-3.64350257435	0.491347157537	-7.41533255755	1.21319994064e-13	2.97816238281e-10	ENSG00000276409.4
MS4A7	2416.83266883	-2.46222519393	0.333212863221	-7.38934616787	1.47552564625e-13	3.13936525311e-10	ENSG00000166927.12
CD36	4701.6323147	-3.35437984156	0.455984762918	-7.35634195341	1.89018436603e-13	3.57475867713e-10	ENSG00000135218.17
C19orf38	145.757263191	-2.11156011956	0.290902861871	-7.25864333537	3.9099192624e-13	6.65507357653e-10	ENSG00000214212.8
FCGR3A	5357.04369184	-1.90429680277	0.265435166207	-7.174244581	7.27075267302e-13	1.12504982952e-09	ENSG00000203747.9
KEL	148.99304814	-3.42747995835	0.480476682362	-7.13349905245	9.78489834091e-13	1.38790628884e-09	ENSG00000197993.7
PIK3R5	1087.09472814	-2.2257511955	0.313108591936	-7.10855994636	1.17259966368e-12	1.53529375965e-09	ENSG00000141506.13
PLEKHO2	3342.5556806	-1.33098919332	0.188170836541	-7.0733022066	1.51289510712e-12	1.83935625845e-09	ENSG00000241839.9
FGFBP1	371.611920381	3.81936116041	0.544278324924	7.01729425096	2.26205903062e-12	2.53599679761e-09	ENSG00000137440.4
S1PR1	1662.91100469	-1.53043775397	0.218323345802	-7.00995923431	2.38387572774e-12	2.53599679761e-09	ENSG00000170989.8
SLC7A11	457.994170951	2.70590507364	0.390411596907	6.93090342366	4.18161463529e-12	4.18678015925e-09	ENSG00000151012.13
FAM124A	192.368866233	-1.94169615448	0.280639854768	-6.91881827008	4.55426638164e-12	4.30656489344e-09	ENSG00000150510.15
ITGAX	3110.04319354	-1.76262602087	0.255593846476	-6.89619897025	5.34123724909e-12	4.78490522193e-09	ENSG00000140678.16
CD53	4809.53900311	-2.34519043334	0.349854448167	-6.70333175875	2.03720221602e-11	1.73376094594e-08	ENSG00000143119.12
CD52	3615.43333055	-2.81181545868	0.420398851632	-6.68844704919	2.25551227028e-11	1.82814639774e-08	ENSG00000169442.8
MMP13	413.122752294	3.91514224842	0.586489233172	6.67555690195	2.4629507636e-11	1.86080065856e-08	ENSG00000137745.11
EVL	5145.17042183	-1.48404574093	0.222411525524	-6.67252174738	2.51444774966e-11	1.86080065856e-08	ENSG00000196405.12
KLHL6	1397.33816079	-2.5181881724	0.379818035399	-6.62998577662	3.35719217978e-11	2.37507918729e-08	ENSG00000172578.11
PARVG	2566.17311833	-2.40027477553	0.362342704616	-6.62432207121	3.48845424372e-11	2.37507918729e-08	ENSG00000138964.16
NCKAP1L	3339.10890277	-2.3298653289	0.354097717584	-6.57972422075	4.71321646266e-11	3.08552528504e-08	ENSG00000123338.12
MS4A1	7941.86369029	-4.0845974493	0.621731772011	-6.56971001512	5.04133441879e-11	3.17809456083e-08	ENSG00000156738.17
ZBTB16	283.02785737	-2.29064453389	0.349309505961	-6.55763583528	5.46675080343e-11	3.32319876518e-08	ENSG00000109906.13
SOWAHD	118.590096684	-2.47054830925	0.380572705633	-6.49165920907	8.48961286561e-11	4.98281726157e-08	ENSG00000187808.4
CD72	999.815382946	-2.63564919898	0.406677917035	-6.48092529389	9.11618043558e-11	5.17221690647e-08	ENSG00000137101.12
