	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	geneId
CEP350	1343.01777863	0.184237144159	0.0374088343786	4.92496350712	8.43760993288e-07	0.016468527067	ENSG00000135837.15
RMND5A	1004.5814015	0.222522837537	0.0467081888669	4.76410759945	1.8969126864e-06	0.0185119709066	ENSG00000153561.12
TAPT1	691.08909225	0.17712999273	0.0423266304702	4.18483566403	2.85372475919e-05	0.185663332833	ENSG00000169762.16
CBFA2T3	238.073948329	-0.32766026915	0.0838742647676	-3.90656502394	9.36174590402e-05	0.456806391387	ENSG00000129993.14
GRIN3B	6.01993727023	0.0319709843751	0.117368237238	0.272398948196	0.785315281353	0.999466886941	ENSG00000116032.5
RBKS	67.0964914285	-0.0228498872449	0.114133356498	-0.200203410694	0.841321499827	0.999466886941	ENSG00000171174.13
SSRP1	2977.68077504	-0.0504451801527	0.0617337760747	-0.817140686352	0.41384803404	0.999466886941	ENSG00000149136.7
TIGAR	156.786757719	0.0498203616306	0.0976433237446	0.510228039358	0.609891710416	0.999466886941	ENSG00000078237.5
RNF44	1543.89024856	0.0729397192669	0.0827691797836	0.881242504246	0.378186578307	0.999466886941	ENSG00000146083.11
UQCC2	712.291245876	0.0105544500619	0.102573191941	0.102896769245	0.91804490186	0.999466886941	ENSG00000137288.9
ADGRD2	0.162134297078	-0.00123743568835	0.0181624495378	-0.0681315417161	0.945680922026	0.999466886941	ENSG00000180264.10
C11orf84	306.493492116	0.0353009166044	0.0932194998941	0.378685968542	0.704921074186	0.999466886941	ENSG00000168005.8
SPAG6	2.9057782997	-0.0364535035461	0.112890041395	-0.322911596944	0.746762193329	0.999466886941	ENSG00000077327.15
RPL23A	8547.91306054	-0.04555138064	0.0543421459429	-0.838233011406	0.401899850256	0.999466886941	ENSG00000198242.13
TRMT11	367.037081965	-0.0863954396924	0.0758637987221	-1.13882301108	0.254776982052	0.999466886941	ENSG00000066651.17
SLC24A2	13.6196722707	0.0323981941093	0.108314024445	0.299113566089	0.764853395632	0.999466886941	ENSG00000155886.11
ARL8B	1434.52487122	0.0989861366287	0.0742535567436	1.33308276357	0.182504645114	0.999466886941	ENSG00000134108.12
ZRANB1	775.89085405	0.140920833456	0.0986404422627	1.42863140334	0.153110203272	0.999466886941	ENSG00000019995.6
AKR1B1	1334.75799837	-0.00637706080197	0.0557238982675	-0.114440320944	0.908888752444	0.999466886941	ENSG00000085662.13
TMEM216	221.918810847	-0.0663442754511	0.0757143389395	-0.87624453149	0.380897112424	0.999466886941	ENSG00000187049.9
ZFP57	3.83903379159	-0.051390426347	0.0862680029052	-0.595706688648	0.551371189102	0.999466886941	ENSG00000204644.9
THAP2	170.574159527	0.0418862601467	0.116739949108	0.358799712237	0.719744927952	0.999466886941	ENSG00000173451.6
RRM2	248.089385376	-0.00722705095795	0.101791201928	-0.0709987780976	0.943398727975	0.999466886941	ENSG00000171848.13
DDHD1	606.012622602	-0.0853155510721	0.0725244209488	-1.17636997243	0.23944706548	0.999466886941	ENSG00000100523.14
MPHOSPH9	245.116905093	-0.0465707301853	0.0555397103535	-0.838512298478	0.401743043455	0.999466886941	ENSG00000051825.14
RAB4B	612.476694739	-0.0519787963705	0.0761346004308	-0.682722390035	0.494782278847	0.999466886941	ENSG00000167578.16
NPIPA3	145.041907378	-0.098056886628	0.117466038684	-0.834767969761	0.403848363442	0.999466886941	ENSG00000224712.10
MATN4	14.7284193491	-0.07138032952	0.113189838253	-0.630624891967	0.528285819186	0.999466886941	ENSG00000124159.15
HEATR5B	1099.21289494	0.111446458381	0.0859431008483	1.29674700216	0.194718251293	0.999466886941	ENSG00000008869.11
FMO2	364.19639012	-0.0601246550355	0.11753137255	-0.511562604358	0.608957163105	0.999466886941	ENSG00000094963.13
ZNF708	183.878430363	-0.0830437374363	0.0698412769614	-1.18903521025	0.234425811676	0.999466886941	ENSG00000182141.9
SCN3B	67.0692993168	0.0103968157168	0.116063758132	0.089578485861	0.928622181457	0.999466886941	ENSG00000166257.8
BAIAP3	375.944687945	-0.0350525512899	0.117293814098	-0.298843988997	0.765059085367	0.999466886941	ENSG00000007516.13
RC3H2	1038.41099573	0.081587179829	0.0555371377821	1.46905625834	0.141817530656	0.999466886941	ENSG00000056586.15
HARBI1	66.3377873227	0.177354581146	0.0987302613355	1.7963548232	0.0724381039159	0.999466886941	ENSG00000180423.4
