	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	geneId
ALB	2294.33920668	-0.684873677961	0.138464281327	-4.94621191399	7.56715794551e-07	0.0128346565914	ENSG00000163631.16
NR1I3	84.6078218593	-0.639189770433	0.135445345246	-4.71917118505	2.36807483586e-06	0.0200824586455	ENSG00000143257.11
CH507-152C13.3	1387.30026908	-0.59493705855	0.132573828977	-4.48759052327	7.20332082848e-06	0.0407251748573	ENSG00000276076.4
ALDOB	66772.0968811	-0.579836818493	0.135546819093	-4.27776042532	1.88783037184e-05	0.0593216472271	ENSG00000136872.17
TPPP3	1665.50361882	-0.54344821299	0.125873342992	-4.31742098901	1.57862889663e-05	0.0593216472271	ENSG00000159713.10
ASPRV1	135.659453942	-0.365340961899	0.085878879271	-4.25414217093	2.09851944675e-05	0.0593216472271	ENSG00000244617.2
NBN	3373.76980886	0.306811911555	0.0732571869161	4.18814759987	2.81240592474e-05	0.0596265211119	ENSG00000104320.13
CALML3	406.605596134	-0.562894889201	0.133493167981	-4.21665690996	2.47950777569e-05	0.0596265211119	ENSG00000178363.4
BPI	36.4446221226	-0.566500047803	0.136273612843	-4.15707807245	3.22343856487e-05	0.0607474905542	ENSG00000101425.12
ESYT1	7167.90006355	0.320714504273	0.0780260817909	4.11034998698	3.95059869203e-05	0.0670061044156	ENSG00000139641.12
MOGAT2	25.6015832905	-0.514614923274	0.128824964262	-3.99468322169	6.47808085057e-05	0.0915622744221	ENSG00000166391.14
PCDHGB4	297.575557115	0.528553025359	0.131865144349	4.00828458476	6.11613916025e-05	0.0915622744221	ENSG00000253953.2
EFTUD2	3678.17378739	0.187474359083	0.0472857603256	3.96471068229	7.34850195768e-05	0.0958753397725	ENSG00000108883.12
CYP2E1	126.579904951	-0.482172088241	0.125309156722	-3.84785997173	0.000119154122666	0.0982294423361	ENSG00000130649.9
CPNE6	95.0502988305	-0.514283251885	0.133772994065	-3.84444749465	0.000120824350084	0.0982294423361	ENSG00000100884.9
PFAS	1159.52513932	0.258446296046	0.0661481667799	3.90708176247	9.34175491779e-05	0.0982294423361	ENSG00000178921.13
ASB15	80.1154387616	-0.509860898855	0.132288328616	-3.85416388723	0.000116125792604	0.0982294423361	ENSG00000146809.12
GLB1L3	76.858282765	-0.528092624678	0.137422666433	-3.84283494409	0.00012162126579	0.0982294423361	ENSG00000166105.15
SLC28A2	41.8062633796	-0.535231998943	0.138098146923	-3.87573628516	0.000106302766774	0.0982294423361	ENSG00000137860.11
WDR49	8.34831913055	-0.534788826117	0.137793285354	-3.88109496587	0.00010398722276	0.0982294423361	ENSG00000174776.10
DHRS4L2	2185.78048712	-0.400495931488	0.103615615688	-3.8652082394	0.000110994459529	0.0982294423361	ENSG00000187630.14
FABP1	2045.24592585	-0.519918770472	0.136140935675	-3.81897456406	0.000134007578315	0.103313751627	ENSG00000163586.9
DGKI	338.211285174	-0.446995166032	0.118241961496	-3.78034295419	0.000156612480929	0.115491490827	ENSG00000157680.15
SLC5A2	1333.2404552	-0.517799754694	0.138461837511	-3.73965681809	0.000184271660248	0.125017265179	ENSG00000140675.12
LGALS4	1393.61405006	-0.515710280144	0.137899318814	-3.73975944608	0.000184196444082	0.125017265179	ENSG00000171747.8
AGXT	236.435823635	-0.510194490818	0.138459970117	-3.6847797265	0.000228900513749	0.149322369758	ENSG00000172482.4
HIST1H2AG	42.9563858733	0.483107716524	0.132576511393	3.64399177084	0.000268442006002	0.162608745136	ENSG00000196787.3
ELAC2	2895.47210411	0.199623082873	0.0547489011296	3.64615688634	0.000266191496568	0.162608745136	ENSG00000006744.18
RP11-295K3.1	103.771150693	0.460238559939	0.12667523879	3.63321643864	0.000279910030548	0.16370875959	ENSG00000250644.2
TSR1	2404.12087993	0.214140150061	0.059512442708	3.59824165026	0.000320375879545	0.172578833549	ENSG00000167721.10
TRIM7	252.244346143	-0.477047652728	0.132733321121	-3.59403086353	0.000325601242472	0.172578833549	ENSG00000146054.17
ADAM9	7084.99509534	0.351006108013	0.0976002421523	3.59636513468	0.00032269476455	0.172578833549	ENSG00000168615.11
TRPM6	135.511469911	-0.477112968197	0.133188489692	-3.58223874527	0.000340662239179	0.17509006784	ENSG00000119121.21
RP4-583P15.14	411.925477802	-0.480814832776	0.13523432607	-3.55542003832	0.000377375707251	0.177796371408	ENSG00000273047.1
VSIG8	64.993346245	-0.490296715494	0.137832035683	-3.55720433979	0.000374822591989	0.177796371408	ENSG00000243284.1
FAM212B	541.716700754	-0.311359594135	0.0872169953544	-3.56994176272	0.000357060599644	0.177796371408	ENSG00000197852.9
FAM132B	133.079565193	0.473504894723	0.134861185555	3.51105392388	0.00044633385022	0.202228624034	ENSG00000178752.15
KLK1	1753.98438899	-0.460535980368	0.131316667703	-3.50706417109	0.000453079872254	0.202228624034	ENSG00000167748.10
MSI1	64.8842322806	-0.412087225043	0.118297794474	-3.48347343985	0.000494952229913	0.207606077932	ENSG00000135097.6
SYPL1	6879.71773395	0.237224140785	0.0681724029891	3.47976791758	0.000501848310549	0.207606077932	ENSG00000008282.7
RFC3	328.918308217	0.279733019909	0.0803129809104	3.48303620085	0.000495761321312	0.207606077932	ENSG00000133119.12
AKR1B1	12870.3024045	0.420137515348	0.124826929349	3.3657602373	0.000763330258865	0.212263656647	ENSG00000085662.13
XPNPEP2	1758.09170953	-0.458472510068	0.137638467471	-3.3309910993	0.000865373693445	0.212263656647	ENSG00000122121.10
DDN	450.799791228	-0.470279163605	0.138234000827	-3.40205131005	0.000668820795923	0.212263656647	ENSG00000181418.7
NSF	2372.4276662	0.237133912708	0.0711186754283	3.33434096291	0.000855017788905	0.212263656647	ENSG00000073969.18
RBPMS2	758.873104477	-0.351712344805	0.105682110787	-3.32802157512	0.000874650924632	0.212263656647	ENSG00000166831.8
SOST	219.744128451	-0.449021475068	0.131143184592	-3.42390248084	0.000617287680529	0.212263656647	ENSG00000167941.2
COG1	2086.9077974	0.184850969836	0.055039876975	3.35849169721	0.000783690754969	0.212263656647	ENSG00000166685.11
RP4-583P15.15	510.932918343	-0.40360387337	0.118657585925	-3.40141652321	0.000670375991423	0.212263656647	ENSG00000273154.3
CELF3	5.01394153991	-0.45962969174	0.138082770837	-3.32865345151	0.000872669160741	0.212263656647	ENSG00000159409.14
UGT2A1	89.0079883958	-0.404146616494	0.11799637919	-3.4250764241	0.000614626502414	0.212263656647	ENSG00000173610.11
ERICH4	72.054493161	-0.474080044051	0.13843262245	-3.42462662095	0.000615644884111	0.212263656647	ENSG00000204978.2
VPS41	3040.76414455	0.21583208717	0.0645237084351	3.34500437753	0.000822812717152	0.212263656647	ENSG00000006715.15
MT-CYB	940295.540416	-0.439459420733	0.129811806478	-3.38535787041	0.000710855115743	0.212263656647	ENSG00000198727.2
UPP2	255.006865551	-0.460628937537	0.138118402642	-3.33502942928	0.000852903723889	0.212263656647	ENSG00000007001.12
SLC34A3	275.930311461	-0.46531013128	0.137715355236	-3.37878176681	0.000728077794002	0.212263656647	ENSG00000198569.9
ASPDH	402.34165424	-0.468456494139	0.138434925331	-3.38394731689	0.000714517119226	0.212263656647	ENSG00000204653.9
ALG8	1301.00823456	0.168880151987	0.0498101492718	3.39047672926	0.000697711776838	0.212263656647	ENSG00000159063.12
ATP6V1C2	1137.8733556	-0.460499311814	0.13494729592	-3.41243823133	0.000643845164646	0.212263656647	ENSG00000143882.9
TRIM50	154.052844796	-0.464628533187	0.138293392741	-3.35973052638	0.000780185309622	0.212263656647	ENSG00000146755.10
CNNM1	314.117746144	0.454203778423	0.136496703823	3.32758056203	0.000876036552404	0.212263656647	ENSG00000119946.10
PRKX	2040.60177496	0.352653950401	0.102457173652	3.44196446017	0.00057750611789	0.212263656647	ENSG00000183943.5
ASPH	8048.45955882	0.289289801903	0.0846210262313	3.41865154308	0.000629322628036	0.212263656647	ENSG00000198363.15
PRPF8	13411.7503876	0.233053937224	0.0699614224552	3.33117779835	0.000864793477662	0.212263656647	ENSG00000174231.16
TTC36	58.2801680198	-0.46028452496	0.137638037124	-3.3441665878	0.000825301640122	0.212263656647	ENSG00000172425.10
HRASLS2	70.1713116735	-0.453460908756	0.133314364298	-3.40144073104	0.00067031662185	0.212263656647	ENSG00000133328.3
PIPOX	1618.34760501	-0.464278859387	0.137872630919	-3.36744759488	0.000758674439423	0.212263656647	ENSG00000179761.11
ACSBG2	17.6053407462	-0.459220838266	0.136372921187	-3.36739019938	0.000758832373057	0.212263656647	ENSG00000130377.13
RP11-192H23.4	378.062519289	-0.453097345985	0.133102517505	-3.40412303598	0.000663768480132	0.212263656647	ENSG00000258472.8
