query	_id	_score	entrezgene	name	notfound	summary	symbol
SUMO1	7341	94.68412	7341.0	small ubiquitin-like modifier 1		This gene encodes a protein that is a member of the SUMO (small ubiquitin-like modifier) protein family. It functions in a manner similar to ubiquitin in that it is bound to target proteins as part of a post-translational modification system. However, unlike ubiquitin which targets proteins for degradation, this protein is involved in a variety of cellular processes, such as nuclear transport, transcriptional regulation, apoptosis, and protein stability. It is not active until the last four amino acids of the carboxy-terminus have been cleaved off. Several pseudogenes have been reported for this gene. Alternate transcriptional splice variants encoding different isoforms have been characterized.	SUMO1
TMCO1	54499	98.28605	54499.0	transmembrane and coiled-coil domains 1		This locus encodes a transmembrane protein. Mutations at this locus have been associated with craniofacial dysmorphism, skeletal anomalies, and mental retardation. Mutations at this locus have also been associated with open angle glaucoma blindness. Alternatively spliced transcript variants have been described.	TMCO1
SUMO2	6613	95.647766	6613.0	small ubiquitin-like modifier 2		This gene encodes a protein that is a member of the SUMO (small ubiquitin-like modifier) protein family. It functions in a manner similar to ubiquitin in that it is bound to target proteins as part of a post-translational modification system. However, unlike ubiquitin which targets proteins for degradation, this protein is involved in a variety of cellular processes, such as nuclear transport, transcriptional regulation, apoptosis, and protein stability. It is not active until the last two amino acids of the carboxy-terminus have been cleaved off. Numerous pseudogenes have been reported for this gene. Alternate transcriptional splice variants, encoding different isoforms, have been characterized.	SUMO2
ERGIC3	51614	97.941216	51614.0	ERGIC and golgi 3			ERGIC3
SRP9	6726	95.144135	6726.0	signal recognition particle 9			SRP9
SPINT2	10653	98.28605	10653.0	serine peptidase inhibitor, Kunitz type 2		This gene encodes a transmembrane protein with two extracellular Kunitz domains that inhibits a variety of serine proteases. The protein inhibits HGF activator which prevents the formation of active hepatocyte growth factor. This gene is a putative tumor suppressor, and mutations in this gene result in congenital sodium diarrhea. Multiple transcript variants encoding different isoforms have been found for this gene.	SPINT2
SGPL1	8879	95.382164	8879.0	sphingosine-1-phosphate lyase 1			SGPL1
SLC39A11	201266	94.687675	201266.0	solute carrier family 39 member 11			SLC39A11
TPD52	7163	94.25345	7163.0	tumor protein D52			TPD52
DARS	1615	92.56966	1615.0	aspartyl-tRNA synthetase		This gene encodes a member of a multienzyme complex that functions in mediating the attachment of amino acids to their cognate tRNAs. The encoded protein ligates L-aspartate to tRNA(Asp). Mutations in this gene have been found in patients showing hypomyelination with brainstem and spinal cord involvement and leg spasticity. Alternative splicing results in multiple transcript variants.	DARS
PERP	64065	94.707214	64065.0	PERP, TP53 apoptosis effector			PERP
CSNK2A1	1457	100.28066	1457.0	casein kinase 2 alpha 1		Casein kinase II is a serine/threonine protein kinase that phosphorylates acidic proteins such as casein. It is involved in various cellular processes, including cell cycle control, apoptosis, and circadian rhythm. The kinase exists as a tetramer and is composed of an alpha, an alpha-prime, and two beta subunits. The alpha subunits contain the catalytic activity while the beta subunits undergo autophosphorylation. The protein encoded by this gene represents the alpha subunit. While this gene is found on chromosome 20, a related transcribed pseudogene is found on chromosome 11. Three transcript variants encoding two different proteins have been found for this gene.	CSNK2A1
LYPLA1	10434	95.143684	10434.0	lysophospholipase I		This gene encodes a member of the alpha/beta hydrolase superfamily. The encoded protein functions as a homodimer, exhibiting both depalmitoylating as well as lysophospholipase activity, and may be involved in Ras localization and signaling. Alternate splicing results in multiple transcript variants. Pseudogenes of this gene have been defined on chromosomes 4, 6, and 7.	LYPLA1
ZYG11A	440590	98.30559	440590.0	zyg-11 family member A, cell cycle regulator			ZYG11A
FAM222B	55731	94.69042	55731.0	family with sequence similarity 222 member B			FAM222B
DPY30	84661	95.405426	84661.0	dpy-30, histone methyltransferase complex regulatory subunit		This gene encodes an integral core subunit of the SET1/MLL family of H3K4 methyltransferases. The encoded protein directly controls cell cycle regulators and plays an important role in the proliferation and differentiation of human hematopoietic progenitor cells.	DPY30
