query	_id	_score	entrezgene	name	notfound	summary	symbol
ACTG1	71	95.38185	71.0	actin gamma 1		Actins are highly conserved proteins that are involved in various types of cell motility, and maintenance of the cytoskeleton. In vertebrates, three main groups of actin isoforms, alpha, beta and gamma have been identified. The alpha actins are found in muscle tissues and are a major constituent of the contractile apparatus. The beta and gamma actins co-exist in most cell types as components of the cytoskeleton, and as mediators of internal cell motility. Actin, gamma 1, encoded by this gene, is a cytoplasmic actin found in non-muscle cells. Mutations in this gene are associated with DFNA20/26, a subtype of autosomal dominant non-syndromic sensorineural progressive hearing loss. Alternative splicing results in multiple transcript variants.	ACTG1
SUMO1	7341	94.68412	7341.0	small ubiquitin-like modifier 1		This gene encodes a protein that is a member of the SUMO (small ubiquitin-like modifier) protein family. It functions in a manner similar to ubiquitin in that it is bound to target proteins as part of a post-translational modification system. However, unlike ubiquitin which targets proteins for degradation, this protein is involved in a variety of cellular processes, such as nuclear transport, transcriptional regulation, apoptosis, and protein stability. It is not active until the last four amino acids of the carboxy-terminus have been cleaved off. Several pseudogenes have been reported for this gene. Alternate transcriptional splice variants encoding different isoforms have been characterized.	SUMO1
MLEC	9761	94.68811	9761.0	malectin		This gene encodes the carbohydrate-binding protein malectin which is a Type I membrane-anchored endoplasmic reticulum protein. This protein has an affinity for Glc2Man9GlcNAc2 (G2M9) N-glycans and is involved in regulating glycosylation in the endoplasmic reticulum. This protein has also been shown to interact with ribophorin I and may be involved in the directing the degradation of misfolded proteins. Alternate splicing results in multiple transcript variants.	MLEC
UQCRH	7388	104.41984	7388.0	ubiquinol-cytochrome c reductase hinge protein			UQCRH
ANP32A	8125	93.84902	8125.0	acidic nuclear phosphoprotein 32 family member A			ANP32A
DLG3	1741	92.08	1741.0	discs large MAGUK scaffold protein 3		This gene encodes a member of the membrane-associated guanylate kinase protein family. The encoded protein may play a role in clustering of NMDA receptors at excitatory synapses. It may also negatively regulate cell proliferation through interaction with the C-terminal region of the adenomatosis polyposis coli tumor suppressor protein. Mutations in this gene have been associated with X-linked mental retardation. Alternatively spliced transcript variants have been described.	DLG3
SPINT1	6692	94.69105	6692.0	serine peptidase inhibitor, Kunitz type 1		The protein encoded by this gene is a member of the Kunitz family of serine protease inhibitors. The protein is a potent inhibitor specific for HGF activator and is thought to be involved in the regulation of the proteolytic activation of HGF in injured tissues. Alternative splicing results in multiple variants encoding different isoforms.	SPINT1
TPD52	7163	94.25345	7163.0	tumor protein D52			TPD52
DSC2	1824	99.42267	1824.0	desmocollin 2		This gene encodes a member of the desmocollin protein subfamily. Desmocollins, along with desmogleins, are cadherin-like transmembrane glycoproteins that are major components of the desmosome. Desmosomes are cell-cell junctions that help resist shearing forces and are found in high concentrations in cells subject to mechanical stress. This gene is found in a cluster with other desmocollin family members on chromosome 18. Mutations in this gene are associated with arrhythmogenic right ventricular dysplasia-11, and reduced protein expression has been described in several types of cancer. Alternative splicing results in multiple transcript variants.	DSC2
RPL19	6143	90.256	6143.0	ribosomal protein L19		Ribosomes, the organelles that catalyze protein synthesis, consist of a small 40S subunit and a large 60S subunit. Together these subunits are composed of 4 RNA species and approximately 80 structurally distinct proteins. This gene encodes a ribosomal protein that is a component of the 60S subunit. The protein belongs to the L19E family of ribosomal proteins. It is located in the cytoplasm. As is typical for genes encoding ribosomal proteins, there are multiple processed pseudogenes of this gene dispersed through the genome.	RPL19
TOR3A	64222	93.275116	64222.0	torsin family 3 member A			TOR3A
CDH3	1001	98.64994	1001.0	cadherin 3		This gene encodes a classical cadherin of the cadherin superfamily. Alternative splicing results in multiple transcript variants, at least one of which encodes a preproprotein that is proteolytically processed to generate the mature glycoprotein. This calcium-dependent cell-cell adhesion protein is comprised of five extracellular cadherin repeats, a transmembrane region and a highly conserved cytoplasmic tail. This gene is located in a gene cluster in a region on the long arm of chromosome 16 that is involved in loss of heterozygosity events in breast and prostate cancer. In addition, aberrant expression of this protein is observed in cervical adenocarcinomas. Mutations in this gene are associated with hypotrichosis with juvenile macular dystrophy and ectodermal dysplasia, ectrodactyly, and macular dystrophy syndrome (EEMS).	CDH3
SUMO2	6613	95.647766	6613.0	small ubiquitin-like modifier 2		This gene encodes a protein that is a member of the SUMO (small ubiquitin-like modifier) protein family. It functions in a manner similar to ubiquitin in that it is bound to target proteins as part of a post-translational modification system. However, unlike ubiquitin which targets proteins for degradation, this protein is involved in a variety of cellular processes, such as nuclear transport, transcriptional regulation, apoptosis, and protein stability. It is not active until the last two amino acids of the carboxy-terminus have been cleaved off. Numerous pseudogenes have been reported for this gene. Alternate transcriptional splice variants, encoding different isoforms, have been characterized.	SUMO2
DPY30	84661	95.405426	84661.0	dpy-30, histone methyltransferase complex regulatory subunit		This gene encodes an integral core subunit of the SET1/MLL family of H3K4 methyltransferases. The encoded protein directly controls cell cycle regulators and plays an important role in the proliferation and differentiation of human hematopoietic progenitor cells.	DPY30
P4HB	5034	93.275116	5034.0	prolyl 4-hydroxylase subunit beta		This gene encodes the beta subunit of prolyl 4-hydroxylase, a highly abundant multifunctional enzyme that belongs to the protein disulfide isomerase family. When present as a tetramer consisting of two alpha and two beta subunits, this enzyme is involved in hydroxylation of prolyl residues in preprocollagen. This enzyme is also a disulfide isomerase containing two thioredoxin domains that catalyze the formation, breakage and rearrangement of disulfide bonds. Other known functions include its ability to act as a chaperone that inhibits aggregation of misfolded proteins in a concentration-dependent manner, its ability to bind thyroid hormone, its role in both the influx and efflux of S-nitrosothiol-bound nitric oxide, and its function as a subunit of the microsomal triglyceride transfer protein complex.	P4HB
THOC6	79228	101.25468	79228.0	THO complex 6		This gene encodes a subunit of the multi-protein THO complex, which is involved in coordination between transcription and mRNA processing. The THO complex is a component of the TREX (transcription/export) complex, which is involved in transcription and export of mRNAs. A missense mutation in this gene is associated with a neurodevelopmental disorder called Beaulieu-Boycott-Innes syndrome.	THOC6
