query	_id	_score	entrezgene	name	notfound	summary	symbol
UBL5	59286	95.40171	59286.0	ubiquitin like 5		This gene encodes a member of a group of proteins similar to ubiquitin. The encoded protein is not thought to degrade proteins like ubiquitin but to affect their function through being bound to target proteins by an isopeptide bond. The gene product has been studied as a link to predisposition to obesity based on its expression in Psammomys obesus, the fat sand rat, which is an animal model for obesity studies. Variation in this gene was found to be significantly associated with some metabolic traits (PMID: 15331561) but not associated with childhood obesity (PMID: 19189687). Pseudogenes of this gene are located on chromosomes 3, 5 and 17. Multiple alternatively spliced variants, encoding the same protein, have been identified.	UBL5
TMEM183A	92703	94.68735	92703.0	transmembrane protein 183A			TMEM183A
TMCO1	54499	98.28605	54499.0	transmembrane and coiled-coil domains 1		This locus encodes a transmembrane protein. Mutations at this locus have been associated with craniofacial dysmorphism, skeletal anomalies, and mental retardation. Mutations at this locus have also been associated with open angle glaucoma blindness. Alternatively spliced transcript variants have been described.	TMCO1
SUMO2	6613	95.647766	6613.0	small ubiquitin-like modifier 2		This gene encodes a protein that is a member of the SUMO (small ubiquitin-like modifier) protein family. It functions in a manner similar to ubiquitin in that it is bound to target proteins as part of a post-translational modification system. However, unlike ubiquitin which targets proteins for degradation, this protein is involved in a variety of cellular processes, such as nuclear transport, transcriptional regulation, apoptosis, and protein stability. It is not active until the last two amino acids of the carboxy-terminus have been cleaved off. Numerous pseudogenes have been reported for this gene. Alternate transcriptional splice variants, encoding different isoforms, have been characterized.	SUMO2
GGPS1	9453	91.94669	9453.0	geranylgeranyl diphosphate synthase 1		This gene is a member of the prenyltransferase family and encodes a protein with geranylgeranyl diphosphate (GGPP) synthase activity. The enzyme catalyzes the synthesis of GGPP from farnesyl diphosphate and isopentenyl diphosphate. GGPP is an important molecule responsible for the C20-prenylation of proteins and for the regulation of a nuclear hormone receptor. Alternate transcriptional splice variants, both protein-coding and non-protein-coding, have been found for this gene.	GGPS1
KIAA1429	25962	93.08876	25962.0	KIAA1429			KIAA1429
PRPF6	24148	94.71092	24148.0	pre-mRNA processing factor 6		The protein encoded by this gene appears to be involved in pre-mRNA splicing, possibly acting as a bridging factor between U5 and U4/U6 snRNPs in formation of the spliceosome. The encoded protein also can bind androgen receptor, providing a link between transcriptional activation and splicing.	PRPF6
TOMM6	100188893	97.6332	100188893.0	translocase of outer mitochondrial membrane 6			TOMM6
ATP6AP1	537	92.260666	537.0	ATPase H+ transporting accessory protein 1		This gene encodes a component of a multisubunit enzyme that mediates acidification of eukaryotic intracellular organelles. Vacuolar ATPase (V-ATPase) is comprised of a cytosolic V1 (site of the ATP catalytic site) and a transmembrane V0 domain. V-ATPase dependent organelle acidification is necessary for such intracellular processes as protein sorting, zymogen activation, and receptor-mediated endocytosis. The encoded protein of this gene may assist in the V-ATPase-mediated acidification of neuroendocrine secretory granules. This protein may also play a role in early development.	ATP6AP1
EIF3E	3646	92.10085	3646.0	eukaryotic translation initiation factor 3 subunit E			EIF3E
COMMD5	28991	97.96479	28991.0	COMM domain containing 5			COMMD5
CNPY2	10330	91.61593	10330.0	canopy FGF signaling regulator 2			CNPY2
DRAP1	10589	98.309296	10589.0	DR1 associated protein 1		Transcriptional repression is a general mechanism for regulating transcriptional initiation in organisms ranging from yeast to humans.  Accurate initiation of transcription from eukaryotic protein-encoding genes requires the assembly of a large multiprotein complex consisting of RNA polymerase II and general transcription factors such as TFIIA, TFIIB, and TFIID. DR1 is a repressor that interacts with the TATA-binding protein (TBP) of TFIID and prevents the formation of an active transcription complex by precluding the entry of TFIIA and/or TFIIB into the preinitiation complex. The protein encoded by this gene is a corepressor of transcription that interacts with DR1 to enhance DR1-mediated repression. The interaction between this corepressor and DR1 is required for corepressor function and appears to stabilize the TBP-DR1-DNA complex.	DRAP1
C19orf53	28974	116.892975	28974.0	chromosome 19 open reading frame 53			C19orf53
CDKN2A	1029	103.65793	1029.0	cyclin dependent kinase inhibitor 2A		This gene generates several transcript variants which differ in their first exons. At least three alternatively spliced variants encoding distinct proteins have been reported, two of which encode structurally related isoforms known to function as inhibitors of CDK4 kinase. The remaining transcript includes an alternate first exon located 20 Kb upstream of the remainder of the gene; this transcript contains an alternate open reading frame (ARF) that specifies a protein which is structurally unrelated to the products of the other variants. This ARF product functions as a stabilizer of the tumor suppressor protein p53 as it can interact with, and sequester, the E3 ubiquitin-protein ligase MDM2, a protein responsible for the degradation of p53. In spite of the structural and functional differences, the CDK inhibitor isoforms and the ARF product encoded by this gene, through the regulatory roles of CDK4 and p53 in cell cycle G1 progression, share a common functionality in cell cycle G1 control. This gene is frequently mutated or deleted in a wide variety of tumors, and is known to be an important tumor suppressor gene.	CDKN2A
SCAMP3	10067	95.63159	10067.0	secretory carrier membrane protein 3		This gene encodes an integral membrane protein that belongs to the secretory carrier membrane protein family. The encoded protein functions as a carrier to the cell surface in post-golgi recycling pathways. This protein is also involved in protein trafficking in endosomal pathways. Two transcript variants encoding different isoforms have been found for this gene.	SCAMP3
GNPAT	8443	93.67429	8443.0	glyceronephosphate O-acyltransferase		This gene encodes an enzyme located in the peroxisomal membrane which is essential to the synthesis of ether phospholipids. Mutations in this gene are associated with rhizomelic chondrodysplasia punctata. Two transcript variants encoding different isoforms have been found for this gene.	GNPAT
THOC7	80145	93.67365	80145.0	THO complex 7			THOC7
NTPCR	84284	91.773346	84284.0	nucleoside-triphosphatase, cancer-related		The protein encoded by this gene is a non-specific nucleoside triphosphatase that is slow-acting in vitro. This gene is overexpressed in many tumor tissues, and while it is not essential for the cell, overexpression is cytotoxic. However, the cytotoxicity is not related to its triphosphatase activity.	NTPCR
ROBO1	6091	95.62466	6091.0	roundabout guidance receptor 1		Bilateral symmetric nervous systems have special midline structures that establish a partition between the two mirror image halves. Some axons project toward and across the midline in response to long-range chemoattractants emanating from the midline. The product of this gene is a member of the immunoglobulin gene superfamily and encodes an integral membrane protein that functions in axon guidance and neuronal precursor cell migration. This receptor is activated by SLIT-family proteins, resulting in a repulsive effect on glioma cell guidance in the developing brain. A related gene is located at an adjacent region on chromosome 3. Multiple transcript variants encoding different isoforms have been found for this gene.	ROBO1
MAF1	84232	94.469345	84232.0	MAF1 homolog, negative regulator of RNA polymerase III		This gene encodes a protein that is similar to Maf1, a Saccharomyces cerevisiae protein highly conserved in eukaryotic cells. Yeast Maf1 is a negative effector of RNA polymerase III (Pol III). It responds to changes in the cellular environment and represses pol III transcription. Biochemical studies identified the initiation factor TFIIIB as a target for Maf1-dependent repression.	MAF1
