query	_id	_score	entrezgene	name	notfound	summary	symbol
FBXO17	115290	101.25391	115290.0	F-box protein 17		This gene encodes a member of the F-box protein family which is characterized by the F-box motif. The F-box proteins constitute one of the four subunits of the ubiquitin protein ligase complex called SCFs (SKP1-cullin-F-box), which function in phosphorylation-dependent ubiquitination. The F-box proteins are divided into 3 classes: Fbws containing WD-40 domains, Fbls containing leucine-rich repeats, and Fbxs containing either different protein-protein interaction modules or no recognizable motifs. The protein encoded by this gene belongs to the Fbxs class and it contains an F-box domain. Alternative splicing results in multiple transcript variants.	FBXO17
CSNK2B-LY6G5B-1181					True		
CAPRIN2	65981	95.14337	65981.0	caprin family member 2		The protein encoded by this gene may regulate the transport of mRNA. It may play a role in the differentiation of erythroblasts. Multiple transcript variants encoding different isoforms have been found for this gene.	CAPRIN2
TNRC6A	27327	94.06987	27327.0	trinucleotide repeat containing 6A		This gene encodes a member of the trinucleotide repeat containing 6 protein family. The protein functions in post-transcriptional gene silencing through the RNA interference (RNAi) and microRNA pathways. The protein associates with messenger RNAs and Argonaute proteins in cytoplasmic bodies known as GW-bodies or P-bodies. Inhibiting expression of this gene delocalizes other GW-body proteins and impairs RNAi and microRNA-induced gene silencing.	TNRC6A
MROH7	374977	97.6332	374977.0	maestro heat like repeat family member 7			MROH7
ENTHD2					True		
RP11-347C12.1					True		
DLG4	1742	97.316826	1742.0	discs large MAGUK scaffold protein 4		This gene encodes a member of the membrane-associated guanylate kinase (MAGUK) family. It heteromultimerizes with another MAGUK protein, DLG2, and is recruited into NMDA receptor and potassium channel clusters. These two MAGUK proteins may interact at postsynaptic sites to form a multimeric scaffold for the clustering of receptors, ion channels, and associated signaling proteins. Multiple transcript variants encoding different isoforms have been found for this gene.	DLG4
ZNF354B	117608	104.397026	117608.0	zinc finger protein 354B			ZNF354B
FAM153A	285596	107.15725	285596.0	family with sequence similarity 153 member A			FAM153A
COL27A1	85301	92.40342	85301.0	collagen type XXVII alpha 1 chain		This gene encodes a member of the fibrillar collagen family, and plays a role during the calcification of cartilage and the transition of cartilage to bone. The encoded protein product is a preproprotein. It includes an N-terminal signal peptide, which is followed by an N-terminal propetide, mature peptide and a C-terminal propeptide. The N-terminal propeptide contains thrombospondin N-terminal-like and laminin G-like domains. The mature peptide is a major triple-helical region. The C-terminal propeptide, also known as COLFI domain, plays crucial roles in tissue growth and repair. Mutations in this gene cause Steel syndrome. Alternatively spliced transcript variants have been found, but the full-length nature of some variants has not been determined.	COL27A1
RNF207	388591	94.071815	388591.0	ring finger protein 207			RNF207
SLC26A10	65012	95.88235	65012.0	solute carrier family 26 member 10			SLC26A10
EP400NL	347918	116.89057	347918.0	EP400 N-terminal like			EP400NL
DMTF1	9988	95.14706	9988.0	cyclin D binding myb like transcription factor 1		This gene encodes a transcription factor that contains a cyclin D-binding domain, three central Myb-like repeats, and two flanking acidic transactivation domains at the N- and C-termini. The encoded protein is induced by the oncogenic Ras signaling pathway and functions as a tumor suppressor by activating the transcription of ARF and thus the ARF-p53 pathway to arrest cell growth or induce apoptosis. It also activates the transcription of aminopeptidase N and may play a role in hematopoietic cell differentiation. The transcriptional activity of this protein is regulated by binding of D-cyclins. This gene is hemizygously deleted in approximately 40% of human non-small-cell lung cancer and is a potential prognostic and gene-therapy target for non-small-cell lung cancer. Multiple transcript variants encoding different isoforms have been found for this gene.	DMTF1
LUC7L3	51747	91.91988	51747.0	LUC7 like 3 pre-mRNA splicing factor		This gene encodes a protein with an N-terminal half that contains cysteine/histidine motifs and leucine zipper-like repeats, and the C-terminal half is rich in arginine and glutamate residues (RE domain) and arginine and serine residues (RS domain). This protein localizes with a speckled pattern in the nucleus, and could be involved in the formation of splicesome via the RE and RS domains. Two alternatively spliced transcript variants encoding the same protein have been found for this gene.	LUC7L3
PRSS53	339105	96.16463	339105.0	protease, serine 53			PRSS53
CCNL2	81669	94.68735	81669.0	cyclin L2		The protein encoded by this gene belongs to the cyclin family. Through its interaction with several proteins, such as RNA polymerase II, splicing factors, and cyclin-dependent kinases, this protein functions as a regulator of the pre-mRNA splicing process, as well as in inducing apoptosis by modulating the expression of apoptotic and antiapoptotic proteins. Alternatively spliced transcript variants encoding different isoforms have been described for this gene.	CCNL2
MAN2C1	4123	92.24256	4123.0	mannosidase alpha class 2C member 1			MAN2C1
RP11-574K11.31					True		
CLCN6	1185	93.48468	1185.0	chloride voltage-gated channel 6		This gene encodes a member of the voltage-dependent chloride channel protein family. Members of this family can function as either chloride channels or antiporters. This protein is primarily localized to late endosomes and functions as a chloride/proton antiporter. Alternate splicing results in both coding and non-coding variants. Additional alternately spliced variants have been described but their full-length structure is unknown.	CLCN6
SGK494	124923	111.49751	124923.0	uncharacterized serine/threonine-protein kinase SgK494			SGK494
CENPT	80152	95.62866	80152.0	centromere protein T		The centromere is a specialized chromatin domain, present throughout the cell cycle, that acts as a platform on which the transient assembly of the kinetochore occurs during mitosis. All active centromeres are characterized by the presence of long arrays of nucleosomes in which CENPA (MIM 117139) replaces histone H3 (see MIM 601128). CENPT is an additional factor required for centromere assembly (Foltz et al., 2006 [PubMed 16622419]).	CENPT
FAM193B	54540	94.91277	54540.0	family with sequence similarity 193 member B			FAM193B
L3MBTL1	26013	94.91232	26013.0	l(3)mbt-like 1 (Drosophila)		This gene represents a polycomb group gene. The encoded protein functions to regulate gene activity, likely via chromatin modification. The encoded protein may also be necessary for mitosis. Alternatively spliced transcript variants encoding different isoforms have been identified.	L3MBTL1
STARD9	57519	92.91415	57519.0	StAR related lipid transfer domain containing 9			STARD9
MYO15B	ENSG00000266714	102.98403		myosin XVB			MYO15B
MYO15A	51168	95.382614	51168.0	myosin XVA		This gene encodes an unconventional myosin. This protein differs from other myosins in that it has a long N-terminal extension preceding the conserved motor domain. Studies in mice suggest that this protein is necessary for actin organization in the hair cells of the cochlea. Mutations in this gene have been associated with profound, congenital, neurosensory, nonsyndromal deafness. This gene is located within the Smith-Magenis syndrome region on chromosome 17. Read-through transcripts containing an upstream gene and this gene have been identified, but they are not thought to encode a fusion protein. Several alternatively spliced transcript variants have been described, but their full length sequences have not been determined.	MYO15A
NUMBL	9253	97.316826	9253.0	NUMB like, endocytic adaptor protein			NUMBL
GOLGA8A	23015	116.8731	23015.0	golgin A8 family member A		The Golgi apparatus, which participates in glycosylation and transport of proteins and lipids in the secretory pathway, consists of a series of stacked, flattened membrane sacs referred to as cisternae. Interactions between the Golgi and microtubules are thought to be important for the reorganization of the Golgi after it fragments during mitosis. The golgins constitute a family of proteins which are localized to the Golgi. This gene encodes a golgin which structurally resembles its family member GOLGA2, suggesting that they may share a similar function. There are many similar copies of this gene on chromosome 15. Alternative splicing results in multiple transcript variants.	GOLGA8A
MSANTD2	79684	95.382614	79684.0	Myb/SANT DNA binding domain containing 2			MSANTD2
GOLGA8B	440270	113.74692	440270.0	golgin A8 family member B			GOLGA8B
