query	_id	_score	entrezgene	name	notfound	summary	symbol
FAM198A	729085	93.48293	729085.0	family with sequence similarity 198 member A			FAM198A
ZDBF2	57683	91.493355	57683.0	zinc finger DBF-type containing 2		This gene encodes a protein containing DBF4-type zinc finger domains. This gene is imprinted and paternally expressed in lymphocytes but is more stochastically expressed in the placenta. Alternative splicing results in multiple transcript variants.	ZDBF2
SGK494	124923	111.49751	124923.0	uncharacterized serine/threonine-protein kinase SgK494			SGK494
HAMP	57817	96.41704	57817.0	hepcidin antimicrobial peptide		The product encoded by this gene is involved in the maintenance of iron homeostasis, and it is necessary for the regulation of iron storage in macrophages, and for intestinal iron absorption. The preproprotein is post-translationally cleaved into mature peptides of 20, 22 and 25 amino acids, and these active peptides are rich in cysteines, which form intramolecular bonds that stabilize their beta-sheet structures. These peptides exhibit antimicrobial activity against bacteria and fungi. Mutations in this gene cause hemochromatosis type 2B, also known as juvenile hemochromatosis, a disease caused by severe iron overload that results in cardiomyopathy, cirrhosis, and endocrine failure.	HAMP
RIC3	79608	94.07118	79608.0	RIC3 acetylcholine receptor chaperone		This gene encodes a member of the resistance to inhibitors of cholinesterase 3-like family which functions as a chaperone of specific 5-hydroxytryptamine type 3 receptor and nicotinic acetylcholine receptor subtypes. The encoded protein influences the folding and assembly of these receptor subunits in the endoplasmic reticulum and expression on the cell surface. This protein contains an N-terminal transmembrane domain, a proline-rich spacer, and a cytosolic C-terminal coiled-coil domain. Alternative splicing results in multiple transcript variants.	RIC3
IKBKB	3551	92.40298	3551.0	inhibitor of nuclear factor kappa B kinase subunit beta		The protein encoded by this gene phosphorylates the inhibitor in the inhibitor/NF-kappa-B complex, causing dissociation of the inhibitor and activation of NF-kappa-B. The encoded protein itself is found in a complex of proteins. Several transcript variants, some protein-coding and some not, have been found for this gene.	IKBKB
PLIN4	729359	93.46419	729359.0	perilipin 4		Members of the perilipin family, such as PLIN4, coat intracellular lipid storage droplets (Wolins et al., 2003 [PubMed 12840023]).	PLIN4
CREBZF	58487	94.935585	58487.0	CREB/ATF bZIP transcription factor			CREBZF
RP11-347C12.1					True		
ALLC	55821	100.75744	55821.0	allantoicase		Allantoicase (EC 3.5.3.4) participates in the uric acid degradation pathway. Its enzymatic activity, like that of urate oxidase (MIM 191540), was lost during vertebrate evolution.	ALLC
FAM163B	642968	97.96108	642968.0	family with sequence similarity 163 member B			FAM163B
SPG20	23111	94.4721	23111.0	spastic paraplegia 20 (Troyer syndrome)		This gene encodes a protein containing a MIT (Microtubule Interacting and Trafficking molecule) domain, and is implicated in regulating endosomal trafficking and mitochondria function. The protein localizes to mitochondria and partially co-localizes with microtubules. Stimulation with epidermal growth factor (EGF) results in protein translocation to the plasma membrane, and the protein functions in the degradation and intracellular trafficking of EGF receptor. Multiple alternatively spliced variants, encoding the same protein, have been identified. Mutations associated with this gene cause autosomal recessive spastic paraplegia 20 (Troyer syndrome).	SPG20
CNDP1	84735	97.941986	84735.0	carnosine dipeptidase 1		This gene encodes a member of the M20 metalloprotease family. The encoded protein is specifically expressed in the brain, is a homodimeric dipeptidase which was identified as human carnosinase. This gene contains trinucleotide (CTG) repeat length polymorphism in the coding region.	CNDP1
ZNF662	389114	103.66068	389114.0	zinc finger protein 662			ZNF662
ADRA1A	148	98.646576	148.0	adrenoceptor alpha 1A		Alpha-1-adrenergic receptors (alpha-1-ARs) are members of the G protein-coupled receptor superfamily. They activate mitogenic responses and regulate growth and proliferation of many cells. There are 3 alpha-1-AR subtypes: alpha-1A, -1B and -1D, all of which signal through the Gq/11 family of G-proteins and different subtypes show different patterns of activation. This gene encodes alpha-1A-adrenergic receptor. Alternative splicing of this gene generates four transcript variants, which encode four different isoforms with distinct C-termini but having similar ligand binding properties.	ADRA1A
CCNL2	81669	94.68735	81669.0	cyclin L2		The protein encoded by this gene belongs to the cyclin family. Through its interaction with several proteins, such as RNA polymerase II, splicing factors, and cyclin-dependent kinases, this protein functions as a regulator of the pre-mRNA splicing process, as well as in inducing apoptosis by modulating the expression of apoptotic and antiapoptotic proteins. Alternatively spliced transcript variants encoding different isoforms have been described for this gene.	CCNL2
DBH	1621	93.46419	1621.0	dopamine beta-hydroxylase		The protein encoded by this gene is an oxidoreductase belonging to the copper type II, ascorbate-dependent monooxygenase family. It is present in the synaptic vesicles of postganglionic sympathetic neurons and converts dopamine to norepinephrine. It exists in both soluble and membrane-bound forms, depending on the absence or presence, respectively, of a signal peptide.	DBH
MUC6	4588	94.91201	4588.0	mucin 6, oligomeric mucus/gel-forming		This gene encodes a member of the mucin protein family. Mucins are high molecular weight glycoproteins produced by many epithelial tissues. The protein encoded by this gene is secreted and forms an insoluble mucous barrier that protects the gut lumen.	MUC6
PROM1	8842	93.278046	8842.0	prominin 1		This gene encodes a pentaspan transmembrane glycoprotein. The protein localizes to membrane protrusions and is often expressed on adult stem cells, where it is thought to function in maintaining stem cell properties by suppressing differentiation. Mutations in this gene have been shown to result in retinitis pigmentosa and Stargardt disease. Expression of this gene is also associated with several types of cancer. This gene is expressed from at least five alternative promoters that are expressed in a tissue-dependent manner. Multiple transcript variants encoding different isoforms have been found for this gene.	PROM1
PROSER1	80209	93.676056	80209.0	proline and serine rich 1		This gene encodes a conserved protein containing proline and serine rich regions. These regions may be important in protein-protein interactions.	PROSER1
CXCL14	9547	90.64072	9547.0	C-X-C motif chemokine ligand 14		This antimicrobial gene belongs to the cytokine gene family which encode secreted proteins involved in immunoregulatory and inflammatory processes. The protein encoded by this gene is structurally related to the CXC (Cys-X-Cys) subfamily of cytokines. Members of this subfamily are characterized by two cysteines separated by a single amino acid. This cytokine displays chemotactic activity for monocytes but not for lymphocytes, dendritic cells, neutrophils or macrophages. It has been implicated that this cytokine is involved in the homeostasis of monocyte-derived macrophages rather than in inflammation.	CXCL14
FAM193B	54540	94.91277	54540.0	family with sequence similarity 193 member B			FAM193B
RSPO3	84870	91.32974	84870.0	R-spondin 3		This gene belongs to the R-spondin family. The encoded protein plays a role in the regulation of Wnt (wingless-type MMTV integration site family)/beta-catenin and Wnt/planar cell polarity (PCP) signaling pathways, which are involved in development, cell growth and disease pathogenesis. Genome-wide association studies suggest a correlation of this gene with bone mineral density and risk of fracture. This gene may be involved in tumor development.	RSPO3
SYT9	143425	94.91232	143425.0	synaptotagmin 9			SYT9
ADCY1	107	96.70164	107.0	adenylate cyclase 1		This gene encodes a member of the of adenylate cyclase gene family that is primarily expressed in the brain. This protein is regulated by calcium/calmodulin concentration and may be involved in brain development. Alternate splicing results in multiple transcript variants.	ADCY1
ANGPTL6	83854	93.48228	83854.0	angiopoietin like 6			ANGPTL6
GOLGA8N	643699	116.87248	643699.0	golgin A8 family member N			GOLGA8N
COLEC10	10584	96.41704	10584.0	collectin subfamily member 10		This gene encodes a member of the C-lectin family, proteins that possess collagen-like sequences and carbohydrate recognition domains. The other members of this family are secreted proteins and bind to carbohydrate antigens on microorganisms facilitating their recognition and removal. This gene product is a cytosolic protein, a characteristic that suggests that it may have different biological functions than other C-lectins.	COLEC10
HHIP	64399	94.046776	64399.0	hedgehog interacting protein		This gene encodes a member of the hedgehog-interacting protein (HHIP) family. The hedgehog (HH) proteins are evolutionarily conserved protein, which are important morphogens for a wide range of developmental processes, including anteroposterior patterns of limbs and regulation of left-right asymmetry in embryonic development. Multiple cell-surface receptors are responsible for transducing and/or regulating HH signals. The HHIP encoded by this gene is a highly conserved, vertebrate-specific inhibitor of HH signaling. It interacts with all three HH family members, SHH, IHH and DHH. Two single nucleotide polymorphisms (SNPs) near this gene are significantly associated with risk of chronic obstructive pulmonary disease (COPD). A single nucleotide polymorphism in this gene is also strongly associated with human height.	HHIP
CD1D	912	101.25068	912.0	CD1d molecule		This gene encodes a divergent member of the CD1 family of transmembrane glycoproteins, which are structurally related to the major histocompatibility complex (MHC) proteins and form heterodimers with beta-2-microglobulin. The CD1 proteins mediate the presentation of primarily lipid and glycolipid antigens of self or microbial origin to T cells. The human genome contains five CD1 family genes organized in a cluster on chromosome 1. The CD1 family members are thought to differ in their cellular localization and specificity for particular lipid ligands. The protein encoded by this gene localizes to late endosomes and lysosomes via a tyrosine-based motif in the cytoplasmic tail. Two transcript variants encoding different isoforms have been found for this gene.	CD1D
PNISR	25957	92.57302	25957.0	PNN interacting serine and arginine rich protein			PNISR
DES	1674	95.14645	1674.0	desmin		This gene encodes a muscle-specific class III intermediate filament. Homopolymers of this protein form a stable intracytoplasmic filamentous network connecting myofibrils to each other and to the plasma membrane. Mutations in this gene are associated with desmin-related myopathy, a familial cardiac and skeletal myopathy (CSM), and with distal myopathies.	DES
NFKBIZ	64332	97.94154	64332.0	NFKB inhibitor zeta		This gene is a member of the ankyrin-repeat family and is induced by lipopolysaccharide (LPS). The C-terminal portion of the encoded product which contains the ankyrin repeats, shares high sequence similarity with the I kappa B family of proteins. The latter are known to play a role in inflammatory responses to LPS by their interaction with NF-B proteins through ankyrin-repeat domains. Studies in mouse indicate that this gene product is one of the nuclear I kappa B proteins and an activator of IL-6 production. Two transcript variants encoding different isoforms have been found for this gene.	NFKBIZ
CNTN3	5067	96.44029	5067.0	contactin 3			CNTN3
SLC25A37	51312	96.99181	51312.0	solute carrier family 25 member 37		SLC25A37 is a solute carrier localized in the mitochondrial inner membrane. It functions as an essential iron importer for the synthesis of mitochondrial heme and iron-sulfur clusters (summary by Chen et al., 2009 [PubMed 19805291]).	SLC25A37
MFSD2A	84879	91.206276	84879.0	major facilitator superfamily domain containing 2A			MFSD2A
SAMD5	389432	101.27377	389432.0	sterile alpha motif domain containing 5			SAMD5
TTN	7273	94.91201	7273.0	titin		This gene encodes a large abundant protein of striated muscle. The product of this gene is divided into two regions, a N-terminal I-band and a C-terminal A-band. The I-band, which is the elastic part of the molecule, contains two regions of tandem immunoglobulin domains on either side of a PEVK region that is rich in proline, glutamate, valine and lysine. The A-band, which is thought to act as a protein-ruler, contains a mixture of immunoglobulin and fibronectin repeats, and possesses kinase activity. An N-terminal Z-disc region and a C-terminal M-line region bind to the Z-line and M-line of the sarcomere, respectively, so that a single titin molecule spans half the length of a sarcomere. Titin also contains binding sites for muscle associated proteins so it serves as an adhesion template for the assembly of contractile machinery in muscle cells. It has also been identified as a structural protein for chromosomes. Alternative splicing of this gene results in multiple transcript variants. Considerable variability exists in the I-band, the M-line and the Z-disc regions of titin. Variability in the I-band region contributes to the differences in elasticity of different titin isoforms and, therefore, to the differences in elasticity of different muscle types. Mutations in this gene are associated with familial hypertrophic cardiomyopathy 9, and autoantibodies to titin are produced in patients with the autoimmune disease scleroderma.	TTN
RBM33	155435	93.27435	155435.0	RNA binding motif protein 33			RBM33
MT1G	4495	116.89123	4495.0	metallothionein 1G			MT1G
IGF2	3481	93.278046	3481.0	insulin like growth factor 2		This gene encodes a member of the insulin family of polypeptide growth factors, which are involved in development and growth. It is an imprinted gene, expressed only from the paternal allele, and epigenetic changes at this locus are associated with Wilms tumour, Beckwith-Wiedemann syndrome, rhabdomyosarcoma, and Silver-Russell syndrome. A read-through INS-IGF2 gene exists, whose 5' region overlaps the INS gene and the 3' region overlaps this gene. Alternatively spliced transcript variants encoding different isoforms have been found for this gene.	IGF2
FCN2	2220	100.7736	2220.0	ficolin 2		The product of this gene belongs to the ficolin family of proteins. This family is characterized by the presence of a leader peptide, a short N-terminal segment, followed by a collagen-like region, and a C-terminal fibrinogen-like domain. This gene is predominantly expressed in the liver, and has been shown to have carbohydrate binding and opsonic activities. Alternatively spliced transcript variants encoding different isoforms have been identified.	FCN2
PRSS53	339105	96.16463	339105.0	protease, serine 53			PRSS53
NXF3	56000	100.750496	56000.0	nuclear RNA export factor 3		This gene is one member of a family of nuclear RNA export factor genes. Common domain features of this family are a noncanonical RNP-type RNA-binding domain (RBD), 4 leucine-rich repeats (LRRs), a nuclear transport factor 2 (NTF2)-like domain that allows heterodimerization with NTF2-related export protein-1 (NXT1), and a ubiquitin-associated domain that mediates interactions with nucleoporins. The LRRs and NTF2-like domains are required for export activity. Alternative splicing seems to be a common mechanism in this gene family. The encoded protein of this gene has shortened LRR and ubiquitin-associated domains and its RDB is unable to bind RNA. It is located in the nucleoplasm but is not associated with either the nuclear envelope or the nucleolus.	NXF3
KIAA0895L	653319	95.88235	653319.0	KIAA0895 like			KIAA0895L
DYNC1LI2	1783	94.05	1783.0	dynein cytoplasmic 1 light intermediate chain 2		Cytoplasmic dynein is a microtubule-associated motor protein (Hughes et al., 1995 [PubMed 7738094]). See DYNC1H1 (MIM 600112) for general information about dyneins.	DYNC1LI2
ARGLU1	55082	94.91569	55082.0	arginine and glutamate rich 1			ARGLU1
C14orf180	400258	108.355934	400258.0	chromosome 14 open reading frame 180			C14orf180
RPS6KA6	27330	97.6332	27330.0	ribosomal protein S6 kinase A6		This gene encodes a member of ribosomal S6 kinase family, serine-threonine protein kinases which are regulated by growth factors. The encoded protein may be distinct from other members of this family, however, as studies suggest it is not growth factor dependent and may not participate in the same signaling pathways.	RPS6KA6
