query	_id	_score	entrezgene	name	notfound	summary	symbol
AP1M2	10053	102.3597	10053.0	adaptor related protein complex 1 mu 2 subunit		This gene encodes a subunit of the heterotetrameric adaptor-related protein comlex 1 (AP-1), which belongs to the adaptor complexes medium subunits family. This protein is capable of interacting with tyrosine-based sorting signals. Alternative splicing results in multiple transcript variants.	AP1M2
PKP3	11187	97.01221	11187.0	plakophilin 3		This gene encodes a member of the arm-repeat (armadillo) and plakophilin gene families. Plakophilin proteins contain numerous armadillo repeats, localize to cell desmosomes and nuclei, and participate in linking cadherins to intermediate filaments in the cytoskeleton. This protein may act in cellular desmosome-dependent adhesion and signaling pathways. Two transcript variants encoding different isoforms have been found for this gene.	PKP3
S100A14	57402	96.69856	57402.0	S100 calcium binding protein A14		This gene encodes a member of the S100 protein family which contains an EF-hand motif and binds calcium. The gene is located in a cluster of S100 genes on chromosome 1. Levels of the encoded protein have been found to be lower in cancerous tissue and associated with metastasis suggesting a tumor suppressor function (PMID: 19956863, 19351828).	S100A14
SPINT1	6692	94.69105	6692.0	serine peptidase inhibitor, Kunitz type 1		The protein encoded by this gene is a member of the Kunitz family of serine protease inhibitors. The protein is a potent inhibitor specific for HGF activator and is thought to be involved in the regulation of the proteolytic activation of HGF in injured tissues. Alternative splicing results in multiple variants encoding different isoforms.	SPINT1
POC1A	25886	94.68811	25886.0	POC1 centriolar protein A		POC1 proteins contain an N-terminal WD40 domain and a C-terminal coiled coil domain and are part of centrosomes. They play an important role in basal body and cilia formation. This gene encodes one of the two POC1 proteins found in humans. Mutations in this gene result in short stature, onychodysplasia, facial dysmorphism, and hypotrichosis (SOFT) syndrome.	POC1A
SAMD10	140700	95.382614	140700.0	sterile alpha motif domain containing 10			SAMD10
TPD52	7163	94.25345	7163.0	tumor protein D52			TPD52
ESRP2	80004	94.277855	80004.0	epithelial splicing regulatory protein 2		ESPR2 is an epithelial cell-type-specific splicing regulator (Warzecha et al., 2009 [PubMed 19285943]).	ESRP2
ESRP1	54845	95.901886	54845.0	epithelial splicing regulatory protein 1		ESPR1 is an epithelial cell-type-specific splicing regulator (Warzecha et al., 2009 [PubMed 19285943]).	ESRP1
MARVELD2	153562	94.469795	153562.0	MARVEL domain containing 2		The protein encoded by this gene is a membrane protein found at the tight junctions between epithelial cells. The encoded protein helps establish epithelial barriers such as those in the organ of Corti, where these barriers are required for normal hearing. Defects in this gene are a cause of deafness autosomal recessive type 49 (DFNB49). Two transcript variants encoding different isoforms have been found for this gene.	MARVELD2
HDGF	3068	95.90318	3068.0	hepatoma derived growth factor		This gene encodes a member of the hepatoma-derived growth factor family. The encoded protein has mitogenic and DNA-binding activity and may play a role in cellular proliferation and differentiation. High levels of expression of this gene enhance the growth of many tumors. This gene was thought initially to be located on chromosome X; however, that location has been determined to correspond to a related pseudogene. Alternatively spliced transcript variants encoding distinct isoforms have been described.	HDGF
