query	_id	_score	entrezgene	name	notfound	summary	symbol
STK19	8859	98.66742	8859.0	serine/threonine kinase 19		This gene encodes a serine/threonine kinase which localizes predominantly to the nucleus. Its specific function is unknown; it is possible that phosphorylation of this protein is involved in transcriptional regulation. This gene localizes to the major histocompatibility complex (MHC) class III region on chromosome 6 and expresses two transcript variants.	STK19
CKB	1152	97.963036	1152.0	creatine kinase B		The protein encoded by this gene is a cytoplasmic enzyme involved in energy homeostasis. The encoded protein reversibly catalyzes the transfer of phosphate between ATP and various phosphogens such as creatine phosphate. It acts as a homodimer in brain as well as in other tissues, and as a heterodimer with a similar muscle isozyme in heart. The encoded protein is a member of the ATP:guanido phosphotransferase protein family. A pseudogene of this gene has been characterized.	CKB
RIC3	79608	94.07118	79608.0	RIC3 acetylcholine receptor chaperone		This gene encodes a member of the resistance to inhibitors of cholinesterase 3-like family which functions as a chaperone of specific 5-hydroxytryptamine type 3 receptor and nicotinic acetylcholine receptor subtypes. The encoded protein influences the folding and assembly of these receptor subunits in the endoplasmic reticulum and expression on the cell surface. This protein contains an N-terminal transmembrane domain, a proline-rich spacer, and a cytosolic C-terminal coiled-coil domain. Alternative splicing results in multiple transcript variants.	RIC3
IKBKB	3551	92.40298	3551.0	inhibitor of nuclear factor kappa B kinase subunit beta		The protein encoded by this gene phosphorylates the inhibitor in the inhibitor/NF-kappa-B complex, causing dissociation of the inhibitor and activation of NF-kappa-B. The encoded protein itself is found in a complex of proteins. Several transcript variants, some protein-coding and some not, have been found for this gene.	IKBKB
CAPRIN2	65981	95.14337	65981.0	caprin family member 2		The protein encoded by this gene may regulate the transport of mRNA. It may play a role in the differentiation of erythroblasts. Multiple transcript variants encoding different isoforms have been found for this gene.	CAPRIN2
KIAA0141	9812	94.25345	9812.0	KIAA0141			KIAA0141
PLIN5	440503	99.027435	440503.0	perilipin 5		Members of the perilipin family, such as PLIN5, coat intracellular lipid storage droplets and protect them from lipolytic degradation (Dalen et al., 2007 [PubMed 17234449]).	PLIN5
CREBZF	58487	94.935585	58487.0	CREB/ATF bZIP transcription factor			CREBZF
APBB3	10307	91.79147	10307.0	amyloid beta precursor protein binding family B member 3		The protein encoded by this gene is a member of the APBB protein family. It is found in the cytoplasm and binds to the intracellular domain of the Alzheimer's disease beta-amyloid precursor protein (APP) as well as to other APP-like proteins. It is thought that the protein encoded by this gene may modulate the internalization of APP. Multiple transcript variants encoding several different isoforms have been found for this gene.	APBB3
RNF112	7732	100.283905	7732.0	ring finger protein 112		This gene encodes a member of the RING finger protein family of transcription factors. The protein is primarily expressed in brain. The gene is located within the Smith-Magenis syndrome region on chromosome 17.	RNF112
C3orf18	51161	111.49785	51161.0	chromosome 3 open reading frame 18			C3orf18
ZNF662	389114	103.66068	389114.0	zinc finger protein 662			ZNF662
METTL17	64745	98.309296	64745.0	methyltransferase like 17			METTL17
STAG3L5P-PVRIG2P-PILRB	101752399	116.87016	101752399.0	STAG3L5P-PVRIG2P-PILRB readthrough		This locus represents naturally occurring readthrough transcription among the neighboring LOC101735302 (stromal antigen 3 pseudogene), LOC101752334 (poliovirus receptor related immunoglobulin domain containing pseudogene) and PILRB (paired immunoglobin-like type 2 receptor beta) genes on chromosome 7. The readthrough transcript is a candidate for nonsense-mediated mRNA decay (NMD), and is unlikely to produce a protein product.	STAG3L5P-PVRIG2P-PILRB
CCNL2	81669	94.68735	81669.0	cyclin L2		The protein encoded by this gene belongs to the cyclin family. Through its interaction with several proteins, such as RNA polymerase II, splicing factors, and cyclin-dependent kinases, this protein functions as a regulator of the pre-mRNA splicing process, as well as in inducing apoptosis by modulating the expression of apoptotic and antiapoptotic proteins. Alternatively spliced transcript variants encoding different isoforms have been described for this gene.	CCNL2
MAN2C1	4123	92.24256	4123.0	mannosidase alpha class 2C member 1			MAN2C1
BZRAP1					True		
SMARCD3	6604	96.42041	6604.0	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 3		The protein encoded by this gene is a member of the SWI/SNF family of proteins, whose members display helicase and ATPase activities and which are thought to regulate transcription of certain genes by altering the chromatin structure around those genes. The encoded protein is part of the large ATP-dependent chromatin remodeling complex SNF/SWI and has sequence similarity to the yeast Swp73 protein. Multiple alternatively spliced transcript variants have been found for this gene, but the biological validity of some variants has not been determined.	SMARCD3
CENPT	80152	95.62866	80152.0	centromere protein T		The centromere is a specialized chromatin domain, present throughout the cell cycle, that acts as a platform on which the transient assembly of the kinetochore occurs during mitosis. All active centromeres are characterized by the presence of long arrays of nucleosomes in which CENPA (MIM 117139) replaces histone H3 (see MIM 601128). CENPT is an additional factor required for centromere assembly (Foltz et al., 2006 [PubMed 16622419]).	CENPT
UBXN6	80700	96.14552	80700.0	UBX domain protein 6			UBXN6
FAM193B	54540	94.91277	54540.0	family with sequence similarity 193 member B			FAM193B
AC006449.2	ENSG00000279119	116.86941					AC006449.2
