query	_id	_score	entrezgene	name	notfound	summary	symbol
TRMT112	51504	94.93382	51504.0	tRNA methyltransferase 11-2 homolog (S. cerevisiae)			TRMT112
RPN1	6184	94.07358	6184.0	ribophorin I		This gene encodes a type I integral membrane protein found only in the rough endoplasmic reticulum. The encoded protein is part of an N-oligosaccharyl transferase complex that links high mannose oligosaccharides to asparagine residues found in the Asn-X-Ser/Thr consensus motif of nascent polypeptide chains. This protein forms part of the regulatory subunit of the 26S proteasome and may mediate binding of ubiquitin-like domains to this proteasome.	RPN1
ATP5J2	9551	95.16694	9551.0	ATP synthase, H+ transporting, mitochondrial Fo complex subunit F2		Mitochondrial ATP synthase catalyzes ATP synthesis, utilizing an electrochemical gradient of protons across the inner membrane during oxidative phosphorylation. It is composed of two linked multi-subunit complexes: the soluble catalytic core, F1, and the membrane-spanning component, Fo, which comprises the proton channel. The catalytic portion of mitochondrial ATP synthase consists of five different subunits (alpha, beta, gamma, delta, and epsilon) assembled with a stoichiometry of 3 alpha, 3 beta, and single representatives of the gamma, delta, and epsilon subunits. The proton channel likely has nine subunits (a, b, c, d, e, f, g, F6 and 8). This gene encodes the f subunit of the Fo complex. Alternatively spliced transcript variants encoding different isoforms have been identified for this gene. This gene has multiple pseudogenes. Naturally occurring read-through transcription also exists between this gene and the downstream pentatricopeptide repeat domain 1 (PTCD1) gene.	ATP5J2
SUMO2	6613	95.647766	6613.0	small ubiquitin-like modifier 2		This gene encodes a protein that is a member of the SUMO (small ubiquitin-like modifier) protein family. It functions in a manner similar to ubiquitin in that it is bound to target proteins as part of a post-translational modification system. However, unlike ubiquitin which targets proteins for degradation, this protein is involved in a variety of cellular processes, such as nuclear transport, transcriptional regulation, apoptosis, and protein stability. It is not active until the last two amino acids of the carboxy-terminus have been cleaved off. Numerous pseudogenes have been reported for this gene. Alternate transcriptional splice variants, encoding different isoforms, have been characterized.	SUMO2
DCTPP1	79077	96.43853	79077.0	dCTP pyrophosphatase 1		The protein encoded by this gene is dCTP pyrophosphatase, which converts dCTP to dCMP and inorganic pyrophosphate. The encoded protein also displays weak activity against dTTP and dATP, but none against dGTP. This protein may be responsible for eliminating excess dCTP after DNA synthesis and may prevent overmethylation of CpG islands. Three transcript variants, one protein-coding and the other two non-protein coding, have been found for this gene.	DCTPP1
TPX2	22974	92.91415	22974.0	TPX2, microtubule nucleation factor			TPX2
DDX39A	10212	99.42221	10212.0	DExD-box helicase 39A		This gene encodes a member of the DEAD box protein family. These proteins are characterized by the conserved motif Asp-Glu-Ala-Asp (DEAD) and are putative RNA helicases. They are implicated in a number of cellular processes involving alteration of RNA secondary structure, such as translation initiation, nuclear and mitochondrial splicing, and ribosome and spliceosome assembly. Based on their distribution patterns, some members of the DEAD box protein family are believed to be involved in embryogenesis, spermatogenesis, and cellular growth and division. This gene is thought to play a role in the prognosis of patients with gastrointestinal stromal tumors. A pseudogene of this gene is present on chromosome 13. Alternate splicing results in multiple transcript variants. Additional alternatively spliced transcript variants of this gene have been described, but their full-length nature is not known.	DDX39A
PPP4C	5531	98.646576	5531.0	protein phosphatase 4 catalytic subunit			PPP4C
CLN6	54982	95.62466	54982.0	ceroid-lipofuscinosis, neuronal 6, late infantile, variant		This gene is one of eight which have been associated with neuronal ceroid lipofuscinoses (NCL). Also referred to as Batten disease, NCL comprises a class of autosomal recessive, neurodegenerative disorders affecting children. The genes responsible likely encode proteins involved in the degradation of post-translationally modified proteins in lysosomes. The primary defect in NCL disorders is thought to be associated with lysosomal storage function.	CLN6
TOR3A	64222	93.275116	64222.0	torsin family 3 member A			TOR3A
MAGOH	4116	97.60815	4116.0	mago homolog, exon junction complex core component		Drosophila that have mutations in their mago nashi (grandchildless) gene produce progeny with defects in germplasm assembly and germline development. This gene encodes the mammalian mago nashi homolog. In mammals, mRNA expression is not limited to the germ plasm, but is expressed ubiquitously in adult tissues and can be induced by serum stimulation of quiescent fibroblasts.	MAGOH
OIP5	11339	94.277855	11339.0	Opa interacting protein 5		The protein encoded by this gene localizes to centromeres, where it is essential for recruitment of CENP-A through the mediator Holliday junction recognition protein. Expression of this gene is upregulated in several cancers, making it a putative therapeutic target. Two transcript variants encoding different isoforms have been found for this gene.	OIP5
C20orf24	55969	111.49751	55969.0	chromosome 20 open reading frame 24			C20orf24
P4HB	5034	93.275116	5034.0	prolyl 4-hydroxylase subunit beta		This gene encodes the beta subunit of prolyl 4-hydroxylase, a highly abundant multifunctional enzyme that belongs to the protein disulfide isomerase family. When present as a tetramer consisting of two alpha and two beta subunits, this enzyme is involved in hydroxylation of prolyl residues in preprocollagen. This enzyme is also a disulfide isomerase containing two thioredoxin domains that catalyze the formation, breakage and rearrangement of disulfide bonds. Other known functions include its ability to act as a chaperone that inhibits aggregation of misfolded proteins in a concentration-dependent manner, its ability to bind thyroid hormone, its role in both the influx and efflux of S-nitrosothiol-bound nitric oxide, and its function as a subunit of the microsomal triglyceride transfer protein complex.	P4HB
C17orf49	124944	113.74886	124944.0	chromosome 17 open reading frame 49			C17orf49
