query	_id	_score	entrezgene	name	notfound	summary	symbol
MCF2	4168	92.935646	4168.0	MCF.2 cell line derived transforming sequence		The oncogenic protein encoded by this gene is a guanine nucleotide exchange factor (GEF) that exerts control over some members of the Rho family of small GTPases. Several transcript variants encoding different isoforms have been found for this gene. These isoforms exhibit different expression patterns and varying levels of GEF activity.	MCF2
TMCO2	127391	96.70164	127391.0	transmembrane and coiled-coil domains 2			TMCO2
TBX22	50945	95.38492	50945.0	T-box 22		This gene is a member of a phylogenetically conserved family of genes that share a common DNA-binding domain, the T-box. T-box genes encode transcription factors involved in the regulation of developmental processes. Mutations in this gene have been associated with the inherited X-linked disorder, Cleft palate with ankyloglossia, and it is believed to play a major role in human palatogenesis. Alternatively spliced transcript variants encoding different isoforms have been found for this gene.	TBX22
HIPK4	147746	96.41671	147746.0	homeodomain interacting protein kinase 4		This gene encodes a member of the homeodomain interacting protein kinase (HIPK) family of proteins. While other members of this family are found throughout vertebrates, this member is present only in mammals. Compared to other members of this family, the encoded protein lacks a nuclear localization signal and a C-terminal autoinhibitory domain. The encoded protein exhibits kinase activity and may phosphorylate the tumor suppressor protein p53.	HIPK4
DFNB31					True		
SLC30A3	7781	93.11186	7781.0	solute carrier family 30 member 3			SLC30A3
PLIN1	5346	97.61215	5346.0	perilipin 1		The protein encoded by this gene coats lipid storage droplets in adipocytes, thereby protecting them until they can be broken down by hormone-sensitive lipase. The encoded protein is the major cAMP-dependent protein kinase substrate in adipocytes and, when unphosphorylated, may play a role in the inhibition of lipolysis. Alternatively spliced transcript variants varying in the 5' UTR, but encoding the same protein, have been found for this gene.	PLIN1
SLC35G2	80723	94.935585	80723.0	solute carrier family 35 member G2			SLC35G2
CTAGE9	643854	116.86941	643854.0	CTAGE family member 9			CTAGE9
PPP1R3E	90673	99.843994	90673.0	protein phosphatase 1 regulatory subunit 3E			PPP1R3E
ABHD1	84696	104.417435	84696.0	abhydrolase domain containing 1		This gene is a member of the AB hydrolase superfamily and encodes a protein with an alpha/beta hydrolase fold. This domain is common to a number of hydrolytic enzymes of widely differing phylogenetic origins and catalytic functions.	ABHD1
C12orf50	160419	113.750626	160419.0	chromosome 12 open reading frame 50			C12orf50
FAM153A	285596	107.15725	285596.0	family with sequence similarity 153 member A			FAM153A
FAM153B	202134	113.72706	202134.0	family with sequence similarity 153 member B			FAM153B
FAM153C	ENSG00000204677	116.89057		family with sequence similarity 153 member C			FAM153C
APBB3	10307	91.79147	10307.0	amyloid beta precursor protein binding family B member 3		The protein encoded by this gene is a member of the APBB protein family. It is found in the cytoplasm and binds to the intracellular domain of the Alzheimer's disease beta-amyloid precursor protein (APP) as well as to other APP-like proteins. It is thought that the protein encoded by this gene may modulate the internalization of APP. Multiple transcript variants encoding several different isoforms have been found for this gene.	APBB3
ANKRD36C	ENSG00000174501	116.87248		ankyrin repeat domain 36C			ANKRD36C
C9orf84	158401	106.12563	158401.0	chromosome 9 open reading frame 84			C9orf84
TEX28	1527	96.69856	1527.0	testis expressed 28			TEX28
RP11-322N21.2					True		
GCSAML	148823	97.316826	148823.0	germinal center associated signaling and motility like		This gene encodes a protein thought to be a signaling molecule associated with germinal centers, the sites of proliferation and differentiation of mature B lymphocytes. Alternate splicing results in multiple transcript variants.	GCSAML
RNASE11	122651	99.42558	122651.0	ribonuclease A family member 11 (inactive)			RNASE11
C9orf173					True		
CXorf66	347487	113.72781	347487.0	chromosome X open reading frame 66		The protein encoded by this gene is predicted to be a type I membrane protein, however, its exact function is not known.	CXorf66
