query	_id	_score	entrezgene	name	notfound	summary	symbol
HIF3A	64344	94.935585	64344.0	hypoxia inducible factor 3 alpha subunit		The protein encoded by this gene is the alpha-3 subunit of one of several alpha/beta-subunit heterodimeric transcription factors that regulate many adaptive responses to low oxygen tension (hypoxia). The alpha-3 subunit lacks the transactivation domain found in factors containing either the alpha-1 or alpha-2 subunits. It is thought that factors containing the alpha-3 subunit are negative regulators of hypoxia-inducible gene expression. Multiple alternatively spliced transcript variants have been found for this gene.	HIF3A
LYVE1	10894	94.490845	10894.0	lymphatic vessel endothelial hyaluronan receptor 1		This gene encodes a type I integral membrane glycoprotein. The encoded protein acts as a receptor and binds to both soluble and immobilized hyaluronan. This protein may function in lymphatic hyaluronan transport and have a role in tumor metastasis.	LYVE1
FXYD1	5348	101.78892	5348.0	FXYD domain containing ion transport regulator 1		This gene encodes a member of a family of small membrane proteins that share a 35-amino acid signature sequence domain, beginning with the sequence PFXYD and containing 7 invariant and 6 highly conserved amino acids. The approved human gene nomenclature for the family is FXYD-domain containing ion transport regulator. Mouse FXYD5 has been termed RIC (Related to Ion Channel). FXYD2, also known as the gamma subunit of the Na,K-ATPase, regulates the properties of that enzyme. FXYD1 (phospholemman), FXYD2 (gamma), FXYD3 (MAT-8), FXYD4 (CHIF), and FXYD5 (RIC) have been shown to induce channel activity in experimental expression systems. Transmembrane topology has been established for two family members (FXYD1 and FXYD2), with the N-terminus extracellular and the C-terminus on the cytoplasmic side of the membrane. The protein encoded by this gene is a plasma membrane substrate for several kinases, including protein kinase A, protein kinase C, NIMA kinase, and myotonic dystrophy kinase. It is thought to form an ion channel or regulate ion channel activity. Transcript variants with different 5' UTR sequences have been described in the literature.	FXYD1
TTLL3	26140	101.808464	26140.0	tubulin tyrosine ligase like 3			TTLL3
RAPGEF3	10411	95.62822	10411.0	Rap guanine nucleotide exchange factor 3			RAPGEF3
B3GAT2	135152	91.770424	135152.0	beta-1,3-glucuronyltransferase 2		The product of this gene is a transmembrane protein belonging to the glucuronyltransferase family, and catalyzes the transfer of a beta-1,3 linked glucuronic acid to a terminal galactose in different glycoproteins or glycolipids containing a Gal-beta-1-4GlcNAc or Gal-beta-1-3GlcNAc residue. The encoded protein is involved in the synthesis of the human natural killer-1 (HNK-1) carbohydrate epitope, a sulfated trisaccharide implicated in cellular migration and adhesion in the nervous system.	B3GAT2
SLC12A4	6560	93.297935	6560.0	solute carrier family 12 member 4		This gene encodes a member of the SLC12A transporter family. The encoded protein mediates the coupled movement of potassium and chloride ions across the plasma membrane. This gene is expressed ubiquitously. Multiple alternatively spliced transcript variants encoding distinct isoforms have been found for this gene.	SLC12A4
POU6F1	5463	94.933174	5463.0	POU class 6 homeobox 1			POU6F1
CAPN3	825	96.699326	825.0	calpain 3		Calpain, a heterodimer consisting of a large and a small subunit, is a major intracellular protease, although its function has not been well established. This gene encodes a muscle-specific member of the calpain large subunit family that specifically binds to titin. Mutations in this gene are associated with limb-girdle muscular dystrophies type 2A. Alternate promoters and alternative splicing result in multiple transcript variants encoding different isoforms and some variants are ubiquitously expressed.	CAPN3
SLC26A10	65012	95.88235	65012.0	solute carrier family 26 member 10			SLC26A10
