query	_id	_score	entrezgene	name	notfound	summary	symbol
HIF3A	64344	94.935585	64344.0	hypoxia inducible factor 3 alpha subunit		The protein encoded by this gene is the alpha-3 subunit of one of several alpha/beta-subunit heterodimeric transcription factors that regulate many adaptive responses to low oxygen tension (hypoxia). The alpha-3 subunit lacks the transactivation domain found in factors containing either the alpha-1 or alpha-2 subunits. It is thought that factors containing the alpha-3 subunit are negative regulators of hypoxia-inducible gene expression. Multiple alternatively spliced transcript variants have been found for this gene.	HIF3A
PPAP2B					True		
SCN7A	6332	104.399956	6332.0	sodium voltage-gated channel alpha subunit 7		This gene encodes one of the many voltage-gated sodium channel proteins. For proper functioning of neurons and muscles during action potentials, voltage-gated sodium channels direct sodium ion diffusion for membrane depolarization. This sodium channel protein has some atypical characteristics; the similarity between the human and mouse proteins is lower compared to other orthologous sodium channel pairs. Also, the S4 segments, which sense voltage changes, have fewer positive charged residues that in other sodium channels; domain 4 has fewer arginine and lysine residues compared to other sodium channel proteins. Several alternatively spliced transcript variants exist, but the full-length natures of all of them remain unknown.	SCN7A
RIC3	79608	94.07118	79608.0	RIC3 acetylcholine receptor chaperone		This gene encodes a member of the resistance to inhibitors of cholinesterase 3-like family which functions as a chaperone of specific 5-hydroxytryptamine type 3 receptor and nicotinic acetylcholine receptor subtypes. The encoded protein influences the folding and assembly of these receptor subunits in the endoplasmic reticulum and expression on the cell surface. This protein contains an N-terminal transmembrane domain, a proline-rich spacer, and a cytosolic C-terminal coiled-coil domain. Alternative splicing results in multiple transcript variants.	RIC3
PNLIP	5406	99.84092	5406.0	pancreatic lipase		This gene encodes a member of the lipase family of proteins. The encoded enzyme is secreted by the pancreas and hydrolyzes triglycerides in the small intestine, and is essential for the efficient digestion of dietary fats. Inhibition of the encoded enzyme may prevent high-fat diet-induced obesity in mice and result in weight loss in human patients with obesity. Mutations in this gene cause congenital pancreatic lipase deficiency, a rare disorder characterized by steatorrhea.	PNLIP
PLEKHH2	130271	93.85239	130271.0	pleckstrin homology, MyTH4 and FERM domain containing H2			PLEKHH2
FOXF1	2294	92.076454	2294.0	forkhead box F1		This gene belongs to the forkhead family of transcription factors which is characterized by a distinct forkhead domain.  The specific function of this gene has not yet been determined; however, it may play a role in the regulation of pulmonary genes as well as embryonic development.	FOXF1
CREBRF	153222	94.257	153222.0	CREB3 regulatory factor			CREBRF
GP2	2813	100.28759	2813.0	glycoprotein 2		This gene encodes an integral membrane protein that is secreted from intracellular zymogen granules and associates with the plasma membrane via glycosylphosphatidylinositol (GPI) linkage. The encoded protein binds pathogens such as enterobacteria, thereby playing an important role in the innate immune response. The C-terminus of this protein is related to the C-terminus of the protein encoded by the neighboring gene, uromodulin (UMOD). Alternative splicing results in multiple transcript variants.	GP2
TTN	7273	94.91201	7273.0	titin		This gene encodes a large abundant protein of striated muscle. The product of this gene is divided into two regions, a N-terminal I-band and a C-terminal A-band. The I-band, which is the elastic part of the molecule, contains two regions of tandem immunoglobulin domains on either side of a PEVK region that is rich in proline, glutamate, valine and lysine. The A-band, which is thought to act as a protein-ruler, contains a mixture of immunoglobulin and fibronectin repeats, and possesses kinase activity. An N-terminal Z-disc region and a C-terminal M-line region bind to the Z-line and M-line of the sarcomere, respectively, so that a single titin molecule spans half the length of a sarcomere. Titin also contains binding sites for muscle associated proteins so it serves as an adhesion template for the assembly of contractile machinery in muscle cells. It has also been identified as a structural protein for chromosomes. Alternative splicing of this gene results in multiple transcript variants. Considerable variability exists in the I-band, the M-line and the Z-disc regions of titin. Variability in the I-band region contributes to the differences in elasticity of different titin isoforms and, therefore, to the differences in elasticity of different muscle types. Mutations in this gene are associated with familial hypertrophic cardiomyopathy 9, and autoantibodies to titin are produced in patients with the autoimmune disease scleroderma.	TTN
NPR2	4882	95.403015	4882.0	natriuretic peptide receptor 2		This gene encodes natriuretic peptide receptor B, one of two integral membrane receptors for natriuretic peptides. Both NPR1 and NPR2 contain five functional domains: an extracellular ligand-binding domain, a single membrane-spanning region, and intracellularly a protein kinase homology domain, a helical hinge region involved in oligomerization, and a carboxyl-terminal guanylyl cyclase catalytic domain. The protein is the primary receptor for C-type natriuretic peptide (CNP), which upon ligand binding exhibits greatly increased guanylyl cyclase activity. Mutations in this gene are the cause of acromesomelic dysplasia Maroteaux type.	NPR2
RNASE4	6038	105.2165	6038.0	ribonuclease A family member 4		The protein encoded by this gene belongs to the pancreatic ribonuclease family. It plays an important role in mRNA cleavage and has marked specificity towards the 3' side of uridine nucleotides. Alternative splicing results in four transcript variants encoding the same protein. This gene and the gene that encodes angiogenin share promoters and 5' exons. Each gene splices to a unique downstream exon that contains its complete coding region.	RNASE4
LIPF	8513	107.18406	8513.0	lipase F, gastric type		This gene encodes gastric lipase, an enzyme involved in the digestion of dietary triglycerides in the gastrointestinal tract, and responsible for 30% of fat digestion processes occurring in human. It is secreted by gastric chief cells in the fundic mucosa of the stomach, and it hydrolyzes the ester bonds of triglycerides under acidic pH conditions. The gene is a member of a conserved gene family of lipases that play distinct roles in neutral lipid metabolism. Several transcript variants encoding different isoforms have been found for this gene.	LIPF
CELA3B	23436	105.23269	23436.0	chymotrypsin like elastase family member 3B		Elastases form a subfamily of serine proteases that hydrolyze many proteins in addition to elastin. Humans have six elastase genes which encode the structurally similar proteins elastase 1, 2, 2A, 2B, 3A, and 3B. Unlike other elastases, elastase 3B has little elastolytic activity. Like most of the human elastases, elastase 3B is secreted from the pancreas as a zymogen and, like other serine proteases such as trypsin, chymotrypsin and kallikrein, it has a digestive function in the intestine. Elastase 3B preferentially cleaves proteins after alanine residues. Elastase 3B may also function in the intestinal transport and metabolism of cholesterol. Both elastase 3A and elastase 3B have been referred to as protease E and as elastase 1, and excretion of this protein in fecal material is frequently used as a measure of pancreatic function in clinical assays.	CELA3B
CELA3A	10136	113.72781	10136.0	chymotrypsin like elastase family member 3A		Elastases form a subfamily of serine proteases that hydrolyze many proteins in addition to elastin. Humans have six elastase genes which encode the structurally similar proteins elastase 1, 2, 2A, 2B, 3A, and 3B. Unlike other elastases, elastase 3A has little elastolytic activity. Like most of the human elastases, elastase 3A is secreted from the pancreas as a zymogen and, like other serine proteases such as trypsin, chymotrypsin and kallikrein, it has a digestive function in the intestine. Elastase 3A preferentially cleaves proteins after alanine residues. Elastase 3A may also function in the intestinal transport and metabolism of cholesterol. Both elastase 3A and elastase 3B have been referred to as protease E and as elastase 1.	CELA3A
PER1	5187	96.16833	5187.0	period circadian clock 1		This gene is a member of the Period family of genes and is expressed in a circadian pattern in the suprachiasmatic nucleus, the primary circadian pacemaker in the mammalian brain. Genes in this family encode components of the circadian rhythms of locomotor activity, metabolism, and behavior. This gene is upregulated by CLOCK/ARNTL heterodimers but then represses this upregulation in a feedback loop using PER/CRY heterodimers to interact with CLOCK/ARNTL. Polymorphisms in this gene may increase the risk of getting certain cancers. Alternative splicing has been observed in this gene; however, these variants have not been fully described.	PER1
SLC25A27	9481	95.62866	9481.0	solute carrier family 25 member 27		Mitochondrial uncoupling proteins (UCP) are members of the larger family of mitochondrial anion carrier proteins (MACP). UCPs separate oxidative phosphorylation from ATP synthesis with energy dissipated as heat, also referred to as the mitochondrial proton leak. UCPs facilitate the transfer of anions from the inner to the outer mitochondrial membrane and the return transfer of protons from the outer to the inner mitochondrial membrane. They also reduce the mitochondrial membrane potential in mammalian cells. Tissue specificity occurs for the different UCPs and the exact methods of how UCPs transfer H+/OH- are not known. UCPs contain the three homologous protein domains of MACPs. Transcripts of this gene are only detected in brain tissue and are specifically modulated by various environmental conditions. Alternative splicing results in multiple transcript variants.	SLC25A27
CPB1	1360	95.62822	1360.0	carboxypeptidase B1		Three different procarboxypeptidases A and two different procarboxypeptidases B have been isolated. The B1 and B2 forms differ from each other mainly in isoelectric point. Carboxypeptidase B1 is a highly tissue-specific protein and is a useful serum marker for acute pancreatitis and dysfunction of pancreatic transplants. It is not elevated in pancreatic carcinoma.	CPB1
STARD9	57519	92.91415	57519.0	StAR related lipid transfer domain containing 9			STARD9
PID1	55022	92.73966	55022.0	phosphotyrosine interaction domain containing 1			PID1
MYO15B	ENSG00000266714	102.98403		myosin XVB			MYO15B
FP325317.1	ENSG00000277737	116.8731					FP325317.1
PNISR	25957	92.57302	25957.0	PNN interacting serine and arginine rich protein			PNISR
NOVA1	4857	93.457886	4857.0	NOVA alternative splicing regulator 1		This gene encodes a neuron-specific RNA-binding protein, a member of the Nova family of paraneoplastic disease antigens, that is recognized and inhibited by paraneoplastic antibodies. These antibodies are found in the sera of patients with paraneoplastic opsoclonus-ataxia, breast cancer, and small cell lung cancer. Alternatively spliced transcripts encoding distinct isoforms have been described.	NOVA1
FAXDC2	10826	91.94492	10826.0	fatty acid hydroxylase domain containing 2			FAXDC2
GABBR1	2550	95.3786	2550.0	gamma-aminobutyric acid type B receptor subunit 1		This gene encodes a receptor for gamma-aminobutyric acid (GABA), which is the main inhibitory neurotransmitter in the mammalian central nervous system. This receptor functions as a heterodimer with GABA(B) receptor 2. Defects in this gene may underlie brain disorders such as schizophrenia and epilepsy. Alternative splicing generates multiple transcript variants, but the full-length nature of some of these variants has not been determined.	GABBR1
LY6G5B	58496	95.165184	58496.0	lymphocyte antigen 6 family member G5B		LY6G5B belongs to a cluster of leukocyte antigen-6 (LY6) genes located in the major histocompatibility complex (MHC) class III region on chromosome 6. Members of the LY6 superfamily typically contain 70 to 80 amino acids, including 8 to 10 cysteines. Most LY6 proteins are attached to the cell surface by a glycosylphosphatidylinositol (GPI) anchor that is directly involved in signal transduction (Mallya et al., 2002 [PubMed 12079290]).	LY6G5B
KLHDC1	122773	92.076454	122773.0	kelch domain containing 1			KLHDC1
LRRK2	120892	90.64072	120892.0	leucine rich repeat kinase 2		This gene is a member of the leucine-rich repeat kinase family and encodes a protein with an ankryin repeat region, a leucine-rich repeat (LRR) domain, a kinase domain, a DFG-like motif, a RAS domain, a GTPase domain, a MLK-like domain, and a WD40 domain. The protein is present largely in the cytoplasm but also associates with the mitochondrial outer membrane. Mutations in this gene have been associated with Parkinson disease-8.	LRRK2
KANSL1L	151050	94.277855	151050.0	KAT8 regulatory NSL complex subunit 1 like			KANSL1L
SOX10	6663	95.90383	6663.0	SRY-box 10		This gene encodes a member of the SOX (SRY-related HMG-box) family of transcription factors involved in the regulation of embryonic development and in the determination of the cell fate. The encoded protein may act as a transcriptional activator after forming a protein complex with other proteins. This protein acts as a nucleocytoplasmic shuttle protein and is important for neural crest and peripheral nervous system development. Mutations in this gene are associated with Waardenburg-Shah and Waardenburg-Hirschsprung disease.	SOX10
CPA1	1357	102.362946	1357.0	carboxypeptidase A1		This gene encodes a member of the carboxypeptidase A family of zinc metalloproteases. This enzyme is produced in the pancreas and preferentially cleaves C-terminal branched-chain and aromatic amino acids from dietary proteins. This gene and several family members are present in a gene cluster on chromosome 7. Mutations in this gene may be linked to chronic pancreatitis, while elevated protein levels may be associated with pancreatic cancer.	CPA1
