	num_samples	pval_counts	pval	pval_std	fc	fc_std	gene_id
C19orf48	57	57	4.67235843893e-05	0.0	2.3789	0.0	ENSG00000167747.13
ZCCHC2	57	57	0.00516669601815	0.0	-1.3699	0.0	ENSG00000141664.9
TMEM42	57	57	0.00139406931861	0.0	-1.2729	0.0	ENSG00000169964.5
LRRK2	57	57	1.75123377161e-15	0.0	-4.7989	0.0	ENSG00000188906.13
VPS37B	57	57	0.00735071795242	0.0	1.1319	0.0	ENSG00000139722.6
TSPAN2	57	57	1.91324758349e-18	0.0	-6.0871	0.0	ENSG00000134198.9
NRGN	57	57	0.00137856360223	0.0	-2.3434	0.0	ENSG00000154146.12
ANXA13	57	57	0.00233296684735	0.0	-3.1185	0.0	ENSG00000104537.16
CKAP5	57	57	0.000216089334551	0.0	1.0643	0.0	ENSG00000175216.14
MIPEP	57	57	0.000502014494046	0.0	1.7752	0.0	ENSG00000027001.9
CAMTA2	57	57	4.43951150095e-16	0.0	-2.2604	0.0	ENSG00000108509.20
KIAA1328	57	57	0.00603001473546	0.0	-1.6626	0.0	ENSG00000150477.14
REM1	57	57	2.75557139383e-07	0.0	-4.4435	0.0	ENSG00000088320.3
BRD1	57	57	7.41262443836e-13	0.0	-1.7594	0.0	ENSG00000100425.18
TBRG1	57	57	1.19368943078e-05	0.0	-1.0561	0.0	ENSG00000154144.12
OSBPL3	57	57	0.000344231946364	0.0	2.7294	0.0	ENSG00000070882.12
FAM20A	57	57	1.78775870222e-06	0.0	-3.9873	0.0	ENSG00000108950.11
PPIF	57	57	5.51937109397e-10	0.0	3.0706	0.0	ENSG00000108179.13
LGALS4	57	57	0.00120673795708	0.0	-3.7544	0.0	ENSG00000171747.8
IFI16	57	57	8.50410621455e-06	0.0	-2.5269	0.0	ENSG00000163565.18
MOV10L1	57	57	0.00116802908709	0.0	-4.4894	0.0	ENSG00000073146.15
FAM193A	57	57	0.00153906217123	0.0	-0.7624	0.0	ENSG00000125386.14
KLHL12	57	57	1.90813527943e-07	0.0	1.1089	0.0	ENSG00000117153.15
AIMP2	57	57	0.000179330161614	0.0	2.9134	0.0	ENSG00000106305.9
GTF2IRD2	57	57	1.60018274854e-11	0.0	-3.5509	0.0	ENSG00000196275.13
APOC2	57	57	0.00676481170344	0.0	3.774	0.0	ENSG00000234906.8
PNN	57	57	0.000198565635619	0.0	-1.3675	0.0	ENSG00000100941.8
MGRN1	57	57	2.20489708456e-09	0.0	-1.751	0.0	ENSG00000102858.12
C17orf107	57	57	0.000333249282972	0.0	-2.8828	0.0	ENSG00000205710.3
IL21R	57	57	0.0096324826991	0.0	2.2587	0.0	ENSG00000103522.15
SIX5	57	57	9.10761137231e-06	0.0	-1.7578	0.0	ENSG00000177045.7
