	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	geneId
UHRF1	5548.69081219	6.51117538856	0.37373676958	17.4218217701	5.63539115206e-68	1.01318697523e-63	ENSG00000276043.4
KIF18B	1905.99085615	6.45903966973	0.387275778457	16.6781400465	1.89012795536e-62	1.69913052547e-58	ENSG00000186185.13
TROAP	2190.2138544	6.03564065162	0.365706200441	16.5040697815	3.42977429843e-61	2.05546373705e-57	ENSG00000135451.12
CDC6	2859.21798326	5.42148250971	0.329002932856	16.4785233452	5.23478729731e-61	2.35290602046e-57	ENSG00000094804.9
NEK2	1967.58194007	6.17786215982	0.375716615972	16.4428771505	9.43321881608e-61	3.39199682189e-57	ENSG00000117650.12
CDCA8	2464.2038129	5.12797056535	0.315922308301	16.2317456875	3.00782137347e-59	9.0129367456e-56	ENSG00000134690.10
TPX2	7808.11456745	5.61216879798	0.350266042681	16.0225888728	8.8871765087e-58	2.28260780643e-54	ENSG00000088325.15
TOP2A	12254.7061331	5.65583390132	0.357026300757	15.8415049237	1.60922947014e-56	3.61654208046e-53	ENSG00000131747.14
KIF2C	3789.418317	5.03321578771	0.320506834097	15.7039265696	1.42163626236e-55	2.83995537344e-52	ENSG00000142945.12
FOXM1	5501.40120985	5.86189336358	0.375680010518	15.6034209952	6.89957081341e-55	1.24047383654e-51	ENSG00000111206.12
KIF4A	2531.37906036	5.39223350778	0.350405511429	15.3885522114	1.95354557555e-53	3.1929814457e-50	ENSG00000090889.11
NCAPG	2244.40483336	5.30227760319	0.345372087197	15.3523628566	3.41517200342e-53	5.11678145413e-50	ENSG00000109805.9
EXO1	1140.52320392	5.65660921431	0.372242628995	15.1960274662	3.75725807699e-52	5.19628792047e-49	ENSG00000174371.16
ASPM	3089.99900938	6.21156034715	0.410537686645	15.1303048398	1.02220793216e-51	1.31273402944e-48	ENSG00000066279.16
NCAPH	1577.61340974	5.10029909602	0.338773029965	15.0552099633	3.19084729328e-51	3.82454956573e-48	ENSG00000121152.9
BUB1B	2086.44888613	5.63466026344	0.374690361118	15.0381777813	4.12756105138e-51	4.63808875892e-48	ENSG00000156970.12
HJURP	1537.12571494	5.99052798119	0.403117664505	14.8604948596	5.94841675769e-50	6.29097558156e-47	ENSG00000123485.11
SKA3	983.954762774	5.50495917547	0.370799753594	14.8461780843	7.36495031325e-50	7.35635787122e-47	ENSG00000165480.15
MCM10	1103.12123659	6.15197891165	0.417479501072	14.7360023567	3.78538868118e-49	3.58197384731e-46	ENSG00000065328.16
CDC20	5931.66309554	5.69149196147	0.386484619295	14.7263090879	4.3692602034e-49	3.92774645985e-46	ENSG00000117399.13
MKI67	10816.7391615	5.46295978278	0.37211910377	14.6806754274	8.57322012666e-49	7.33990117416e-46	ENSG00000148773.12
CENPF	7194.03595086	5.11341165461	0.350991270197	14.5684867083	4.45653917559e-48	3.64200535627e-45	ENSG00000117724.12
ESPL1	2038.0723684	5.44586547092	0.375559996055	14.5006537654	1.20001483355e-47	9.38046377932e-45	ENSG00000135476.11
DTL	2559.32672859	4.58113073529	0.31802466992	14.4049539818	4.81638548517e-47	3.60807477657e-44	ENSG00000143476.17
RAD54L	1441.62390828	5.15069772786	0.35777438053	14.3964968096	5.44335122366e-47	3.914640466e-44	ENSG00000085999.11
BUB1	2053.28514728	4.96746274706	0.346513665031	14.3355464686	1.31209652178e-46	9.07314744808e-44	ENSG00000169679.14
NUF2	1614.10595145	5.69687434388	0.397912286189	14.3169098859	1.71584674136e-46	1.14256328011e-43	ENSG00000143228.12
RRM2	8535.77854106	5.67340610595	0.397006455006	14.2904631258	2.50935099472e-46	1.61127219765e-43	ENSG00000171848.13
DEPDC1	1422.12451253	5.6750864465	0.398778932498	14.2311591311	5.87006571179e-46	3.63923832525e-43	ENSG00000024526.16
MCM4	12935.4491674	3.91964473766	0.275775858598	14.2131539635	7.59273535197e-46	4.4035415772e-43	ENSG00000104738.16
MELK	2382.12328408	5.37967353674	0.378448277101	14.2150826474	7.38641866025e-46	4.4035415772e-43	ENSG00000165304.7
CCNB2	3138.10961553	5.08854000216	0.358076226761	14.2107730753	7.85535071751e-46	4.41347970469e-43	ENSG00000157456.7
ORC1	1229.68462666	4.96062019536	0.349607547118	14.1891107221	1.07007071778e-45	5.82993982876e-43	ENSG00000085840.12
POLQ	1340.47890248	6.05149786549	0.426624216764	14.1846093768	1.14099296617e-45	6.03350368787e-43	ENSG00000051341.13
NUSAP1	5783.23668304	5.22481566375	0.368782391881	14.1677471017	1.45080626891e-45	7.45258454537e-43	ENSG00000137804.12
KIF20A	2966.97422648	6.01150416838	0.428113394092	14.0418502465	8.64263542834e-45	4.31627617684e-42	ENSG00000112984.11
CDK1	5079.97041075	4.5205587483	0.325595203292	13.883984477	7.9215131044e-44	3.84921308389e-41	ENSG00000170312.15
GTSE1	1440.44447917	5.65155726821	0.408185295803	13.8455679965	1.35306953656e-43	6.4017992626e-41	ENSG00000075218.18
MYBL2	7905.46095274	6.4021873483	0.463191017792	13.8219160182	1.87998429133e-43	8.66672758302e-41	ENSG00000101057.15
TTK	1553.84116615	5.06712474752	0.367316082092	13.7949983531	2.7315911495e-43	1.22778193192e-40	ENSG00000112742.9
CDCA2	981.271304163	5.71396784362	0.414280748633	13.792501492	2.82781552723e-43	1.24003159425e-40	ENSG00000184661.13
SGOL1	591.056886773	5.72175157669	0.419207095324	13.6489855265	2.04708486417e-42	8.76298542212e-40	ENSG00000129810.14
PLK1	3479.12642924	4.7827443263	0.350802399998	13.6337274954	2.5235428531e-42	1.05513434781e-39	ENSG00000166851.14
CDC45	1801.4443708	5.27755268489	0.387770698729	13.6099831735	3.4932422951e-42	1.4273864369e-39	ENSG00000093009.9
CASC5	1540.33925664	5.39620314662	0.397704502107	13.5683732973	6.16756459795e-42	2.46414764237e-39	ENSG00000137812.19
CENPA	976.956629413	5.29491303721	0.392800670588	13.4798981613	2.05390135183e-41	8.02762878361e-39	ENSG00000115163.14
BRIP1	1245.40868084	5.14881658819	0.382648043105	13.4557504761	2.84832644508e-41	1.08957576928e-38	ENSG00000136492.8
SKA1	970.191790084	5.66711231647	0.421959539186	13.4304638009	4.00892788369e-41	1.50159405043e-38	ENSG00000154839.9
BLM	934.48852896	4.71714871065	0.352107216327	13.3969100658	6.3033266676e-41	2.26655020314e-38	ENSG00000197299.10
STIL	1726.53924592	4.66551919859	0.348233991616	13.3976559179	6.24031134679e-41	2.26655020314e-38	ENSG00000123473.15
SPAG5	3442.15119593	3.90056505059	0.29124719692	13.3926269225	6.67764607783e-41	2.35406664379e-38	ENSG00000076382.16
ARHGAP11A	2404.1227852	4.69422648332	0.35106355092	13.3714436347	8.88004662587e-41	3.0702761209e-38	ENSG00000198826.10
KIF11	3790.15840589	4.62907107686	0.348294741946	13.2906717196	2.62213631931e-40	8.89497903489e-38	ENSG00000138160.5
CEP55	2922.41341997	5.51158962359	0.415462997933	13.266138383	3.63853155049e-40	1.21142886567e-37	ENSG00000138180.15
ZWINT	4641.05254241	4.5760036486	0.346087809138	13.2220885214	6.54218140284e-40	2.13857962621e-37	ENSG00000122952.16
OIP5	652.540561272	5.55450728409	0.42387865309	13.1040033358	3.12338272005e-39	1.00277317721e-36	ENSG00000104147.8
UBE2C	4772.25693253	5.28927465565	0.405465292323	13.04495047	6.79011072098e-39	2.1417438711e-36	ENSG00000175063.16
IQGAP3	3978.84590562	5.68721600436	0.437158900875	13.0094937858	1.08055502942e-38	3.34953428863e-36	ENSG00000183856.10
FAM111B	2227.93087339	5.79673115517	0.447265246434	12.9603880502	2.05206800327e-38	6.2532424798e-36	ENSG00000189057.10
UBE2T	1921.50548527	4.18485318015	0.323251864785	12.9461068475	2.4717484441e-38	7.40659421274e-36	ENSG00000077152.9
E2F7	1363.43733828	7.35338393179	0.571311208447	12.8710654072	6.54924784802e-38	1.93031027966e-35	ENSG00000165891.15
KIFC1	4149.77110491	4.38296328042	0.340904806228	12.8568538793	7.87157777594e-38	2.28263059409e-35	ENSG00000237649.7
AURKB	2711.25073048	5.39748808691	0.420317026418	12.8414690523	9.60346437133e-38	2.74064580845e-35	ENSG00000178999.12
ESCO2	767.295227961	5.83732081946	0.457317043639	12.7642756828	2.59553755641e-37	7.29143276979e-35	ENSG00000171320.14
AUNIP	546.215865818	4.92638782225	0.387325260644	12.718994403	4.63790384592e-37	1.28284420378e-34	ENSG00000127423.10
DEPDC1B	863.453255771	5.12739241771	0.404075790835	12.6891848856	6.78886332439e-37	1.8493480865e-34	ENSG00000035499.12
KIF14	1069.01975598	5.69166110814	0.450184852792	12.6429422777	1.22386880736e-36	3.28416974442e-34	ENSG00000118193.11
ORC6	1089.96770318	4.50436980661	0.356540379221	12.6335474721	1.37917456919e-36	3.64649699698e-34	ENSG00000091651.8
