	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	geneId
NEK2	1224.01313614	4.57633292419	0.121273041949	37.735780769	0.0	0.0	ENSG00000117650.12
KIF4A	1681.09710336	4.25060902732	0.108950883448	39.0139932125	0.0	0.0	ENSG00000090889.11
CENPA	662.370450708	4.66936577961	0.122069653349	38.2516510166	0.0	0.0	ENSG00000115163.14
HJURP	1375.71625629	4.58294526445	0.121421235432	37.7441824581	0.0	0.0	ENSG00000123485.11
KIF2C	2025.51510143	4.26909931062	0.111562206429	38.2665370941	0.0	0.0	ENSG00000142945.12
TROAP	1509.98038058	4.69713393616	0.123987481404	37.8839370151	0.0	0.0	ENSG00000135451.12
TPX2	6047.27494803	4.57096131873	0.118289402505	38.6421879046	0.0	0.0	ENSG00000088325.15
UBE2C	2936.63320329	4.80421707721	0.124101527283	38.7119899521	0.0	0.0	ENSG00000175063.16
CDCA5	2338.15922215	3.96612712749	0.103044616774	38.4894160572	0.0	0.0	ENSG00000146670.9
CDC20	3314.39159361	4.52251693744	0.120641876558	37.4871235966	1.4931777745e-307	2.93454228022e-304	ENSG00000117399.13
PLK1	2451.14051819	4.05232386806	0.108307557076	37.4149687932	2.23115250763e-306	3.98625820294e-303	ENSG00000166851.14
TTK	1291.43482746	4.5494389088	0.122294645754	37.2006385132	6.66381206986e-303	1.09136582174e-299	ENSG00000112742.9
CCNB2	2160.78691009	4.14615563148	0.111468258427	37.1958411298	7.96673465897e-303	1.20438643271e-299	ENSG00000157456.7
KIF23	1982.1989462	3.64522478829	0.0981097092543	37.1545774215	3.69797355548e-302	5.19116244898e-299	ENSG00000137807.13
RAD54L	843.346917405	4.46522843728	0.120211970784	37.1446238521	5.35389136068e-302	7.01466846077e-299	ENSG00000085999.11
EXO1	848.919672838	4.35062405743	0.117258176007	37.1029484304	2.51811092696e-301	3.09302712797e-298	ENSG00000174371.16
BUB1B	1663.28538008	4.23457744687	0.114703180308	36.9176986681	2.40345054135e-298	2.77853020525e-295	ENSG00000156970.12
MYBL2	4805.22658119	4.71170904643	0.127730411897	36.8879186753	7.2187124823e-298	7.88163091193e-295	ENSG00000101057.15
