	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	geneId
GABRD	152.001225684	4.51069101774	0.193906244526	23.262226695	1.069903991e-119	2.09508599517e-115	ENSG00000187730.7
PLVAP	4156.96553004	2.9047545449	0.137544868288	21.1185962883	5.36659978705e-99	5.2544378515e-95	ENSG00000130300.8
CDKN3	346.039397732	3.94316074294	0.189607090231	20.7964836027	4.6572706751e-96	3.03995581199e-92	ENSG00000100526.19
THBS4	681.185274606	5.85461154753	0.287333696756	20.3756524683	2.75025994671e-92	1.31334041271e-88	ENSG00000113296.14
CDC25C	182.290401429	4.31052837735	0.211653771865	20.3659416951	3.35343788354e-92	1.31334041271e-88	ENSG00000158402.18
UBE2T	346.981156477	3.18870002533	0.157187836333	20.2859209702	1.71226109067e-91	5.58824944625e-88	ENSG00000077152.9
SKA1	202.396004195	4.46109680463	0.220685408265	20.2147339043	7.26359281669e-91	2.03193820766e-87	ENSG00000154839.9
NUF2	250.86472064	4.16444412945	0.206621647571	20.1549265452	2.43620012334e-90	5.96320885189e-87	ENSG00000143228.12
CENPF	953.906793407	3.84250207258	0.191041716582	20.1134188978	5.63058387967e-90	1.22508992813e-86	ENSG00000117724.12
TROAP	360.313052259	4.20366129458	0.209319484148	20.0825131578	1.04948629251e-89	2.05510405799e-86	ENSG00000135451.12
ZIC2	217.851757271	6.47081333048	0.323428244418	20.0069519041	4.79060649855e-89	8.52815058679e-86	ENSG00000043355.10
KIFC1	570.336530912	3.74954874763	0.189647779123	19.7711186757	5.27923190228e-87	8.61482659253e-84	ENSG00000237649.7
BIRC5	949.085612323	4.08111991072	0.206939700679	19.7212999599	1.41543440541e-86	2.13207973282e-83	ENSG00000089685.14
KIF4A	443.369426263	3.87155682327	0.197772275781	19.5758318904	2.48545566404e-85	3.4764423438e-82	ENSG00000090889.11
ADAMTS13	457.278032782	-2.87871013288	0.148261932395	-19.4163807687	5.61074280286e-84	7.32463770437e-81	ENSG00000160323.18
HJURP	312.601055941	3.86968534655	0.199686762232	19.3787775579	1.16583511262e-83	1.42683644846e-80	ENSG00000123485.11
SPC24	414.633263796	3.54788158111	0.183143241231	19.3721676938	1.32557490656e-83	1.44207821223e-80	ENSG00000161888.11
CDCA5	496.221806384	3.41956231588	0.176497807721	19.3745313896	1.26608844993e-83	1.44207821223e-80	ENSG00000146670.9
NEK2	312.464726758	3.87626624412	0.200452988881	19.3375327839	2.59602075394e-83	2.67554096861e-80	ENSG00000117650.12
GPC3	27620.62794	5.76203633457	0.298084421607	19.3302162639	2.9916135907e-83	2.78960844443e-80	ENSG00000147257.13
MELK	266.953346274	3.76503935594	0.194759989819	19.331687989	2.90748174167e-83	2.78960844443e-80	ENSG00000165304.7
CDC20	757.140519612	4.22914358037	0.219038055508	19.3078027951	4.61805196242e-83	4.07972005551e-80	ENSG00000117399.13
CCNB2	394.032387941	3.72287639617	0.192836253712	19.3058946361	4.79182725343e-83	4.07972005551e-80	ENSG00000157456.7
COL15A1	946.277974939	3.75946487119	0.194763303254	19.302737263	5.09380670542e-83	4.15612178773e-80	ENSG00000204291.10
ARHGEF39	228.738232806	3.03776136865	0.157544693804	19.2819021403	7.62214267775e-83	5.97027191663e-80	ENSG00000137135.17
PRC1	790.762116869	3.21966734583	0.167929374812	19.1727465754	6.25192049207e-82	4.70865796445e-79	ENSG00000198901.13
KIF2C	395.543069868	3.91893265823	0.205118096347	19.1057382455	2.2620568542e-81	1.64057767848e-78	ENSG00000142945.12
ASPM	784.711346358	3.66626574419	0.192172030467	19.0780403126	3.84403769505e-81	2.68835521945e-78	ENSG00000066279.16
TOP2A	1738.76002531	3.85069654943	0.202367758919	19.0282116578	9.95939144699e-81	6.72499321776e-78	ENSG00000131747.14
EBF2	45.8250789015	5.31525527275	0.280299552313	18.9627676137	3.46425965469e-80	2.26123775194e-77	ENSG00000221818.8
SLC26A6	947.006928642	2.62767973014	0.138942383966	18.9120098211	9.08281846694e-80	5.73741132967e-77	ENSG00000225697.10
