	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	geneId
FGFBP2	22.0816275895	-2.80275114247	0.527388922637	-5.3143913764	1.07014394282e-07	0.000736747747683	ENSG00000137441.7
AC108938.5	24.0317196844	-3.14372235408	0.585832460281	-5.3662481464	8.03913219128e-08	0.000736747747683	ENSG00000257207.5
SCN11A	21.2018934091	-2.77925091861	0.526758078195	-5.27614294619	1.31931191014e-07	0.000736747747683	ENSG00000168356.11
MMP12	935.646473219	-3.21941299891	0.63231097719	-5.091502623	3.55236957572e-07	0.00148782118755	ENSG00000262406.2
GDF7	121.823592948	-2.81307076859	0.567855362903	-4.95385084366	7.27589873931e-07	0.00243786263159	ENSG00000143869.6
ADRA1A	7.95570025014	-3.019297561	0.620239883178	-4.86795132479	1.12761093453e-06	0.00269869514089	ENSG00000120907.17
ITGAD	26.5390739151	-3.19447730043	0.652742368591	-4.89393281966	9.88405909964e-07	0.00269869514089	ENSG00000156886.11
SIGLEC11	50.3918473706	-2.77447481571	0.586077164737	-4.73397528968	2.20164542365e-06	0.00449182426824	ENSG00000161640.15
ABCA12	175.132031289	3.00872726375	0.638072300946	4.71533909133	2.41308532287e-06	0.00449182426824	ENSG00000144452.14
AGR2	26879.9869932	2.8471483514	0.61455044331	4.63289609891	3.60585534027e-06	0.00462268868276	ENSG00000106541.11
BMF	1391.92205181	-1.48304413348	0.321101295229	-4.61861772442	3.86304790537e-06	0.00462268868276	ENSG00000104081.13
ARHGAP17	2456.8373436	-0.701321653001	0.150899316646	-4.64761318068	3.35797855872e-06	0.00462268868276	ENSG00000140750.16
B3GNT3	4473.8701534	2.30591200712	0.496856343627	4.64100345442	3.46721328458e-06	0.00462268868276	ENSG00000179913.10
LILRA1	49.9919160793	-2.31966137185	0.498318093545	-4.65498122965	3.24010223388e-06	0.00462268868276	ENSG00000104974.10
IL34	294.784600629	-1.89079905209	0.411156140729	-4.59873723092	4.25059503546e-06	0.0047473479086	ENSG00000157368.10
FHOD1	1430.50304345	-1.12102988146	0.246135648135	-4.55452060665	5.25051779849e-06	0.0049528184783	ENSG00000135723.13
FXYD3	14444.4362782	2.49197282683	0.551486858422	4.51864407787	6.22369155041e-06	0.0049528184783	ENSG00000089356.16
LEFTY2	21.0529565591	-2.54318652459	0.563986341779	-4.5093051661	6.50402951845e-06	0.0049528184783	ENSG00000143768.11
TSPAN1	13378.0901212	2.40552987359	0.531163520878	4.52879344878	5.93214527435e-06	0.0049528184783	ENSG00000117472.9
PTPN6	2994.79894184	-1.34477603509	0.296867426178	-4.52988747335	5.90151095798e-06	0.0049528184783	ENSG00000111679.16
HMOX1	1768.06827864	-1.81205295862	0.39935440796	-4.53745575987	5.69369696823e-06	0.0049528184783	ENSG00000100292.16
GRAPL	40.6104385999	-2.66034232189	0.58348352424	-4.55941292491	5.12968205418e-06	0.0049528184783	ENSG00000189152.10
ANKRD13A	2258.98245121	-0.957858702995	0.213180835035	-4.4931745522	7.01692230504e-06	0.00511106519028	ENSG00000076513.16
STYK1	517.918497154	2.32709587886	0.51921634519	4.48193879182	7.39679607445e-06	0.0051632718598	ENSG00000060140.8
C2orf70	170.271945159	2.59334313469	0.583164919966	4.44701497964	8.70717681866e-06	0.00520969047296	ENSG00000173557.14
