	num_samples	pval_counts	pval	pval_std	fc	fc_std	gene_id
TRIM3	571	556	4.00507538715e-08	0.0009	-1.8615	0.317	ENSG00000110171.18
EME2	571	547	2.81834489486e-10	0.0226	-2.9007	0.7665	ENSG00000197774.12
GABBR1	571	545	6.89916816317e-09	0.0436	-2.9149	0.7467	ENSG00000204681.10
TAF1C	571	539	8.27069354299e-08	0.036	-2.1346	0.4475	ENSG00000103168.16
SEC31B	571	538	6.1259658602e-10	0.0283	-2.9889	0.9413	ENSG00000075826.16
CAPRIN2	571	537	5.70487669056e-09	0.0363	-1.9934	0.4898	ENSG00000110888.17
PEAR1	571	535	1.0610070502e-09	0.0173	-2.7667	0.9325	ENSG00000187800.13
CENPT	571	534	1.388635417e-08	0.0388	-2.4345	0.6046	ENSG00000102901.12
CHRD	571	531	1.97578094459e-07	0.0077	-3.3342	0.9222	ENSG00000090539.15
ENTHD2	571	529	1.28642726935e-07	0.0556	-2.1743	0.5253	ENSG00000167302.9
ADCY4	571	527	8.0478514282e-08	0.0279	-2.8153	0.7609	ENSG00000129467.13
RP5-966M1.6	571	527	1.65853931211e-08	0.0476	-3.3981	1.019	ENSG00000243696.4
LENG8	571	526	1.12310773764e-08	0.0375	-2.7237	0.7875	ENSG00000167615.16
NPIPB5	571	520	6.59279115005e-07	0.041	-3.0735	0.6924	ENSG00000243716.10
TUBGCP6	571	519	2.00112940879e-07	0.0398	-1.7719	0.4909	ENSG00000128159.11
LGI4	571	518	1.10332603572e-07	0.0145	-3.5978	1.1136	ENSG00000153902.13
SRRM2	571	517	1.7795669366e-06	0.019	-1.8377	0.4039	ENSG00000167978.16
KIAA0895L	571	516	2.3053535861e-09	0.0509	-2.9809	0.8146	ENSG00000196123.12
DNHD1	571	508	1.52956877637e-07	0.013	-2.8695	0.728	ENSG00000179532.12
ASIC3	571	505	2.44948207119e-07	0.0451	-3.6198	1.0822	ENSG00000213199.7
SPIN2A	571	505	2.56625157367e-06	0.0448	-2.6416	0.8243	ENSG00000147059.8
PRSS53	571	504	5.71098932306e-07	0.0413	-3.2672	0.9532	ENSG00000151006.7
WDR27	571	504	8.20547078812e-08	0.0592	-2.5774	0.7461	ENSG00000184465.15
LZTR1	571	501	2.75176020187e-06	0.0335	-1.4365	0.3581	ENSG00000099949.18
MYO15B	571	495	1.00353730584e-07	0.0472	-3.0417	0.9856	ENSG00000266714.6
ABCA9	571	494	6.51930926738e-09	0.0444	-4.9265	1.5851	ENSG00000154258.16
STAG3L5P-PVRIG2P-PILRB	571	492	1.26388583945e-07	0.0555	-2.5906	0.861	ENSG00000272752.5
AGAP6	571	491	3.31978132539e-07	0.0776	-2.387	0.7176	ENSG00000204149.9
CLK2	571	489	8.54166914516e-06	0.0279	-1.5336	0.3979	ENSG00000176444.18
MAPK8IP3	571	489	6.72347765252e-07	0.0439	-2.2978	0.6631	ENSG00000138834.12
AHSA2	571	486	2.8422750589e-07	0.0566	-2.677	0.8546	ENSG00000173209.22
RTEL1-TNFRSF6B	571	485	1.00722909351e-06	0.0533	-2.6773	0.813	ENSG00000026036.20
PARP6	571	485	4.20362995362e-06	0.0394	-1.7005	0.4137	ENSG00000137817.16
L3MBTL1	571	483	2.41250883687e-07	0.0389	-2.1069	0.6768	ENSG00000185513.14
ADAM33	571	482	2.96688878855e-07	0.0135	-4.4628	1.358	ENSG00000149451.17
CLCN6	571	482	1.19523196861e-05	0.0396	-1.5194	0.365	ENSG00000011021.21
LPIN3	571	479	1.96871004037e-06	0.0433	-2.1978	0.51	ENSG00000132793.11
RP11-347C12.1	571	476	9.16478379849e-06	0.0616	-3.5862	0.9707	ENSG00000198064.13
IKBKB	571	476	2.20040113787e-06	0.0485	-1.2697	0.2978	ENSG00000104365.13
SGK494	571	474	7.08011322841e-07	0.056	-2.5492	0.8319	ENSG00000167524.14
PILRB	571	473	1.74458799036e-06	0.0538	-3.0239	0.9795	ENSG00000121716.18
JMJD7-PLA2G4B	571	473	1.45408524896e-07	0.0433	-2.7963	0.9693	ENSG00000168970.20
DMPK	571	471	1.25761555545e-06	0.083	-2.3987	0.6918	ENSG00000104936.17
FAM156A	571	469	1.45402562068e-07	0.0486	-2.3525	0.7846	ENSG00000268350.7
SOX10	571	467	4.7717576748e-05	0.0413	-4.5661	1.0549	ENSG00000100146.16
EP400NL	571	466	9.42079968721e-06	0.0554	-1.8878	0.5539	ENSG00000185684.12
UBAP1L	571	465	8.47351300709e-07	0.07	-2.6366	0.8206	ENSG00000246922.8
HIF3A	571	465	2.55436724017e-06	0.0197	-4.3222	1.1835	ENSG00000124440.15
CCDC39	571	460	4.91198791094e-07	0.0773	-2.8531	1.0392	ENSG00000145075.11
RP11-574K11.31	571	460	7.69650219614e-06	0.027	-2.4629	0.7676	ENSG00000272916.5
MZF1	571	459	1.94694678145e-06	0.0859	-1.8861	0.5746	ENSG00000099326.8
TMEM262	571	459	8.53632394712e-06	0.0464	-2.4208	0.6936	ENSG00000187066.8
KMT2B	571	459	4.85894808325e-05	0.0499	-1.4334	0.2926	ENSG00000272333.5
STX16-NPEPL1	571	458	2.68580391402e-06	0.0204	-3.6848	1.2189	ENSG00000254995.4
SMIM14	571	458	1.09315087016e-06	0.1006	1.5362	0.496	ENSG00000163683.11
ZNF169	571	458	1.26092773935e-05	0.0344	-2.2095	0.6365	ENSG00000175787.16
TMEM120B	571	456	1.62136359181e-05	0.0566	-2.0852	0.4935	ENSG00000188735.12
LY6G5B	571	456	6.43575990885e-06	0.0251	-3.1382	0.901	ENSG00000240053.8
RP11-106M3.2	571	456	1.14712959078e-06	0.0482	-3.5354	1.1323	ENSG00000260729.1
